Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2150000 through 2159999



2150000 --> Thursday, 05 - 18

2150001 --> Thursday, 05 - 03

2150002 --> Thursday, 05 - 23

2150003 --> Thursday, 05 - 15

2150004 --> Thursday, 06 - 03

2150005 --> Thursday, 05 - 19

2150006 --> Thursday, 05 - 11

2150007 --> Thursday, 05 - 31

2150008 --> Thursday, 05 - 15

2150009 --> Thursday, 05 - 07

2150010 --> Thursday, 05 - 27

2150011 --> Thursday, 05 - 12

2150012 --> Thursday, 05 - 03

2150013 --> Thursday, 05 - 23

2150014 --> Thursday, 05 - 08

2150015 --> Thursday, 05 - 28

2150016 --> Thursday, 05 - 19

2150017 --> Thursday, 05 - 11

2150018 --> Thursday, 05 - 24

2150019 --> Thursday, 05 - 16

2150020 --> Thursday, 05 - 07

2150021 --> Thursday, 05 - 20

2150022 --> Thursday, 05 - 12

2150023 --> Thursday, 06 - 01

2150024 --> Thursday, 05 - 23

2150025 --> Thursday, 05 - 08

2150026 --> Thursday, 05 - 28

2150027 --> Thursday, 05 - 20

2150028 --> Thursday, 05 - 04

2150029 --> Thursday, 05 - 24

2150030 --> Thursday, 05 - 16

2150031 --> Thursday, 05 - 01

2150032 --> Thursday, 05 - 20

2150033 --> Thursday, 05 - 12

2150034 --> Thursday, 06 - 01

2150035 --> Thursday, 05 - 17

2150036 --> Thursday, 05 - 08

2150037 --> Thursday, 05 - 28

2150038 --> Thursday, 05 - 13

2150039 --> Thursday, 05 - 05

2150040 --> Thursday, 05 - 24

2150041 --> Thursday, 05 - 09

2150042 --> Thursday, 05 - 29

2150043 --> Thursday, 05 - 21

2150044 --> Thursday, 05 - 12

2150045 --> Thursday, 05 - 25

2150046 --> Thursday, 05 - 17

2150047 --> Thursday, 05 - 09

2150048 --> Thursday, 05 - 28

2150049 --> Thursday, 05 - 13

2150050 --> Thursday, 05 - 05

2150051 --> Thursday, 05 - 25

2150052 --> Thursday, 05 - 09

2150053 --> Thursday, 05 - 29

2150054 --> Thursday, 05 - 21

2150055 --> Thursday, 05 - 06

2150056 --> Thursday, 05 - 25

2150057 --> Thursday, 05 - 17

2150058 --> Thursday, 05 - 02

2150059 --> Thursday, 05 - 22

2150060 --> Thursday, 05 - 13

2150061 --> Thursday, 06 - 02

2150062 --> Thursday, 05 - 18

2150063 --> Thursday, 05 - 10

2150064 --> Thursday, 05 - 29

2150065 --> Thursday, 05 - 14

2150066 --> Thursday, 05 - 06

2150067 --> Thursday, 05 - 26

2150068 --> Thursday, 05 - 17

2150069 --> Thursday, 05 - 02

2150070 --> Thursday, 05 - 22

2150071 --> Thursday, 05 - 14

2150072 --> Thursday, 06 - 02

2150073 --> Thursday, 05 - 18

2150074 --> Thursday, 05 - 10

2150075 --> Thursday, 05 - 30

2150076 --> Thursday, 05 - 14

2150077 --> Thursday, 05 - 06

2150078 --> Thursday, 05 - 26

2150079 --> Thursday, 05 - 11

2150080 --> Thursday, 05 - 30

2150081 --> Thursday, 05 - 22

2150082 --> Thursday, 05 - 07

2150083 --> Thursday, 05 - 27

2150084 --> Thursday, 05 - 18

2150085 --> Thursday, 05 - 03

2150086 --> Thursday, 05 - 23

2150087 --> Thursday, 05 - 15

2150088 --> Thursday, 05 - 06

2150089 --> Thursday, 05 - 19

2150090 --> Thursday, 05 - 11

2150091 --> Thursday, 05 - 31

2150092 --> Thursday, 05 - 22

2150093 --> Thursday, 05 - 07

2150094 --> Thursday, 05 - 27

2150095 --> Thursday, 05 - 19

2150096 --> Thursday, 05 - 03

2150097 --> Thursday, 05 - 23

2150098 --> Thursday, 05 - 15

2150099 --> Thursday, 05 - 28

2150100 --> Thursday, 05 - 20

2150101 --> Thursday, 05 - 12

2150102 --> Thursday, 06 - 01

2150103 --> Thursday, 05 - 17

2150104 --> Thursday, 05 - 08

2150105 --> Thursday, 05 - 28

2150106 --> Thursday, 05 - 13

2150107 --> Thursday, 05 - 05

2150108 --> Thursday, 05 - 24

2150109 --> Thursday, 05 - 09

2150110 --> Thursday, 05 - 29

2150111 --> Thursday, 05 - 21

