Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5390000 through 5399999



5390000 --> Thursday, 05 - 18

5390001 --> Thursday, 05 - 10

5390002 --> Thursday, 05 - 30

5390003 --> Thursday, 05 - 15

5390004 --> Thursday, 05 - 06

5390005 --> Thursday, 05 - 26

5390006 --> Thursday, 05 - 18

5390007 --> Thursday, 05 - 03

5390008 --> Thursday, 05 - 22

5390009 --> Thursday, 05 - 14

5390010 --> Thursday, 05 - 27

5390011 --> Thursday, 05 - 19

5390012 --> Thursday, 05 - 10

5390013 --> Thursday, 05 - 30

5390014 --> Thursday, 05 - 15

5390015 --> Thursday, 05 - 07

5390016 --> Thursday, 05 - 26

5390017 --> Thursday, 05 - 11

5390018 --> Thursday, 05 - 31

5390019 --> Thursday, 05 - 23

5390020 --> Thursday, 05 - 07

5390021 --> Thursday, 05 - 27

5390022 --> Thursday, 05 - 19

5390023 --> Thursday, 05 - 04

5390024 --> Thursday, 05 - 23

5390025 --> Thursday, 05 - 15

5390026 --> Thursday, 05 - 07

5390027 --> Thursday, 05 - 20

5390028 --> Thursday, 05 - 11

5390029 --> Thursday, 05 - 31

5390030 --> Thursday, 05 - 23

5390031 --> Thursday, 05 - 08

5390032 --> Thursday, 05 - 27

5390033 --> Thursday, 05 - 19

5390034 --> Thursday, 05 - 04

5390035 --> Thursday, 05 - 24

5390036 --> Thursday, 05 - 15

5390037 --> Thursday, 05 - 28

5390038 --> Thursday, 05 - 20

5390039 --> Thursday, 05 - 12

5390040 --> Thursday, 05 - 31

5390041 --> Thursday, 05 - 16

5390042 --> Thursday, 05 - 08

5390043 --> Thursday, 05 - 28

5390044 --> Thursday, 05 - 12

5390045 --> Thursday, 05 - 04

5390046 --> Thursday, 05 - 24

5390047 --> Thursday, 05 - 09

5390048 --> Thursday, 05 - 28

5390049 --> Thursday, 05 - 20

5390050 --> Thursday, 05 - 12

5390051 --> Thursday, 05 - 25

5390052 --> Thursday, 05 - 16

5390053 --> Thursday, 05 - 08

5390054 --> Thursday, 05 - 21

5390055 --> Thursday, 05 - 13

