Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2210000 through 2219999



2210000 --> Thursday, 05 - 25

2210001 --> Thursday, 05 - 17

2210002 --> Thursday, 05 - 02

2210003 --> Thursday, 05 - 22

2210004 --> Thursday, 05 - 13

2210005 --> Thursday, 06 - 02

2210006 --> Thursday, 05 - 18

2210007 --> Thursday, 05 - 10

2210008 --> Thursday, 05 - 29

2210009 --> Thursday, 05 - 14

2210010 --> Thursday, 05 - 06

2210011 --> Thursday, 05 - 26

2210012 --> Thursday, 05 - 10

2210013 --> Thursday, 05 - 30

2210014 --> Thursday, 05 - 22

2210015 --> Thursday, 05 - 07

2210016 --> Thursday, 05 - 26

2210017 --> Thursday, 05 - 18

2210018 --> Thursday, 05 - 10

2210019 --> Thursday, 05 - 23

2210020 --> Thursday, 05 - 14

2210021 --> Thursday, 05 - 06

2210022 --> Thursday, 05 - 26

2210023 --> Thursday, 05 - 11

2210024 --> Thursday, 05 - 30

2210025 --> Thursday, 05 - 22

2210026 --> Thursday, 05 - 07

2210027 --> Thursday, 05 - 27

2210028 --> Thursday, 05 - 18

2210029 --> Thursday, 05 - 03

2210030 --> Thursday, 05 - 23

2210031 --> Thursday, 05 - 15

2210032 --> Thursday, 06 - 03

2210033 --> Thursday, 05 - 19

2210034 --> Thursday, 05 - 11

2210035 --> Thursday, 05 - 31

2210036 --> Thursday, 05 - 15

2210037 --> Thursday, 05 - 07

2210038 --> Thursday, 05 - 27

2210039 --> Thursday, 05 - 12

2210040 --> Thursday, 05 - 03

2210041 --> Thursday, 05 - 23

2210042 --> Thursday, 05 - 08

2210043 --> Thursday, 05 - 28

2210044 --> Thursday, 05 - 19

2210045 --> Thursday, 05 - 11

2210046 --> Thursday, 05 - 24

2210047 --> Thursday, 05 - 16

2210048 --> Thursday, 05 - 07

2210049 --> Thursday, 05 - 27

2210050 --> Thursday, 05 - 12

2210051 --> Thursday, 06 - 01

2210052 --> Thursday, 05 - 23

2210053 --> Thursday, 05 - 08

2210054 --> Thursday, 05 - 28

2210055 --> Thursday, 05 - 20

2210056 --> Thursday, 05 - 04

2210057 --> Thursday, 05 - 24

2210058 --> Thursday, 05 - 16

2210059 --> Thursday, 05 - 01

2210060 --> Thursday, 05 - 20

2210061 --> Thursday, 05 - 12

2210062 --> Thursday, 06 - 01

2210063 --> Thursday, 05 - 17

2210064 --> Thursday, 05 - 08

2210065 --> Thursday, 05 - 28

2210066 --> Thursday, 05 - 13

2210067 --> Thursday, 05 - 05

2210068 --> Thursday, 05 - 24

2210069 --> Thursday, 05 - 16

2210070 --> Thursday, 05 - 29

2210071 --> Thursday, 05 - 21

2210072 --> Thursday, 05 - 12

2210073 --> Thursday, 06 - 01

2210074 --> Thursday, 05 - 17

2210075 --> Thursday, 05 - 09

2210076 --> Thursday, 05 - 28

2210077 --> Thursday, 05 - 13

2210078 --> Thursday, 05 - 05

2210079 --> Thursday, 05 - 25

2210080 --> Thursday, 05 - 09

2210081 --> Thursday, 05 - 29

2210082 --> Thursday, 05 - 21

2210083 --> Thursday, 05 - 06

2210084 --> Thursday, 05 - 25

2210085 --> Thursday, 05 - 17

2210086 --> Thursday, 05 - 02

2210087 --> Thursday, 05 - 22

2210088 --> Thursday, 05 - 13

2210089 --> Thursday, 06 - 02

2210090 --> Thursday, 05 - 18

2210091 --> Thursday, 05 - 10

2210092 --> Thursday, 05 - 29

2210093 --> Thursday, 05 - 21

2210094 --> Thursday, 05 - 06

2210095 --> Thursday, 05 - 26

2210096 --> Thursday, 05 - 17

2210097 --> Thursday, 05 - 02

2210098 --> Thursday, 05 - 22

2210099 --> Thursday, 05 - 14

2210100 --> Thursday, 06 - 03

2210101 --> Thursday, 05 - 19

2210102 --> Thursday, 05 - 11

2210103 --> Thursday, 05 - 31

2210104 --> Thursday, 05 - 15

2210105 --> Thursday, 05 - 07

2210106 --> Thursday, 05 - 27

2210107 --> Thursday, 05 - 12

2210108 --> Thursday, 05 - 03

2210109 --> Thursday, 05 - 23

2210110 --> Thursday, 05 - 08

2210111 --> Thursday, 05 - 28

2210112 --> Thursday, 05 - 19

2210113 --> Thursday, 05 - 11

2210114 --> Thursday, 05 - 24

2210115 --> Thursday, 05 - 16

2210116 --> Thursday, 05 - 07

2210117 --> Thursday, 05 - 27

2210118 --> Thursday, 05 - 12

2210119 --> Thursday, 06 - 01

2210120 --> Thursday, 05 - 23

2210121 --> Thursday, 05 - 08

2210122 --> Thursday, 05 - 28

2210123 --> Thursday, 05 - 20

2210124 --> Thursday, 05 - 04

2210125 --> Thursday, 05 - 24

2210126 --> Thursday, 05 - 16

2210127 --> Thursday, 05 - 01

2210128 --> Thursday, 05 - 20

2210129 --> Thursday, 05 - 12

2210130 --> Thursday, 06 - 01

2210131 --> Thursday, 05 - 17

2210132 --> Thursday, 05 - 08

2210133 --> Thursday, 05 - 28

2210134 --> Thursday, 05 - 13

2210135 --> Thursday, 05 - 05

2210136 --> Thursday, 05 - 24

2210137 --> Thursday, 05 - 09

2210138 --> Thursday, 05 - 29

2210139 --> Thursday, 05 - 21

2210140 --> Thursday, 05 - 12

2210141 --> Thursday, 05 - 25

2210142 --> Thursday, 05 - 17

2210143 --> Thursday, 05 - 09

2210144 --> Thursday, 05 - 28

2210145 --> Thursday, 05 - 13

2210146 --> Thursday, 05 - 05

2210147 --> Thursday, 05 - 25

2210148 --> Thursday, 05 - 09

2210149 --> Thursday, 05 - 29

2210150 --> Thursday, 05 - 21

