Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2930000 through 2939999



2930000 --> Thursday, 05 - 25

2930001 --> Thursday, 05 - 17

2930002 --> Thursday, 05 - 02

2930003 --> Thursday, 05 - 22

2930004 --> Thursday, 05 - 13

2930005 --> Thursday, 06 - 02

2930006 --> Thursday, 05 - 18

2930007 --> Thursday, 05 - 10

2930008 --> Thursday, 05 - 29

2930009 --> Thursday, 05 - 14

2930010 --> Thursday, 05 - 06

2930011 --> Thursday, 05 - 26

2930012 --> Thursday, 05 - 17

2930013 --> Thursday, 05 - 02

2930014 --> Thursday, 05 - 22

2930015 --> Thursday, 05 - 14

2930016 --> Thursday, 06 - 02

2930017 --> Thursday, 05 - 18

2930018 --> Thursday, 05 - 10

2930019 --> Thursday, 05 - 30

2930020 --> Thursday, 05 - 14

2930021 --> Thursday, 05 - 06

2930022 --> Thursday, 05 - 26

2930023 --> Thursday, 05 - 11

2930024 --> Thursday, 05 - 30

2930025 --> Thursday, 05 - 22

2930026 --> Thursday, 05 - 07

2930027 --> Thursday, 05 - 27

2930028 --> Thursday, 05 - 18

2930029 --> Thursday, 05 - 03

2930030 --> Thursday, 05 - 23

2930031 --> Thursday, 05 - 15

2930032 --> Thursday, 05 - 06

2930033 --> Thursday, 05 - 19

2930034 --> Thursday, 05 - 11

2930035 --> Thursday, 05 - 31

2930036 --> Thursday, 05 - 22

2930037 --> Thursday, 05 - 07

2930038 --> Thursday, 05 - 27

2930039 --> Thursday, 05 - 19

2930040 --> Thursday, 05 - 03

2930041 --> Thursday, 05 - 23

2930042 --> Thursday, 05 - 15

2930043 --> Thursday, 05 - 28

2930044 --> Thursday, 05 - 19

2930045 --> Thursday, 05 - 11

2930046 --> Thursday, 05 - 31

2930047 --> Thursday, 05 - 16

2930048 --> Thursday, 05 - 07

2930049 --> Thursday, 05 - 27

2930050 --> Thursday, 05 - 12

2930051 --> Thursday, 05 - 04

2930052 --> Thursday, 05 - 23

2930053 --> Thursday, 05 - 08

2930054 --> Thursday, 05 - 28

2930055 --> Thursday, 05 - 20

2930056 --> Thursday, 05 - 11

2930057 --> Thursday, 05 - 24

2930058 --> Thursday, 05 - 16

2930059 --> Thursday, 05 - 08

2930060 --> Thursday, 05 - 27

2930061 --> Thursday, 05 - 12

2930062 --> Thursday, 06 - 01

2930063 --> Thursday, 05 - 24

2930064 --> Thursday, 05 - 08

2930065 --> Thursday, 05 - 28

2930066 --> Thursday, 05 - 20

2930067 --> Thursday, 05 - 05

2930068 --> Thursday, 05 - 24

2930069 --> Thursday, 05 - 16

2930070 --> Thursday, 05 - 01

2930071 --> Thursday, 05 - 21

2930072 --> Thursday, 05 - 12

2930073 --> Thursday, 06 - 01

2930074 --> Thursday, 05 - 17

2930075 --> Thursday, 05 - 09

2930076 --> Thursday, 05 - 28

2930077 --> Thursday, 05 - 13

2930078 --> Thursday, 05 - 05

2930079 --> Thursday, 05 - 25

2930080 --> Thursday, 05 - 16

2930081 --> Thursday, 05 - 29

2930082 --> Thursday, 05 - 21

2930083 --> Thursday, 05 - 13

2930084 --> Thursday, 06 - 01

2930085 --> Thursday, 05 - 17

2930086 --> Thursday, 05 - 09

2930087 --> Thursday, 05 - 22

2930088 --> Thursday, 05 - 13

2930089 --> Thursday, 05 - 05

2930090 --> Thursday, 05 - 25

2930091 --> Thursday, 05 - 10

2930092 --> Thursday, 05 - 29

2930093 --> Thursday, 05 - 21

2930094 --> Thursday, 05 - 06

2930095 --> Thursday, 05 - 26

2930096 --> Thursday, 05 - 17

2930097 --> Thursday, 05 - 02

2930098 --> Thursday, 05 - 22

2930099 --> Thursday, 05 - 14

2930100 --> Thursday, 05 - 06

2930101 --> Thursday, 05 - 19

