Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4630000 through 4639999



4630000 --> Thursday, 05 - 25

4630001 --> Thursday, 05 - 10

4630002 --> Thursday, 05 - 30

4630003 --> Thursday, 05 - 22

4630004 --> Thursday, 05 - 06

4630005 --> Thursday, 05 - 26

4630006 --> Thursday, 05 - 18

4630007 --> Thursday, 05 - 03

4630008 --> Thursday, 05 - 22

4630009 --> Thursday, 05 - 14

4630010 --> Thursday, 05 - 06

4630011 --> Thursday, 05 - 19

4630012 --> Thursday, 05 - 10

4630013 --> Thursday, 05 - 30

4630014 --> Thursday, 05 - 22

4630015 --> Thursday, 05 - 07

4630016 --> Thursday, 05 - 26

4630017 --> Thursday, 05 - 18

4630018 --> Thursday, 05 - 03

4630019 --> Thursday, 05 - 23

4630020 --> Thursday, 05 - 14

4630021 --> Thursday, 06 - 03

4630022 --> Thursday, 05 - 19

4630023 --> Thursday, 05 - 11

4630024 --> Thursday, 05 - 30

4630025 --> Thursday, 05 - 15

4630026 --> Thursday, 05 - 07

4630027 --> Thursday, 05 - 27

4630028 --> Thursday, 05 - 11

4630029 --> Thursday, 05 - 03

4630030 --> Thursday, 05 - 23

4630031 --> Thursday, 05 - 08

4630032 --> Thursday, 05 - 27

4630033 --> Thursday, 05 - 19

4630034 --> Thursday, 05 - 04

4630035 --> Thursday, 05 - 24

4630036 --> Thursday, 05 - 15

4630037 --> Thursday, 05 - 07

4630038 --> Thursday, 05 - 20

4630039 --> Thursday, 05 - 12

4630040 --> Thursday, 05 - 31

4630041 --> Thursday, 05 - 23

4630042 --> Thursday, 05 - 08

4630043 --> Thursday, 05 - 28

4630044 --> Thursday, 05 - 19

4630045 --> Thursday, 05 - 04

4630046 --> Thursday, 05 - 24

4630047 --> Thursday, 05 - 16

4630048 --> Thursday, 04 - 30

4630049 --> Thursday, 05 - 20

4630050 --> Thursday, 05 - 12

4630051 --> Thursday, 06 - 01

4630052 --> Thursday, 05 - 16

4630053 --> Thursday, 05 - 08

4630054 --> Thursday, 05 - 28

4630055 --> Thursday, 05 - 13

4630056 --> Thursday, 05 - 04

4630057 --> Thursday, 05 - 24

4630058 --> Thursday, 05 - 09

4630059 --> Thursday, 05 - 29

4630060 --> Thursday, 05 - 20

4630061 --> Thursday, 05 - 12

4630062 --> Thursday, 05 - 25

4630063 --> Thursday, 05 - 17

4630064 --> Thursday, 05 - 08

4630065 --> Thursday, 05 - 28

4630066 --> Thursday, 05 - 13

4630067 --> Thursday, 05 - 05

4630068 --> Thursday, 05 - 24

4630069 --> Thursday, 05 - 09

4630070 --> Thursday, 05 - 29

4630071 --> Thursday, 05 - 21

4630072 --> Thursday, 05 - 05

4630073 --> Thursday, 05 - 25

4630074 --> Thursday, 05 - 17

4630075 --> Thursday, 05 - 02

4630076 --> Thursday, 05 - 21

4630077 --> Thursday, 05 - 13

4630078 --> Thursday, 06 - 02

4630079 --> Thursday, 05 - 18

4630080 --> Thursday, 05 - 09

4630081 --> Thursday, 05 - 29

4630082 --> Thursday, 05 - 14

4630083 --> Thursday, 05 - 06

4630084 --> Thursday, 05 - 25

4630085 --> Thursday, 05 - 17

4630086 --> Thursday, 05 - 02

4630087 --> Thursday, 05 - 22

4630088 --> Thursday, 05 - 13

4630089 --> Thursday, 06 - 02

4630090 --> Thursday, 05 - 18

4630091 --> Thursday, 05 - 10

4630092 --> Thursday, 05 - 29

4630093 --> Thursday, 05 - 14

4630094 --> Thursday, 05 - 06

4630095 --> Thursday, 05 - 26

4630096 --> Thursday, 05 - 10

4630097 --> Thursday, 05 - 30

4630098 --> Thursday, 05 - 22

4630099 --> Thursday, 05 - 07

4630100 --> Thursday, 05 - 27

4630101 --> Thursday, 05 - 19

4630102 --> Thursday, 05 - 04

4630103 --> Thursday, 05 - 24

4630104 --> Thursday, 05 - 15

4630105 --> Thursday, 05 - 07

4630106 --> Thursday, 05 - 20

4630107 --> Thursday, 05 - 12

4630108 --> Thursday, 05 - 31

4630109 --> Thursday, 05 - 23

4630110 --> Thursday, 05 - 08

4630111 --> Thursday, 05 - 28

