Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3970000 through 3979999



3970000 --> Thursday, 06 - 01

3970001 --> Thursday, 05 - 24

3970002 --> Thursday, 05 - 09

3970003 --> Thursday, 05 - 29

3970004 --> Thursday, 05 - 20

3970005 --> Thursday, 05 - 05

3970006 --> Thursday, 05 - 25

3970007 --> Thursday, 05 - 17

3970008 --> Thursday, 05 - 01

3970009 --> Thursday, 05 - 21

3970010 --> Thursday, 05 - 13

3970011 --> Thursday, 06 - 02

3970012 --> Thursday, 05 - 17

3970013 --> Thursday, 05 - 09

3970014 --> Thursday, 05 - 29

3970015 --> Thursday, 05 - 14

3970016 --> Thursday, 05 - 05

3970017 --> Thursday, 05 - 25

3970018 --> Thursday, 05 - 10

3970019 --> Thursday, 05 - 30

3970020 --> Thursday, 05 - 21

3970021 --> Thursday, 05 - 13

3970022 --> Thursday, 05 - 26

3970023 --> Thursday, 05 - 18

3970024 --> Thursday, 05 - 09

3970025 --> Thursday, 05 - 29

3970026 --> Thursday, 05 - 14

3970027 --> Thursday, 05 - 06

3970028 --> Thursday, 05 - 25

3970029 --> Thursday, 05 - 10

3970030 --> Thursday, 05 - 30

3970031 --> Thursday, 05 - 22

3970032 --> Thursday, 05 - 06

3970033 --> Thursday, 05 - 26

3970034 --> Thursday, 05 - 18

3970035 --> Thursday, 05 - 03

3970036 --> Thursday, 05 - 22

3970037 --> Thursday, 05 - 14

3970038 --> Thursday, 06 - 03

3970039 --> Thursday, 05 - 19

3970040 --> Thursday, 05 - 10

3970041 --> Thursday, 05 - 30

3970042 --> Thursday, 05 - 15

3970043 --> Thursday, 05 - 07

3970044 --> Thursday, 05 - 26

3970045 --> Thursday, 05 - 18

3970046 --> Thursday, 05 - 03

3970047 --> Thursday, 05 - 23

3970048 --> Thursday, 05 - 14

3970049 --> Thursday, 05 - 27

3970050 --> Thursday, 05 - 19

3970051 --> Thursday, 05 - 11

3970052 --> Thursday, 05 - 30

3970053 --> Thursday, 05 - 15

3970054 --> Thursday, 05 - 07

3970055 --> Thursday, 05 - 27

3970056 --> Thursday, 05 - 11

3970057 --> Thursday, 05 - 31

3970058 --> Thursday, 05 - 23

3970059 --> Thursday, 05 - 08

3970060 --> Thursday, 05 - 27

3970061 --> Thursday, 05 - 19

3970062 --> Thursday, 05 - 04

3970063 --> Thursday, 05 - 24

3970064 --> Thursday, 05 - 15

3970065 --> Thursday, 05 - 07

3970066 --> Thursday, 05 - 20

3970067 --> Thursday, 05 - 12

3970068 --> Thursday, 05 - 31

3970069 --> Thursday, 05 - 16

3970070 --> Thursday, 05 - 08

3970071 --> Thursday, 05 - 28

3970072 --> Thursday, 05 - 19

3970073 --> Thursday, 05 - 04

3970074 --> Thursday, 05 - 24

3970075 --> Thursday, 05 - 16

3970076 --> Thursday, 05 - 28

3970077 --> Thursday, 05 - 20

3970078 --> Thursday, 05 - 12

3970079 --> Thursday, 06 - 01

3970080 --> Thursday, 05 - 16

3970081 --> Thursday, 05 - 08

3970082 --> Thursday, 05 - 28

3970083 --> Thursday, 05 - 13

3970084 --> Thursday, 05 - 04

3970085 --> Thursday, 05 - 24

3970086 --> Thursday, 05 - 09

3970087 --> Thursday, 05 - 29

3970088 --> Thursday, 05 - 20

3970089 --> Thursday, 05 - 05

3970090 --> Thursday, 05 - 25

3970091 --> Thursday, 05 - 17

3970092 --> Thursday, 05 - 08

3970093 --> Thursday, 05 - 21

3970094 --> Thursday, 05 - 13

3970095 --> Thursday, 06 - 02

3970096 --> Thursday, 05 - 24

3970097 --> Thursday, 05 - 09

3970098 --> Thursday, 05 - 29

3970099 --> Thursday, 05 - 21

3970100 --> Thursday, 05 - 06

3970101 --> Thursday, 05 - 26

3970102 --> Thursday, 05 - 18

3970103 --> Thursday, 05 - 03

3970104 --> Thursday, 05 - 22

3970105 --> Thursday, 05 - 14

3970106 --> Thursday, 06 - 03

3970107 --> Thursday, 05 - 19

3970108 --> Thursday, 05 - 10

3970109 --> Thursday, 05 - 30

3970110 --> Thursday, 05 - 15

3970111 --> Thursday, 05 - 07

3970112 --> Thursday, 05 - 26

3970113 --> Thursday, 05 - 11

3970114 --> Thursday, 05 - 03

3970115 --> Thursday, 05 - 23

3970116 --> Thursday, 05 - 14

3970117 --> Thursday, 05 - 27

3970118 --> Thursday, 05 - 19

3970119 --> Thursday, 05 - 11

3970120 --> Thursday, 05 - 30

3970121 --> Thursday, 05 - 15

3970122 --> Thursday, 05 - 07

3970123 --> Thursday, 05 - 27

3970124 --> Thursday, 05 - 11

3970125 --> Thursday, 05 - 31

3970126 --> Thursday, 05 - 23

3970127 --> Thursday, 05 - 08

3970128 --> Thursday, 05 - 27

3970129 --> Thursday, 05 - 19

3970130 --> Thursday, 05 - 04

3970131 --> Thursday, 05 - 24

3970132 --> Thursday, 05 - 15

3970133 --> Thursday, 04 - 30

3970134 --> Thursday, 05 - 20

3970135 --> Thursday, 05 - 12

3970136 --> Thursday, 05 - 31

3970137 --> Thursday, 05 - 16

3970138 --> Thursday, 05 - 08

3970139 --> Thursday, 05 - 28

3970140 --> Thursday, 05 - 19

3970141 --> Thursday, 05 - 04

3970142 --> Thursday, 05 - 24

3970143 --> Thursday, 05 - 16

3970144 --> Thursday, 05 - 28

3970145 --> Thursday, 05 - 20

3970146 --> Thursday, 05 - 12

3970147 --> Thursday, 05 - 25

3970148 --> Thursday, 05 - 16

3970149 --> Thursday, 05 - 08

3970150 --> Thursday, 05 - 28

3970151 --> Thursday, 05 - 13

3970152 --> Thursday, 05 - 04

3970153 --> Thursday, 05 - 24

3970154 --> Thursday, 05 - 09

3970155 --> Thursday, 05 - 29

3970156 --> Thursday, 05 - 20

3970157 --> Thursday, 05 - 05

3970158 --> Thursday, 05 - 25

3970159 --> Thursday, 05 - 17

3970160 --> Thursday, 05 - 08

3970161 --> Thursday, 05 - 21

3970162 --> Thursday, 05 - 13

3970163 --> Thursday, 06 - 02

3970164 --> Thursday, 05 - 17

3970165 --> Thursday, 05 - 09

3970166 --> Thursday, 05 - 29

3970167 --> Thursday, 05 - 14

3970168 --> Thursday, 05 - 05

3970169 --> Thursday, 05 - 25

3970170 --> Thursday, 05 - 17

3970171 --> Thursday, 05 - 02

3970172 --> Thursday, 05 - 21

3970173 --> Thursday, 05 - 13

3970174 --> Thursday, 06 - 02

3970175 --> Thursday, 05 - 18

3970176 --> Thursday, 05 - 09

3970177 --> Thursday, 05 - 29

3970178 --> Thursday, 05 - 14

3970179 --> Thursday, 05 - 06

3970180 --> Thursday, 05 - 25

3970181 --> Thursday, 05 - 10

3970182 --> Thursday, 05 - 30

3970183 --> Thursday, 05 - 22

3970184 --> Thursday, 05 - 06

3970185 --> Thursday, 05 - 26

3970186 --> Thursday, 05 - 18

3970187 --> Thursday, 05 - 03

3970188 --> Thursday, 05 - 22

3970189 --> Thursday, 05 - 14

3970190 --> Thursday, 05 - 06

3970191 --> Thursday, 05 - 19

3970192 --> Thursday, 05 - 10

3970193 --> Thursday, 05 - 30

3970194 --> Thursday, 05 - 22

3970195 --> Thursday, 05 - 07

3970196 --> Thursday, 05 - 26

3970197 --> Thursday, 05 - 18

3970198 --> Thursday, 05 - 03

3970199 --> Thursday, 05 - 23

3970200 --> Thursday, 05 - 15

3970201 --> Thursday, 05 - 28

3970202 --> Thursday, 05 - 20

3970203 --> Thursday, 05 - 12

3970204 --> Thursday, 05 - 31

3970205 --> Thursday, 05 - 16

3970206 --> Thursday, 05 - 08

3970207 --> Thursday, 05 - 28

3970208 --> Thursday, 05 - 12

3970209 --> Thursday, 05 - 04

3970210 --> Thursday, 05 - 24

3970211 --> Thursday, 05 - 09

3970212 --> Thursday, 05 - 28

3970213 --> Thursday, 05 - 20

3970214 --> Thursday, 05 - 05

3970215 --> Thursday, 05 - 25

3970216 --> Thursday, 05 - 16

3970217 --> Thursday, 05 - 08

3970218 --> Thursday, 05 - 21

3970219 --> Thursday, 05 - 13

3970220 --> Thursday, 06 - 01

3970221 --> Thursday, 05 - 17

3970222 --> Thursday, 05 - 09

3970223 --> Thursday, 05 - 29

3970224 --> Thursday, 05 - 20

3970225 --> Thursday, 05 - 05

3970226 --> Thursday, 05 - 25

3970227 --> Thursday, 05 - 17

3970228 --> Thursday, 05 - 01

3970229 --> Thursday, 05 - 21

3970230 --> Thursday, 05 - 13

3970231 --> Thursday, 06 - 02

3970232 --> Thursday, 05 - 17

3970233 --> Thursday, 05 - 09

3970234 --> Thursday, 05 - 29

3970235 --> Thursday, 05 - 14

3970236 --> Thursday, 05 - 05

3970237 --> Thursday, 05 - 25

3970238 --> Thursday, 05 - 10

3970239 --> Thursday, 05 - 30

3970240 --> Thursday, 05 - 21

3970241 --> Thursday, 05 - 06

3970242 --> Thursday, 05 - 26

3970243 --> Thursday, 05 - 18

3970244 --> Thursday, 05 - 09

3970245 --> Thursday, 05 - 22

3970246 --> Thursday, 05 - 14

3970247 --> Thursday, 05 - 06

3970248 --> Thursday, 05 - 25

3970249 --> Thursday, 05 - 10

3970250 --> Thursday, 05 - 30

3970251 --> Thursday, 05 - 22

3970252 --> Thursday, 05 - 06

3970253 --> Thursday, 05 - 26

3970254 --> Thursday, 05 - 18

3970255 --> Thursday, 05 - 03

3970256 --> Thursday, 05 - 22

3970257 --> Thursday, 05 - 14

3970258 --> Thursday, 06 - 03

3970259 --> Thursday, 05 - 19

3970260 --> Thursday, 05 - 10

3970261 --> Thursday, 05 - 30

3970262 --> Thursday, 05 - 15

3970263 --> Thursday, 05 - 07

3970264 --> Thursday, 05 - 26

3970265 --> Thursday, 05 - 11

3970266 --> Thursday, 05 - 03

3970267 --> Thursday, 05 - 23

3970268 --> Thursday, 05 - 14

3970269 --> Thursday, 05 - 27

3970270 --> Thursday, 05 - 19

3970271 --> Thursday, 05 - 11

3970272 --> Thursday, 05 - 30

3970273 --> Thursday, 05 - 15

3970274 --> Thursday, 05 - 07

3970275 --> Thursday, 05 - 27

3970276 --> Thursday, 05 - 11

3970277 --> Thursday, 05 - 31

3970278 --> Thursday, 05 - 23

3970279 --> Thursday, 05 - 08

3970280 --> Thursday, 05 - 27

3970281 --> Thursday, 05 - 19

3970282 --> Thursday, 05 - 04

3970283 --> Thursday, 05 - 24

3970284 --> Thursday, 05 - 15

3970285 --> Thursday, 04 - 30

3970286 --> Thursday, 05 - 20

3970287 --> Thursday, 05 - 12

3970288 --> Thursday, 05 - 31

3970289 --> Thursday, 05 - 16

3970290 --> Thursday, 05 - 08

3970291 --> Thursday, 05 - 28

3970292 --> Thursday, 05 - 19

3970293 --> Thursday, 05 - 04

3970294 --> Thursday, 05 - 24

3970295 --> Thursday, 05 - 16

3970296 --> Thursday, 05 - 28

3970297 --> Thursday, 05 - 20

3970298 --> Thursday, 05 - 12

3970299 --> Thursday, 05 - 25

3970300 --> Thursday, 05 - 17

3970301 --> Thursday, 05 - 09

3970302 --> Thursday, 05 - 29

3970303 --> Thursday, 05 - 14

3970304 --> Thursday, 05 - 05

3970305 --> Thursday, 05 - 25

3970306 --> Thursday, 05 - 10

3970307 --> Thursday, 05 - 30

3970308 --> Thursday, 05 - 21

3970309 --> Thursday, 05 - 06

