Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0860000 through 0869999



0860000 --> Thursday, 05 - 25

0860001 --> Thursday, 05 - 10

0860002 --> Thursday, 05 - 30

0860003 --> Thursday, 05 - 22

0860004 --> Thursday, 05 - 06

0860005 --> Thursday, 05 - 26

0860006 --> Thursday, 05 - 18

0860007 --> Thursday, 05 - 03

0860008 --> Thursday, 05 - 22

0860009 --> Thursday, 05 - 14

0860010 --> Thursday, 05 - 06

0860011 --> Thursday, 05 - 19

0860012 --> Thursday, 05 - 10

0860013 --> Thursday, 05 - 30

0860014 --> Thursday, 05 - 22

0860015 --> Thursday, 05 - 07

0860016 --> Thursday, 05 - 26

0860017 --> Thursday, 05 - 18

0860018 --> Thursday, 05 - 03

0860019 --> Thursday, 05 - 23

0860020 --> Thursday, 05 - 14

0860021 --> Thursday, 06 - 03

0860022 --> Thursday, 05 - 19

0860023 --> Thursday, 05 - 11

0860024 --> Thursday, 05 - 30

0860025 --> Thursday, 05 - 15

0860026 --> Thursday, 05 - 07

0860027 --> Thursday, 05 - 27

0860028 --> Thursday, 05 - 11

0860029 --> Thursday, 05 - 03

0860030 --> Thursday, 05 - 23

0860031 --> Thursday, 05 - 08

0860032 --> Thursday, 05 - 27

0860033 --> Thursday, 05 - 19

0860034 --> Thursday, 05 - 11

0860035 --> Thursday, 05 - 24

0860036 --> Thursday, 05 - 15

0860037 --> Thursday, 05 - 07

0860038 --> Thursday, 05 - 20

0860039 --> Thursday, 05 - 12

0860040 --> Thursday, 05 - 31

0860041 --> Thursday, 05 - 23

0860042 --> Thursday, 05 - 08

0860043 --> Thursday, 05 - 28

0860044 --> Thursday, 05 - 19

0860045 --> Thursday, 05 - 04

0860046 --> Thursday, 05 - 24

0860047 --> Thursday, 05 - 16

0860048 --> Thursday, 04 - 30

0860049 --> Thursday, 05 - 20

0860050 --> Thursday, 05 - 12

0860051 --> Thursday, 06 - 01

0860052 --> Thursday, 05 - 16

0860053 --> Thursday, 05 - 08

0860054 --> Thursday, 05 - 28

0860055 --> Thursday, 05 - 13

0860056 --> Thursday, 05 - 04

0860057 --> Thursday, 05 - 24

0860058 --> Thursday, 05 - 09

0860059 --> Thursday, 05 - 29

0860060 --> Thursday, 05 - 20

0860061 --> Thursday, 05 - 12

0860062 --> Thursday, 05 - 25

0860063 --> Thursday, 05 - 17

0860064 --> Thursday, 05 - 08

0860065 --> Thursday, 05 - 28

0860066 --> Thursday, 05 - 13

0860067 --> Thursday, 05 - 05

0860068 --> Thursday, 05 - 24

0860069 --> Thursday, 05 - 09

0860070 --> Thursday, 05 - 29

0860071 --> Thursday, 05 - 21

0860072 --> Thursday, 05 - 05

0860073 --> Thursday, 05 - 25

0860074 --> Thursday, 05 - 17

0860075 --> Thursday, 05 - 02

0860076 --> Thursday, 05 - 21

0860077 --> Thursday, 05 - 13

0860078 --> Thursday, 06 - 02

0860079 --> Thursday, 05 - 18

0860080 --> Thursday, 05 - 09

0860081 --> Thursday, 05 - 29

0860082 --> Thursday, 05 - 14

0860083 --> Thursday, 05 - 06

0860084 --> Thursday, 05 - 25

0860085 --> Thursday, 05 - 17

0860086 --> Thursday, 05 - 02

0860087 --> Thursday, 05 - 22

0860088 --> Thursday, 05 - 13

0860089 --> Thursday, 06 - 02

0860090 --> Thursday, 05 - 18

0860091 --> Thursday, 05 - 10

0860092 --> Thursday, 05 - 29

0860093 --> Thursday, 05 - 14

0860094 --> Thursday, 05 - 06

0860095 --> Thursday, 05 - 26

0860096 --> Thursday, 05 - 10

0860097 --> Thursday, 05 - 30

0860098 --> Thursday, 05 - 22

0860099 --> Thursday, 05 - 07

0860100 --> Thursday, 05 - 27

0860101 --> Thursday, 05 - 19

0860102 --> Thursday, 05 - 04

0860103 --> Thursday, 05 - 24

0860104 --> Thursday, 05 - 15

0860105 --> Thursday, 05 - 07

0860106 --> Thursday, 05 - 20

0860107 --> Thursday, 05 - 12

0860108 --> Thursday, 05 - 31

0860109 --> Thursday, 05 - 23

0860110 --> Thursday, 05 - 08

0860111 --> Thursday, 05 - 28

0860112 --> Thursday, 05 - 19

0860113 --> Thursday, 05 - 04

0860114 --> Thursday, 05 - 24

0860115 --> Thursday, 05 - 16

0860116 --> Thursday, 05 - 28

0860117 --> Thursday, 05 - 20

0860118 --> Thursday, 05 - 12

0860119 --> Thursday, 06 - 01

0860120 --> Thursday, 05 - 16

0860121 --> Thursday, 05 - 08

0860122 --> Thursday, 05 - 28

0860123 --> Thursday, 05 - 13

0860124 --> Thursday, 05 - 04

0860125 --> Thursday, 05 - 24

0860126 --> Thursday, 05 - 09

0860127 --> Thursday, 05 - 29

0860128 --> Thursday, 05 - 20

0860129 --> Thursday, 05 - 12

0860130 --> Thursday, 05 - 25

0860131 --> Thursday, 05 - 17

0860132 --> Thursday, 05 - 08

0860133 --> Thursday, 05 - 21

0860134 --> Thursday, 05 - 13

0860135 --> Thursday, 06 - 02

0860136 --> Thursday, 05 - 24

0860137 --> Thursday, 05 - 09

0860138 --> Thursday, 05 - 29

0860139 --> Thursday, 05 - 21

0860140 --> Thursday, 05 - 05

0860141 --> Thursday, 05 - 25

0860142 --> Thursday, 05 - 17

0860143 --> Thursday, 05 - 02

0860144 --> Thursday, 05 - 21

0860145 --> Thursday, 05 - 13

0860146 --> Thursday, 06 - 02

0860147 --> Thursday, 05 - 18

0860148 --> Thursday, 05 - 09

0860149 --> Thursday, 05 - 29

0860150 --> Thursday, 05 - 14

0860151 --> Thursday, 05 - 06

0860152 --> Thursday, 05 - 25

0860153 --> Thursday, 05 - 10

0860154 --> Thursday, 05 - 30

0860155 --> Thursday, 05 - 22

0860156 --> Thursday, 05 - 13

0860157 --> Thursday, 05 - 26

0860158 --> Thursday, 05 - 18

0860159 --> Thursday, 05 - 10

0860160 --> Thursday, 05 - 29

0860161 --> Thursday, 05 - 14

0860162 --> Thursday, 05 - 06

0860163 --> Thursday, 05 - 26

0860164 --> Thursday, 05 - 10

0860165 --> Thursday, 05 - 30

0860166 --> Thursday, 05 - 22

0860167 --> Thursday, 05 - 07

0860168 --> Thursday, 05 - 26

0860169 --> Thursday, 05 - 18

0860170 --> Thursday, 05 - 03

0860171 --> Thursday, 05 - 23

0860172 --> Thursday, 05 - 14

0860173 --> Thursday, 06 - 03

0860174 --> Thursday, 05 - 19

0860175 --> Thursday, 05 - 11

0860176 --> Thursday, 05 - 30

0860177 --> Thursday, 05 - 15

0860178 --> Thursday, 05 - 07

0860179 --> Thursday, 05 - 27

0860180 --> Thursday, 05 - 18

0860181 --> Thursday, 05 - 03

0860182 --> Thursday, 05 - 23

0860183 --> Thursday, 05 - 15

0860184 --> Thursday, 05 - 27

0860185 --> Thursday, 05 - 19

0860186 --> Thursday, 05 - 11

0860187 --> Thursday, 05 - 24

0860188 --> Thursday, 05 - 15

0860189 --> Thursday, 05 - 07

0860190 --> Thursday, 05 - 27

0860191 --> Thursday, 05 - 12

0860192 --> Thursday, 05 - 31

0860193 --> Thursday, 05 - 23

0860194 --> Thursday, 05 - 08

0860195 --> Thursday, 05 - 28

0860196 --> Thursday, 05 - 19

0860197 --> Thursday, 05 - 04

0860198 --> Thursday, 05 - 24

0860199 --> Thursday, 05 - 16

0860200 --> Thursday, 05 - 01

0860201 --> Thursday, 05 - 21

0860202 --> Thursday, 05 - 13

0860203 --> Thursday, 06 - 02

0860204 --> Thursday, 05 - 17

0860205 --> Thursday, 05 - 09

0860206 --> Thursday, 05 - 29

0860207 --> Thursday, 05 - 14

0860208 --> Thursday, 05 - 05

0860209 --> Thursday, 05 - 25

0860210 --> Thursday, 05 - 10

0860211 --> Thursday, 05 - 30

0860212 --> Thursday, 05 - 21

0860213 --> Thursday, 05 - 13

0860214 --> Thursday, 05 - 26

0860215 --> Thursday, 05 - 18

0860216 --> Thursday, 05 - 09

0860217 --> Thursday, 05 - 29

0860218 --> Thursday, 05 - 14

0860219 --> Thursday, 05 - 06

0860220 --> Thursday, 05 - 25

0860221 --> Thursday, 05 - 10

0860222 --> Thursday, 05 - 30

0860223 --> Thursday, 05 - 22

0860224 --> Thursday, 05 - 06

0860225 --> Thursday, 05 - 26

0860226 --> Thursday, 05 - 18

0860227 --> Thursday, 05 - 03

0860228 --> Thursday, 05 - 22

0860229 --> Thursday, 05 - 14

0860230 --> Thursday, 06 - 03

0860231 --> Thursday, 05 - 19

0860232 --> Thursday, 05 - 10

0860233 --> Thursday, 05 - 30

0860234 --> Thursday, 05 - 15

0860235 --> Thursday, 05 - 07

0860236 --> Thursday, 05 - 26

0860237 --> Thursday, 05 - 18

0860238 --> Thursday, 05 - 03

0860239 --> Thursday, 05 - 23

0860240 --> Thursday, 05 - 14

0860241 --> Thursday, 05 - 27

0860242 --> Thursday, 05 - 19

0860243 --> Thursday, 05 - 11

0860244 --> Thursday, 05 - 30

0860245 --> Thursday, 05 - 15

0860246 --> Thursday, 05 - 07

0860247 --> Thursday, 05 - 27

0860248 --> Thursday, 05 - 11

0860249 --> Thursday, 05 - 31

0860250 --> Thursday, 05 - 23

0860251 --> Thursday, 05 - 08

0860252 --> Thursday, 05 - 27

0860253 --> Thursday, 05 - 19

0860254 --> Thursday, 05 - 04

0860255 --> Thursday, 05 - 24

0860256 --> Thursday, 05 - 15

0860257 --> Thursday, 05 - 07

0860258 --> Thursday, 05 - 20

0860259 --> Thursday, 05 - 12

0860260 --> Thursday, 05 - 31

0860261 --> Thursday, 05 - 23

0860262 --> Thursday, 05 - 08

0860263 --> Thursday, 05 - 28

0860264 --> Thursday, 05 - 19

0860265 --> Thursday, 05 - 04

0860266 --> Thursday, 05 - 24

0860267 --> Thursday, 05 - 16

0860268 --> Thursday, 05 - 28

0860269 --> Thursday, 05 - 20

0860270 --> Thursday, 05 - 12

0860271 --> Thursday, 06 - 01

0860272 --> Thursday, 05 - 16

0860273 --> Thursday, 05 - 08

0860274 --> Thursday, 05 - 28

0860275 --> Thursday, 05 - 13

0860276 --> Thursday, 05 - 04

0860277 --> Thursday, 05 - 24

0860278 --> Thursday, 05 - 09

0860279 --> Thursday, 05 - 29

0860280 --> Thursday, 05 - 20

0860281 --> Thursday, 05 - 12

0860282 --> Thursday, 05 - 25

0860283 --> Thursday, 05 - 17

0860284 --> Thursday, 05 - 08

0860285 --> Thursday, 05 - 21

0860286 --> Thursday, 05 - 13

0860287 --> Thursday, 06 - 02

0860288 --> Thursday, 05 - 24

0860289 --> Thursday, 05 - 09

0860290 --> Thursday, 05 - 29

0860291 --> Thursday, 05 - 21

0860292 --> Thursday, 05 - 05

