Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4450000 through 4459999



4450000 --> Thursday, 05 - 25

4450001 --> Thursday, 05 - 10

4450002 --> Thursday, 05 - 30

4450003 --> Thursday, 05 - 22

4450004 --> Thursday, 05 - 06

4450005 --> Thursday, 05 - 26

4450006 --> Thursday, 05 - 18

4450007 --> Thursday, 05 - 03

4450008 --> Thursday, 05 - 22

4450009 --> Thursday, 05 - 14

4450010 --> Thursday, 06 - 03

4450011 --> Thursday, 05 - 19

4450012 --> Thursday, 05 - 10

4450013 --> Thursday, 05 - 30

4450014 --> Thursday, 05 - 15

4450015 --> Thursday, 05 - 07

4450016 --> Thursday, 05 - 26

4450017 --> Thursday, 05 - 18

4450018 --> Thursday, 05 - 03

4450019 --> Thursday, 05 - 23

4450020 --> Thursday, 05 - 14

4450021 --> Thursday, 05 - 27

4450022 --> Thursday, 05 - 19

4450023 --> Thursday, 05 - 11

4450024 --> Thursday, 05 - 30

4450025 --> Thursday, 05 - 15

4450026 --> Thursday, 05 - 07

4450027 --> Thursday, 05 - 27

4450028 --> Thursday, 05 - 11

4450029 --> Thursday, 05 - 31

4450030 --> Thursday, 05 - 23

4450031 --> Thursday, 05 - 08

4450032 --> Thursday, 05 - 27

4450033 --> Thursday, 05 - 19

4450034 --> Thursday, 05 - 04

4450035 --> Thursday, 05 - 24

4450036 --> Thursday, 05 - 15

4450037 --> Thursday, 05 - 07

4450038 --> Thursday, 05 - 20

4450039 --> Thursday, 05 - 12

4450040 --> Thursday, 05 - 31

4450041 --> Thursday, 05 - 23

4450042 --> Thursday, 05 - 08

4450043 --> Thursday, 05 - 28

4450044 --> Thursday, 05 - 19

4450045 --> Thursday, 05 - 04

4450046 --> Thursday, 05 - 24

4450047 --> Thursday, 05 - 16

4450048 --> Thursday, 05 - 28

4450049 --> Thursday, 05 - 20

4450050 --> Thursday, 05 - 12

4450051 --> Thursday, 06 - 01

4450052 --> Thursday, 05 - 16

4450053 --> Thursday, 05 - 08

4450054 --> Thursday, 05 - 28

4450055 --> Thursday, 05 - 13

4450056 --> Thursday, 05 - 04

4450057 --> Thursday, 05 - 24

4450058 --> Thursday, 05 - 09

4450059 --> Thursday, 05 - 29

4450060 --> Thursday, 05 - 20

4450061 --> Thursday, 05 - 12

4450062 --> Thursday, 05 - 25

4450063 --> Thursday, 05 - 17

4450064 --> Thursday, 05 - 08

4450065 --> Thursday, 05 - 28

4450066 --> Thursday, 05 - 13

4450067 --> Thursday, 06 - 02

4450068 --> Thursday, 05 - 24

4450069 --> Thursday, 05 - 09

4450070 --> Thursday, 05 - 29

4450071 --> Thursday, 05 - 21

4450072 --> Thursday, 05 - 05

4450073 --> Thursday, 05 - 25

4450074 --> Thursday, 05 - 17

4450075 --> Thursday, 05 - 02

4450076 --> Thursday, 05 - 21

4450077 --> Thursday, 05 - 13

4450078 --> Thursday, 06 - 02

4450079 --> Thursday, 05 - 18

4450080 --> Thursday, 05 - 09

4450081 --> Thursday, 05 - 29

4450082 --> Thursday, 05 - 14

4450083 --> Thursday, 05 - 06

4450084 --> Thursday, 05 - 25

4450085 --> Thursday, 05 - 10

4450086 --> Thursday, 05 - 30

4450087 --> Thursday, 05 - 22

4450088 --> Thursday, 05 - 13

4450089 --> Thursday, 05 - 26

4450090 --> Thursday, 05 - 18

4450091 --> Thursday, 05 - 10

4450092 --> Thursday, 05 - 29

4450093 --> Thursday, 05 - 14

4450094 --> Thursday, 05 - 06

4450095 --> Thursday, 05 - 26

4450096 --> Thursday, 05 - 10

4450097 --> Thursday, 05 - 30

4450098 --> Thursday, 05 - 22

4450099 --> Thursday, 05 - 07

4450100 --> Thursday, 05 - 27

4450101 --> Thursday, 05 - 19

4450102 --> Thursday, 05 - 04

4450103 --> Thursday, 05 - 24

4450104 --> Thursday, 05 - 15

4450105 --> Thursday, 04 - 30

4450106 --> Thursday, 05 - 20

4450107 --> Thursday, 05 - 12

4450108 --> Thursday, 05 - 31

4450109 --> Thursday, 05 - 16

4450110 --> Thursday, 05 - 08

4450111 --> Thursday, 05 - 28

4450112 --> Thursday, 05 - 19

4450113 --> Thursday, 05 - 04

4450114 --> Thursday, 05 - 24

4450115 --> Thursday, 05 - 16

4450116 --> Thursday, 05 - 28

4450117 --> Thursday, 05 - 20

4450118 --> Thursday, 05 - 12

4450119 --> Thursday, 06 - 01

4450120 --> Thursday, 05 - 16

4450121 --> Thursday, 05 - 08

4450122 --> Thursday, 05 - 28

4450123 --> Thursday, 05 - 13

4450124 --> Thursday, 05 - 04

4450125 --> Thursday, 05 - 24

4450126 --> Thursday, 05 - 09

4450127 --> Thursday, 05 - 29

4450128 --> Thursday, 05 - 20

4450129 --> Thursday, 05 - 05

4450130 --> Thursday, 05 - 25

4450131 --> Thursday, 05 - 17

4450132 --> Thursday, 05 - 08

