Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5270000 through 5279999



5270000 --> Thursday, 06 - 01

5270001 --> Thursday, 05 - 17

5270002 --> Thursday, 05 - 09

5270003 --> Thursday, 05 - 29

5270004 --> Thursday, 05 - 20

5270005 --> Thursday, 05 - 05

5270006 --> Thursday, 05 - 25

5270007 --> Thursday, 05 - 17

5270008 --> Thursday, 05 - 01

5270009 --> Thursday, 05 - 21

5270010 --> Thursday, 05 - 13

5270011 --> Thursday, 05 - 26

5270012 --> Thursday, 05 - 17

5270013 --> Thursday, 05 - 09

5270014 --> Thursday, 05 - 29

5270015 --> Thursday, 05 - 14

5270016 --> Thursday, 05 - 05

5270017 --> Thursday, 05 - 25

5270018 --> Thursday, 05 - 10

5270019 --> Thursday, 05 - 30

5270020 --> Thursday, 05 - 21

5270021 --> Thursday, 05 - 06

5270022 --> Thursday, 05 - 26

5270023 --> Thursday, 05 - 18

5270024 --> Thursday, 05 - 09

5270025 --> Thursday, 05 - 22

5270026 --> Thursday, 05 - 14

5270027 --> Thursday, 05 - 06

5270028 --> Thursday, 05 - 25

5270029 --> Thursday, 05 - 10

5270030 --> Thursday, 05 - 30

5270031 --> Thursday, 05 - 15

5270032 --> Thursday, 05 - 06

5270033 --> Thursday, 05 - 26

5270034 --> Thursday, 05 - 18

5270035 --> Thursday, 05 - 03

5270036 --> Thursday, 05 - 22

5270037 --> Thursday, 05 - 14

5270038 --> Thursday, 06 - 03

5270039 --> Thursday, 05 - 19

5270040 --> Thursday, 05 - 10

5270041 --> Thursday, 05 - 30

5270042 --> Thursday, 05 - 15

5270043 --> Thursday, 05 - 07

5270044 --> Thursday, 05 - 26

5270045 --> Thursday, 05 - 11

5270046 --> Thursday, 05 - 03

5270047 --> Thursday, 05 - 23

5270048 --> Thursday, 05 - 14

5270049 --> Thursday, 05 - 27

5270050 --> Thursday, 05 - 19

5270051 --> Thursday, 05 - 04

5270052 --> Thursday, 05 - 23

5270053 --> Thursday, 05 - 15

5270054 --> Thursday, 05 - 07

5270055 --> Thursday, 05 - 20

5270056 --> Thursday, 05 - 11

5270057 --> Thursday, 05 - 31

5270058 --> Thursday, 05 - 23

5270059 --> Thursday, 05 - 08

5270060 --> Thursday, 05 - 27

5270061 --> Thursday, 05 - 19

5270062 --> Thursday, 05 - 04

5270063 --> Thursday, 05 - 24

5270064 --> Thursday, 05 - 15

5270065 --> Thursday, 04 - 30

5270066 --> Thursday, 05 - 20

5270067 --> Thursday, 05 - 12

5270068 --> Thursday, 05 - 31

5270069 --> Thursday, 05 - 16

5270070 --> Thursday, 05 - 08

5270071 --> Thursday, 05 - 28

5270072 --> Thursday, 05 - 12

5270073 --> Thursday, 05 - 04

5270074 --> Thursday, 05 - 24

5270075 --> Thursday, 05 - 09

5270076 --> Thursday, 05 - 28

5270077 --> Thursday, 05 - 20

5270078 --> Thursday, 05 - 12

5270079 --> Thursday, 05 - 25

5270080 --> Thursday, 05 - 16

5270081 --> Thursday, 05 - 08

5270082 --> Thursday, 05 - 28

5270083 --> Thursday, 05 - 13

5270084 --> Thursday, 05 - 04

5270085 --> Thursday, 05 - 24

5270086 --> Thursday, 05 - 09

5270087 --> Thursday, 05 - 29

5270088 --> Thursday, 05 - 20

5270089 --> Thursday, 05 - 05

5270090 --> Thursday, 05 - 25

5270091 --> Thursday, 05 - 17

5270092 --> Thursday, 05 - 01

5270093 --> Thursday, 05 - 21

5270094 --> Thursday, 05 - 13

5270095 --> Thursday, 06 - 02

5270096 --> Thursday, 05 - 17

5270097 --> Thursday, 05 - 09

5270098 --> Thursday, 05 - 29

5270099 --> Thursday, 05 - 14

5270100 --> Thursday, 05 - 06

5270101 --> Thursday, 05 - 26

5270102 --> Thursday, 05 - 18

5270103 --> Thursday, 05 - 03

5270104 --> Thursday, 05 - 22

5270105 --> Thursday, 05 - 14

5270106 --> Thursday, 05 - 27

5270107 --> Thursday, 05 - 19

5270108 --> Thursday, 05 - 10

5270109 --> Thursday, 05 - 30

5270110 --> Thursday, 05 - 15

5270111 --> Thursday, 05 - 07

5270112 --> Thursday, 05 - 26

5270113 --> Thursday, 05 - 11

