Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4860000 through 4869999



4860000 --> Thursday, 05 - 25

4860001 --> Thursday, 05 - 17

4860002 --> Thursday, 05 - 02

4860003 --> Thursday, 05 - 22

4860004 --> Thursday, 05 - 13

4860005 --> Thursday, 06 - 02

4860006 --> Thursday, 05 - 18

4860007 --> Thursday, 05 - 10

4860008 --> Thursday, 05 - 29

4860009 --> Thursday, 05 - 21

4860010 --> Thursday, 05 - 06

4860011 --> Thursday, 05 - 26

4860012 --> Thursday, 05 - 17

4860013 --> Thursday, 05 - 02

4860014 --> Thursday, 05 - 22

4860015 --> Thursday, 05 - 14

4860016 --> Thursday, 06 - 02

4860017 --> Thursday, 05 - 18

4860018 --> Thursday, 05 - 10

4860019 --> Thursday, 05 - 30

4860020 --> Thursday, 05 - 14

4860021 --> Thursday, 05 - 06

4860022 --> Thursday, 05 - 26

4860023 --> Thursday, 05 - 11

4860024 --> Thursday, 05 - 30

4860025 --> Thursday, 05 - 22

4860026 --> Thursday, 05 - 07

4860027 --> Thursday, 05 - 27

4860028 --> Thursday, 05 - 18

4860029 --> Thursday, 05 - 03

4860030 --> Thursday, 05 - 23

4860031 --> Thursday, 05 - 15

4860032 --> Thursday, 05 - 06

4860033 --> Thursday, 05 - 19

4860034 --> Thursday, 05 - 11

4860035 --> Thursday, 05 - 31

4860036 --> Thursday, 05 - 22

4860037 --> Thursday, 05 - 07

4860038 --> Thursday, 05 - 27

4860039 --> Thursday, 05 - 19

4860040 --> Thursday, 05 - 03

4860041 --> Thursday, 05 - 23

4860042 --> Thursday, 05 - 15

4860043 --> Thursday, 05 - 28

4860044 --> Thursday, 05 - 19

4860045 --> Thursday, 05 - 11

4860046 --> Thursday, 05 - 31

4860047 --> Thursday, 05 - 16

4860048 --> Thursday, 05 - 07

4860049 --> Thursday, 05 - 27

4860050 --> Thursday, 05 - 12

4860051 --> Thursday, 05 - 04

4860052 --> Thursday, 05 - 23

4860053 --> Thursday, 05 - 08

4860054 --> Thursday, 05 - 28

4860055 --> Thursday, 05 - 20

4860056 --> Thursday, 05 - 11

4860057 --> Thursday, 05 - 24

4860058 --> Thursday, 05 - 16

4860059 --> Thursday, 05 - 08

4860060 --> Thursday, 05 - 27

4860061 --> Thursday, 05 - 12

4860062 --> Thursday, 06 - 01

4860063 --> Thursday, 05 - 24

4860064 --> Thursday, 05 - 08

