Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3060000 through 3069999



3060000 --> Thursday, 05 - 25

3060001 --> Thursday, 05 - 10

3060002 --> Thursday, 05 - 30

3060003 --> Thursday, 05 - 22

3060004 --> Thursday, 05 - 13

3060005 --> Thursday, 05 - 26

3060006 --> Thursday, 05 - 18

3060007 --> Thursday, 05 - 03

3060008 --> Thursday, 05 - 22

3060009 --> Thursday, 05 - 14

3060010 --> Thursday, 05 - 06

3060011 --> Thursday, 05 - 19

3060012 --> Thursday, 05 - 10

3060013 --> Thursday, 05 - 30

3060014 --> Thursday, 05 - 22

3060015 --> Thursday, 05 - 07

3060016 --> Thursday, 05 - 26

3060017 --> Thursday, 05 - 18

3060018 --> Thursday, 05 - 03

3060019 --> Thursday, 05 - 23

3060020 --> Thursday, 05 - 14

3060021 --> Thursday, 06 - 03

3060022 --> Thursday, 05 - 19

3060023 --> Thursday, 05 - 11

3060024 --> Thursday, 05 - 30

3060025 --> Thursday, 05 - 15

3060026 --> Thursday, 05 - 07

3060027 --> Thursday, 05 - 27

3060028 --> Thursday, 05 - 11

3060029 --> Thursday, 05 - 03

3060030 --> Thursday, 05 - 23

3060031 --> Thursday, 05 - 08

3060032 --> Thursday, 05 - 27

3060033 --> Thursday, 05 - 19

3060034 --> Thursday, 05 - 11

3060035 --> Thursday, 05 - 24

3060036 --> Thursday, 05 - 15

3060037 --> Thursday, 05 - 07

3060038 --> Thursday, 05 - 27

3060039 --> Thursday, 05 - 12

3060040 --> Thursday, 05 - 31

3060041 --> Thursday, 05 - 23

3060042 --> Thursday, 05 - 08

3060043 --> Thursday, 05 - 28

3060044 --> Thursday, 05 - 19

3060045 --> Thursday, 05 - 04

3060046 --> Thursday, 05 - 24

3060047 --> Thursday, 05 - 16

3060048 --> Thursday, 04 - 30

3060049 --> Thursday, 05 - 20

3060050 --> Thursday, 05 - 12

3060051 --> Thursday, 06 - 01

3060052 --> Thursday, 05 - 16

3060053 --> Thursday, 05 - 08

3060054 --> Thursday, 05 - 28

3060055 --> Thursday, 05 - 13

3060056 --> Thursday, 05 - 04

3060057 --> Thursday, 05 - 24

3060058 --> Thursday, 05 - 16

3060059 --> Thursday, 05 - 29

3060060 --> Thursday, 05 - 20

3060061 --> Thursday, 05 - 12

3060062 --> Thursday, 06 - 01

3060063 --> Thursday, 05 - 17

3060064 --> Thursday, 05 - 08

3060065 --> Thursday, 05 - 28

3060066 --> Thursday, 05 - 13

3060067 --> Thursday, 05 - 05

3060068 --> Thursday, 05 - 24

3060069 --> Thursday, 05 - 09

3060070 --> Thursday, 05 - 29

3060071 --> Thursday, 05 - 21

3060072 --> Thursday, 05 - 05

3060073 --> Thursday, 05 - 25

3060074 --> Thursday, 05 - 17

3060075 --> Thursday, 05 - 02

3060076 --> Thursday, 05 - 21

3060077 --> Thursday, 05 - 13

3060078 --> Thursday, 06 - 02

3060079 --> Thursday, 05 - 18

3060080 --> Thursday, 05 - 09

3060081 --> Thursday, 05 - 29

3060082 --> Thursday, 05 - 21

3060083 --> Thursday, 05 - 06

3060084 --> Thursday, 05 - 25

3060085 --> Thursday, 05 - 17

3060086 --> Thursday, 05 - 02

3060087 --> Thursday, 05 - 22

3060088 --> Thursday, 05 - 13

3060089 --> Thursday, 06 - 02

3060090 --> Thursday, 05 - 18

3060091 --> Thursday, 05 - 10

3060092 --> Thursday, 05 - 29

3060093 --> Thursday, 05 - 14

3060094 --> Thursday, 05 - 06

3060095 --> Thursday, 05 - 26

3060096 --> Thursday, 05 - 10

3060097 --> Thursday, 05 - 30

3060098 --> Thursday, 05 - 22

3060099 --> Thursday, 05 - 07

3060100 --> Thursday, 05 - 27

3060101 --> Thursday, 05 - 19

3060102 --> Thursday, 05 - 04

3060103 --> Thursday, 05 - 24

3060104 --> Thursday, 05 - 15

3060105 --> Thursday, 05 - 07

3060106 --> Thursday, 05 - 20

3060107 --> Thursday, 05 - 12

3060108 --> Thursday, 05 - 31

3060109 --> Thursday, 05 - 23

3060110 --> Thursday, 05 - 08

3060111 --> Thursday, 05 - 28

3060112 --> Thursday, 05 - 19

3060113 --> Thursday, 05 - 04

3060114 --> Thursday, 05 - 24

3060115 --> Thursday, 05 - 16

3060116 --> Thursday, 04 - 30

3060117 --> Thursday, 05 - 20

3060118 --> Thursday, 05 - 12

3060119 --> Thursday, 06 - 01

3060120 --> Thursday, 05 - 16

3060121 --> Thursday, 05 - 08

3060122 --> Thursday, 05 - 28

3060123 --> Thursday, 05 - 13

3060124 --> Thursday, 05 - 04

3060125 --> Thursday, 05 - 24

3060126 --> Thursday, 05 - 09

3060127 --> Thursday, 05 - 29

3060128 --> Thursday, 05 - 20

3060129 --> Thursday, 05 - 12

3060130 --> Thursday, 05 - 25

3060131 --> Thursday, 05 - 17

3060132 --> Thursday, 05 - 08

3060133 --> Thursday, 05 - 28

3060134 --> Thursday, 05 - 13

3060135 --> Thursday, 05 - 05

3060136 --> Thursday, 05 - 24

3060137 --> Thursday, 05 - 09

3060138 --> Thursday, 05 - 29

3060139 --> Thursday, 05 - 21

3060140 --> Thursday, 05 - 05

3060141 --> Thursday, 05 - 25

3060142 --> Thursday, 05 - 17

3060143 --> Thursday, 05 - 02

3060144 --> Thursday, 05 - 21

3060145 --> Thursday, 05 - 13

3060146 --> Thursday, 06 - 02

3060147 --> Thursday, 05 - 18

3060148 --> Thursday, 05 - 09

3060149 --> Thursday, 05 - 29

3060150 --> Thursday, 05 - 14

3060151 --> Thursday, 05 - 06

3060152 --> Thursday, 05 - 25

3060153 --> Thursday, 05 - 17

3060154 --> Thursday, 05 - 02

3060155 --> Thursday, 05 - 22

3060156 --> Thursday, 05 - 13

3060157 --> Thursday, 06 - 02

3060158 --> Thursday, 05 - 18

3060159 --> Thursday, 05 - 10

3060160 --> Thursday, 05 - 29

3060161 --> Thursday, 05 - 14

3060162 --> Thursday, 05 - 06

3060163 --> Thursday, 05 - 26

3060164 --> Thursday, 05 - 10

3060165 --> Thursday, 05 - 30

3060166 --> Thursday, 05 - 22

3060167 --> Thursday, 05 - 07

