Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0270000 through 0279999



0270000 --> Thursday, 05 - 18

0270001 --> Thursday, 05 - 10

0270002 --> Thursday, 05 - 30

0270003 --> Thursday, 05 - 15

0270004 --> Thursday, 05 - 06

0270005 --> Thursday, 05 - 26

0270006 --> Thursday, 05 - 11

0270007 --> Thursday, 05 - 31

0270008 --> Thursday, 05 - 22

0270009 --> Thursday, 05 - 07

0270010 --> Thursday, 05 - 27

0270011 --> Thursday, 05 - 19

0270012 --> Thursday, 05 - 03

0270013 --> Thursday, 05 - 23

0270014 --> Thursday, 05 - 15

0270015 --> Thursday, 04 - 30

0270016 --> Thursday, 05 - 19

0270017 --> Thursday, 05 - 11

0270018 --> Thursday, 05 - 31

0270019 --> Thursday, 05 - 16

0270020 --> Thursday, 05 - 07

0270021 --> Thursday, 05 - 27

0270022 --> Thursday, 05 - 19

0270023 --> Thursday, 05 - 04

0270024 --> Thursday, 05 - 23

0270025 --> Thursday, 05 - 15

0270026 --> Thursday, 05 - 28

0270027 --> Thursday, 05 - 20

0270028 --> Thursday, 05 - 11

0270029 --> Thursday, 05 - 31

0270030 --> Thursday, 05 - 16

0270031 --> Thursday, 05 - 08

0270032 --> Thursday, 05 - 27

0270033 --> Thursday, 05 - 12

0270034 --> Thursday, 05 - 04

0270035 --> Thursday, 05 - 24

0270036 --> Thursday, 05 - 08

0270037 --> Thursday, 05 - 28

0270038 --> Thursday, 05 - 20

0270039 --> Thursday, 05 - 05

0270040 --> Thursday, 05 - 24

0270041 --> Thursday, 05 - 16

0270042 --> Thursday, 05 - 08

0270043 --> Thursday, 05 - 21

0270044 --> Thursday, 05 - 12

0270045 --> Thursday, 06 - 01

0270046 --> Thursday, 05 - 24

0270047 --> Thursday, 05 - 09

0270048 --> Thursday, 05 - 28

0270049 --> Thursday, 05 - 20

0270050 --> Thursday, 05 - 05

0270051 --> Thursday, 05 - 25

0270052 --> Thursday, 05 - 16

0270053 --> Thursday, 05 - 01

0270054 --> Thursday, 05 - 21

0270055 --> Thursday, 05 - 13

0270056 --> Thursday, 06 - 01

0270057 --> Thursday, 05 - 17

0270058 --> Thursday, 05 - 09

0270059 --> Thursday, 05 - 29

0270060 --> Thursday, 05 - 13

0270061 --> Thursday, 05 - 05

0270062 --> Thursday, 05 - 25

0270063 --> Thursday, 05 - 10

0270064 --> Thursday, 05 - 29

0270065 --> Thursday, 05 - 21

0270066 --> Thursday, 05 - 06

0270067 --> Thursday, 05 - 26

0270068 --> Thursday, 05 - 17

0270069 --> Thursday, 05 - 09

0270070 --> Thursday, 05 - 22

0270071 --> Thursday, 05 - 14

0270072 --> Thursday, 05 - 05

0270073 --> Thursday, 05 - 25

0270074 --> Thursday, 05 - 10

0270075 --> Thursday, 05 - 30

0270076 --> Thursday, 05 - 21

0270077 --> Thursday, 05 - 06

0270078 --> Thursday, 05 - 26

0270079 --> Thursday, 05 - 18

0270080 --> Thursday, 05 - 02

0270081 --> Thursday, 05 - 22

0270082 --> Thursday, 05 - 14

0270083 --> Thursday, 06 - 03

0270084 --> Thursday, 05 - 18

0270085 --> Thursday, 05 - 10

0270086 --> Thursday, 05 - 30

0270087 --> Thursday, 05 - 15

0270088 --> Thursday, 05 - 06

0270089 --> Thursday, 05 - 26

0270090 --> Thursday, 05 - 11

0270091 --> Thursday, 05 - 03

0270092 --> Thursday, 05 - 22

0270093 --> Thursday, 05 - 14

0270094 --> Thursday, 05 - 27

0270095 --> Thursday, 05 - 19

0270096 --> Thursday, 05 - 10

0270097 --> Thursday, 05 - 30

0270098 --> Thursday, 05 - 15

0270099 --> Thursday, 05 - 07

0270100 --> Thursday, 05 - 27

0270101 --> Thursday, 05 - 12

0270102 --> Thursday, 05 - 04

0270103 --> Thursday, 05 - 24

0270104 --> Thursday, 05 - 08

0270105 --> Thursday, 05 - 28

0270106 --> Thursday, 05 - 20

0270107 --> Thursday, 05 - 05

0270108 --> Thursday, 05 - 24

0270109 --> Thursday, 05 - 16

0270110 --> Thursday, 05 - 01

0270111 --> Thursday, 05 - 21

0270112 --> Thursday, 05 - 12

0270113 --> Thursday, 06 - 01

0270114 --> Thursday, 05 - 17

0270115 --> Thursday, 05 - 09

0270116 --> Thursday, 05 - 28

0270117 --> Thursday, 05 - 20

0270118 --> Thursday, 05 - 05

0270119 --> Thursday, 05 - 25

0270120 --> Thursday, 05 - 16

0270121 --> Thursday, 05 - 01

0270122 --> Thursday, 05 - 21

0270123 --> Thursday, 05 - 13

0270124 --> Thursday, 06 - 01

0270125 --> Thursday, 05 - 17

