Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3180000 through 3189999



3180000 --> Thursday, 05 - 11

3180001 --> Thursday, 05 - 03

3180002 --> Thursday, 05 - 23

3180003 --> Thursday, 05 - 08

3180004 --> Thursday, 05 - 27

3180005 --> Thursday, 05 - 19

3180006 --> Thursday, 05 - 11

3180007 --> Thursday, 05 - 24

3180008 --> Thursday, 05 - 15

3180009 --> Thursday, 05 - 07

3180010 --> Thursday, 05 - 27

3180011 --> Thursday, 05 - 12

3180012 --> Thursday, 05 - 31

3180013 --> Thursday, 05 - 23

3180014 --> Thursday, 05 - 08

3180015 --> Thursday, 05 - 28

3180016 --> Thursday, 05 - 19

3180017 --> Thursday, 05 - 04

3180018 --> Thursday, 05 - 24

3180019 --> Thursday, 05 - 16

3180020 --> Thursday, 04 - 30

3180021 --> Thursday, 05 - 20

3180022 --> Thursday, 05 - 12

3180023 --> Thursday, 06 - 01

3180024 --> Thursday, 05 - 16

3180025 --> Thursday, 05 - 08

3180026 --> Thursday, 05 - 28

3180027 --> Thursday, 05 - 13

3180028 --> Thursday, 05 - 04

3180029 --> Thursday, 05 - 24

3180030 --> Thursday, 05 - 09

3180031 --> Thursday, 05 - 29

3180032 --> Thursday, 05 - 20

3180033 --> Thursday, 05 - 12

3180034 --> Thursday, 05 - 25

3180035 --> Thursday, 05 - 17

3180036 --> Thursday, 05 - 08

3180037 --> Thursday, 05 - 28

3180038 --> Thursday, 05 - 13

3180039 --> Thursday, 05 - 05

3180040 --> Thursday, 05 - 24

3180041 --> Thursday, 05 - 09

3180042 --> Thursday, 05 - 29

3180043 --> Thursday, 05 - 21

3180044 --> Thursday, 05 - 05

3180045 --> Thursday, 05 - 25

3180046 --> Thursday, 05 - 17

3180047 --> Thursday, 05 - 02

3180048 --> Thursday, 05 - 21

3180049 --> Thursday, 05 - 13

3180050 --> Thursday, 06 - 02

3180051 --> Thursday, 05 - 18

3180052 --> Thursday, 05 - 09

3180053 --> Thursday, 05 - 29

