Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3860000 through 3869999



3860000 --> Thursday, 05 - 18

3860001 --> Thursday, 05 - 10

3860002 --> Thursday, 05 - 23

3860003 --> Thursday, 05 - 15

3860004 --> Thursday, 05 - 06

3860005 --> Thursday, 05 - 26

3860006 --> Thursday, 05 - 11

3860007 --> Thursday, 05 - 31

3860008 --> Thursday, 05 - 22

3860009 --> Thursday, 05 - 07

3860010 --> Thursday, 05 - 27

3860011 --> Thursday, 05 - 19

3860012 --> Thursday, 05 - 03

3860013 --> Thursday, 05 - 23

3860014 --> Thursday, 05 - 15

3860015 --> Thursday, 04 - 30

3860016 --> Thursday, 05 - 19

3860017 --> Thursday, 05 - 11

3860018 --> Thursday, 05 - 31

3860019 --> Thursday, 05 - 16

3860020 --> Thursday, 05 - 07

3860021 --> Thursday, 05 - 27

3860022 --> Thursday, 05 - 12

3860023 --> Thursday, 05 - 04

3860024 --> Thursday, 05 - 23

3860025 --> Thursday, 05 - 15

3860026 --> Thursday, 05 - 28

3860027 --> Thursday, 05 - 20

3860028 --> Thursday, 05 - 11

3860029 --> Thursday, 05 - 31

3860030 --> Thursday, 05 - 16

3860031 --> Thursday, 05 - 08

3860032 --> Thursday, 05 - 27

3860033 --> Thursday, 05 - 12

3860034 --> Thursday, 05 - 04

3860035 --> Thursday, 05 - 24

3860036 --> Thursday, 05 - 08

3860037 --> Thursday, 05 - 28

3860038 --> Thursday, 05 - 20

3860039 --> Thursday, 05 - 05

3860040 --> Thursday, 05 - 24

3860041 --> Thursday, 05 - 16

3860042 --> Thursday, 05 - 01

3860043 --> Thursday, 05 - 21

3860044 --> Thursday, 05 - 12

3860045 --> Thursday, 06 - 01

3860046 --> Thursday, 05 - 17

3860047 --> Thursday, 05 - 09

3860048 --> Thursday, 05 - 28

3860049 --> Thursday, 05 - 20

3860050 --> Thursday, 05 - 05

3860051 --> Thursday, 05 - 25

3860052 --> Thursday, 05 - 16

3860053 --> Thursday, 05 - 01

3860054 --> Thursday, 05 - 21

3860055 --> Thursday, 05 - 13

3860056 --> Thursday, 06 - 01

3860057 --> Thursday, 05 - 17

3860058 --> Thursday, 05 - 09

3860059 --> Thursday, 05 - 29

3860060 --> Thursday, 05 - 13

3860061 --> Thursday, 05 - 05

3860062 --> Thursday, 05 - 25

3860063 --> Thursday, 05 - 10

3860064 --> Thursday, 05 - 29

3860065 --> Thursday, 05 - 21

3860066 --> Thursday, 05 - 06

3860067 --> Thursday, 05 - 26

3860068 --> Thursday, 05 - 17

3860069 --> Thursday, 05 - 09

3860070 --> Thursday, 05 - 22

3860071 --> Thursday, 05 - 14

3860072 --> Thursday, 05 - 05

3860073 --> Thursday, 05 - 25

3860074 --> Thursday, 05 - 10

3860075 --> Thursday, 05 - 30

3860076 --> Thursday, 05 - 21

3860077 --> Thursday, 05 - 06

3860078 --> Thursday, 05 - 26

3860079 --> Thursday, 05 - 18

3860080 --> Thursday, 05 - 02

3860081 --> Thursday, 05 - 22

3860082 --> Thursday, 05 - 14

3860083 --> Thursday, 06 - 03

3860084 --> Thursday, 05 - 18

3860085 --> Thursday, 05 - 10

3860086 --> Thursday, 05 - 30

3860087 --> Thursday, 05 - 15

3860088 --> Thursday, 05 - 06

3860089 --> Thursday, 05 - 26

3860090 --> Thursday, 05 - 11

3860091 --> Thursday, 05 - 03

3860092 --> Thursday, 05 - 22

3860093 --> Thursday, 05 - 14

3860094 --> Thursday, 05 - 27

3860095 --> Thursday, 05 - 19

3860096 --> Thursday, 05 - 10

3860097 --> Thursday, 05 - 23

3860098 --> Thursday, 05 - 15

3860099 --> Thursday, 05 - 07

3860100 --> Thursday, 05 - 27

3860101 --> Thursday, 05 - 12

3860102 --> Thursday, 06 - 01

3860103 --> Thursday, 05 - 24

3860104 --> Thursday, 05 - 08

3860105 --> Thursday, 05 - 28

3860106 --> Thursday, 05 - 20

3860107 --> Thursday, 05 - 05

3860108 --> Thursday, 05 - 24

3860109 --> Thursday, 05 - 16

3860110 --> Thursday, 05 - 01

3860111 --> Thursday, 05 - 21

3860112 --> Thursday, 05 - 12

3860113 --> Thursday, 06 - 01

3860114 --> Thursday, 05 - 17

3860115 --> Thursday, 05 - 09

3860116 --> Thursday, 05 - 28

3860117 --> Thursday, 05 - 13

3860118 --> Thursday, 05 - 05

3860119 --> Thursday, 05 - 25

3860120 --> Thursday, 05 - 16

3860121 --> Thursday, 05 - 29

3860122 --> Thursday, 05 - 21

3860123 --> Thursday, 05 - 13

3860124 --> Thursday, 06 - 01

3860125 --> Thursday, 05 - 17

3860126 --> Thursday, 05 - 09

3860127 --> Thursday, 05 - 29

3860128 --> Thursday, 05 - 13

3860129 --> Thursday, 05 - 05

3860130 --> Thursday, 05 - 25

3860131 --> Thursday, 05 - 10

3860132 --> Thursday, 05 - 29

3860133 --> Thursday, 05 - 21

3860134 --> Thursday, 05 - 06

3860135 --> Thursday, 05 - 26

3860136 --> Thursday, 05 - 17

3860137 --> Thursday, 05 - 02

3860138 --> Thursday, 05 - 22

3860139 --> Thursday, 05 - 14

3860140 --> Thursday, 06 - 02

3860141 --> Thursday, 05 - 18

