Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2250000 through 2259999



2250000 --> Thursday, 05 - 25

2250001 --> Thursday, 05 - 10

2250002 --> Thursday, 05 - 30

2250003 --> Thursday, 05 - 22

2250004 --> Thursday, 05 - 06

2250005 --> Thursday, 05 - 26

2250006 --> Thursday, 05 - 18

2250007 --> Thursday, 05 - 03

2250008 --> Thursday, 05 - 22

2250009 --> Thursday, 05 - 14

2250010 --> Thursday, 06 - 03

2250011 --> Thursday, 05 - 19

2250012 --> Thursday, 05 - 10

2250013 --> Thursday, 05 - 30

2250014 --> Thursday, 05 - 15

2250015 --> Thursday, 05 - 07

2250016 --> Thursday, 05 - 26

2250017 --> Thursday, 05 - 18

2250018 --> Thursday, 05 - 03

2250019 --> Thursday, 05 - 23

2250020 --> Thursday, 05 - 14

2250021 --> Thursday, 05 - 27

2250022 --> Thursday, 05 - 19

2250023 --> Thursday, 05 - 11

2250024 --> Thursday, 05 - 30

2250025 --> Thursday, 05 - 15

2250026 --> Thursday, 05 - 07

2250027 --> Thursday, 05 - 27

2250028 --> Thursday, 05 - 11

2250029 --> Thursday, 05 - 31

2250030 --> Thursday, 05 - 23

2250031 --> Thursday, 05 - 08

2250032 --> Thursday, 05 - 27

2250033 --> Thursday, 05 - 19

2250034 --> Thursday, 05 - 04

2250035 --> Thursday, 05 - 24

2250036 --> Thursday, 05 - 15

2250037 --> Thursday, 04 - 30

2250038 --> Thursday, 05 - 20

2250039 --> Thursday, 05 - 12

2250040 --> Thursday, 05 - 31

2250041 --> Thursday, 05 - 16

2250042 --> Thursday, 05 - 08

2250043 --> Thursday, 05 - 28

2250044 --> Thursday, 05 - 19

2250045 --> Thursday, 05 - 04

2250046 --> Thursday, 05 - 24

2250047 --> Thursday, 05 - 16

2250048 --> Thursday, 05 - 28

2250049 --> Thursday, 05 - 20

2250050 --> Thursday, 05 - 12

2250051 --> Thursday, 06 - 01

2250052 --> Thursday, 05 - 16

2250053 --> Thursday, 05 - 08

2250054 --> Thursday, 05 - 28

2250055 --> Thursday, 05 - 13

2250056 --> Thursday, 05 - 04

2250057 --> Thursday, 05 - 24

2250058 --> Thursday, 05 - 09

2250059 --> Thursday, 05 - 29

2250060 --> Thursday, 05 - 20

2250061 --> Thursday, 05 - 05

2250062 --> Thursday, 05 - 25

2250063 --> Thursday, 05 - 17

2250064 --> Thursday, 05 - 08

2250065 --> Thursday, 05 - 21

2250066 --> Thursday, 05 - 13

2250067 --> Thursday, 06 - 02

2250068 --> Thursday, 05 - 24
