Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1850000 through 1859999



1850000 --> Thursday, 05 - 25

1850001 --> Thursday, 05 - 17

1850002 --> Thursday, 05 - 02

1850003 --> Thursday, 05 - 22

1850004 --> Thursday, 05 - 13

1850005 --> Thursday, 06 - 02

1850006 --> Thursday, 05 - 18

1850007 --> Thursday, 05 - 10

1850008 --> Thursday, 05 - 29

1850009 --> Thursday, 05 - 14

1850010 --> Thursday, 05 - 06

1850011 --> Thursday, 05 - 26

1850012 --> Thursday, 05 - 10

1850013 --> Thursday, 05 - 30

1850014 --> Thursday, 05 - 22

1850015 --> Thursday, 05 - 07

1850016 --> Thursday, 05 - 26

1850017 --> Thursday, 05 - 18

1850018 --> Thursday, 05 - 03

1850019 --> Thursday, 05 - 23

1850020 --> Thursday, 05 - 14

1850021 --> Thursday, 05 - 06

1850022 --> Thursday, 05 - 19

1850023 --> Thursday, 05 - 11

1850024 --> Thursday, 05 - 30

1850025 --> Thursday, 05 - 22

1850026 --> Thursday, 05 - 07

1850027 --> Thursday, 05 - 27

1850028 --> Thursday, 05 - 18

1850029 --> Thursday, 05 - 03

1850030 --> Thursday, 05 - 23

1850031 --> Thursday, 05 - 15

1850032 --> Thursday, 06 - 03

1850033 --> Thursday, 05 - 19

1850034 --> Thursday, 05 - 11

1850035 --> Thursday, 05 - 31

1850036 --> Thursday, 05 - 15

1850037 --> Thursday, 05 - 07

1850038 --> Thursday, 05 - 27

1850039 --> Thursday, 05 - 12

1850040 --> Thursday, 05 - 03

1850041 --> Thursday, 05 - 23

1850042 --> Thursday, 05 - 08

1850043 --> Thursday, 05 - 28

1850044 --> Thursday, 05 - 19

1850045 --> Thursday, 05 - 11

1850046 --> Thursday, 05 - 24

1850047 --> Thursday, 05 - 16

1850048 --> Thursday, 05 - 07

1850049 --> Thursday, 05 - 20

1850050 --> Thursday, 05 - 12

1850051 --> Thursday, 06 - 01

1850052 --> Thursday, 05 - 23

1850053 --> Thursday, 05 - 08

1850054 --> Thursday, 05 - 28

1850055 --> Thursday, 05 - 20

1850056 --> Thursday, 05 - 04

1850057 --> Thursday, 05 - 24

1850058 --> Thursday, 05 - 16

1850059 --> Thursday, 05 - 01

1850060 --> Thursday, 05 - 20

1850061 --> Thursday, 05 - 12

1850062 --> Thursday, 06 - 01

1850063 --> Thursday, 05 - 17

1850064 --> Thursday, 05 - 08

1850065 --> Thursday, 05 - 28

1850066 --> Thursday, 05 - 13

1850067 --> Thursday, 05 - 05

1850068 --> Thursday, 05 - 24

1850069 --> Thursday, 05 - 09

1850070 --> Thursday, 05 - 29

1850071 --> Thursday, 05 - 21

1850072 --> Thursday, 05 - 12

1850073 --> Thursday, 05 - 25

1850074 --> Thursday, 05 - 17

1850075 --> Thursday, 05 - 09

1850076 --> Thursday, 05 - 28

1850077 --> Thursday, 05 - 13

1850078 --> Thursday, 05 - 05

1850079 --> Thursday, 05 - 25

1850080 --> Thursday, 05 - 09

1850081 --> Thursday, 05 - 29

1850082 --> Thursday, 05 - 21

1850083 --> Thursday, 05 - 06

1850084 --> Thursday, 05 - 25

1850085 --> Thursday, 05 - 17

1850086 --> Thursday, 05 - 02

1850087 --> Thursday, 05 - 22

1850088 --> Thursday, 05 - 13

1850089 --> Thursday, 06 - 02

1850090 --> Thursday, 05 - 18

1850091 --> Thursday, 05 - 10

1850092 --> Thursday, 05 - 29

1850093 --> Thursday, 05 - 14

1850094 --> Thursday, 05 - 06

1850095 --> Thursday, 05 - 26

1850096 --> Thursday, 05 - 17

1850097 --> Thursday, 05 - 02

1850098 --> Thursday, 05 - 22

1850099 --> Thursday, 05 - 14

1850100 --> Thursday, 05 - 27

1850101 --> Thursday, 05 - 19

1850102 --> Thursday, 05 - 11

1850103 --> Thursday, 05 - 31

1850104 --> Thursday, 05 - 15

1850105 --> Thursday, 05 - 07

1850106 --> Thursday, 05 - 27

1850107 --> Thursday, 05 - 12

1850108 --> Thursday, 05 - 31

1850109 --> Thursday, 05 - 23

1850110 --> Thursday, 05 - 08

1850111 --> Thursday, 05 - 28

1850112 --> Thursday, 05 - 19

1850113 --> Thursday, 05 - 04

1850114 --> Thursday, 05 - 24

1850115 --> Thursday, 05 - 16

1850116 --> Thursday, 05 - 07

1850117 --> Thursday, 05 - 20

1850118 --> Thursday, 05 - 12

1850119 --> Thursday, 06 - 01

1850120 --> Thursday, 05 - 23

1850121 --> Thursday, 05 - 08

1850122 --> Thursday, 05 - 28

1850123 --> Thursday, 05 - 20

1850124 --> Thursday, 05 - 04

1850125 --> Thursday, 05 - 24

1850126 --> Thursday, 05 - 16

1850127 --> Thursday, 05 - 29

1850128 --> Thursday, 05 - 20

1850129 --> Thursday, 05 - 12

1850130 --> Thursday, 06 - 01

1850131 --> Thursday, 05 - 17

1850132 --> Thursday, 05 - 08

1850133 --> Thursday, 05 - 28

1850134 --> Thursday, 05 - 13

1850135 --> Thursday, 05 - 05

1850136 --> Thursday, 05 - 24

1850137 --> Thursday, 05 - 09

1850138 --> Thursday, 05 - 29

1850139 --> Thursday, 05 - 21

1850140 --> Thursday, 05 - 12

