Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3760000 through 3769999



3760000 --> Thursday, 05 - 11

3760001 --> Thursday, 05 - 31

3760002 --> Thursday, 05 - 23

3760003 --> Thursday, 05 - 08

3760004 --> Thursday, 05 - 27

3760005 --> Thursday, 05 - 19

3760006 --> Thursday, 05 - 04

3760007 --> Thursday, 05 - 24

3760008 --> Thursday, 05 - 15

3760009 --> Thursday, 05 - 28

3760010 --> Thursday, 05 - 20

3760011 --> Thursday, 05 - 12

3760012 --> Thursday, 05 - 31

3760013 --> Thursday, 05 - 16

3760014 --> Thursday, 05 - 08

3760015 --> Thursday, 05 - 28

3760016 --> Thursday, 05 - 12

3760017 --> Thursday, 05 - 04

3760018 --> Thursday, 05 - 24

3760019 --> Thursday, 05 - 09

3760020 --> Thursday, 05 - 28

3760021 --> Thursday, 05 - 20

3760022 --> Thursday, 05 - 12

3760023 --> Thursday, 05 - 25

3760024 --> Thursday, 05 - 16

3760025 --> Thursday, 05 - 08

3760026 --> Thursday, 05 - 21

3760027 --> Thursday, 05 - 13

3760028 --> Thursday, 06 - 01

3760029 --> Thursday, 05 - 24

3760030 --> Thursday, 05 - 09

3760031 --> Thursday, 05 - 29

3760032 --> Thursday, 05 - 20

3760033 --> Thursday, 05 - 05

3760034 --> Thursday, 05 - 25

3760035 --> Thursday, 05 - 17

3760036 --> Thursday, 05 - 01

3760037 --> Thursday, 05 - 21

3760038 --> Thursday, 05 - 13

3760039 --> Thursday, 06 - 02

3760040 --> Thursday, 05 - 17

3760041 --> Thursday, 05 - 09

3760042 --> Thursday, 05 - 29

3760043 --> Thursday, 05 - 14

3760044 --> Thursday, 05 - 05

3760045 --> Thursday, 05 - 25

3760046 --> Thursday, 05 - 10

3760047 --> Thursday, 05 - 30

3760048 --> Thursday, 05 - 21

3760049 --> Thursday, 05 - 13

3760050 --> Thursday, 05 - 26

3760051 --> Thursday, 05 - 18

3760052 --> Thursday, 05 - 09

3760053 --> Thursday, 05 - 29

3760054 --> Thursday, 05 - 14

3760055 --> Thursday, 05 - 06

3760056 --> Thursday, 05 - 25

3760057 --> Thursday, 05 - 10

3760058 --> Thursday, 05 - 30

3760059 --> Thursday, 05 - 22

3760060 --> Thursday, 05 - 06

3760061 --> Thursday, 05 - 26

3760062 --> Thursday, 05 - 18

3760063 --> Thursday, 05 - 03

3760064 --> Thursday, 05 - 22

3760065 --> Thursday, 05 - 14

3760066 --> Thursday, 06 - 03

3760067 --> Thursday, 05 - 19

3760068 --> Thursday, 05 - 10

3760069 --> Thursday, 05 - 30

3760070 --> Thursday, 05 - 15

3760071 --> Thursday, 05 - 07

3760072 --> Thursday, 05 - 26

3760073 --> Thursday, 05 - 18

3760074 --> Thursday, 05 - 03

3760075 --> Thursday, 05 - 23

3760076 --> Thursday, 05 - 14

3760077 --> Thursday, 05 - 27

3760078 --> Thursday, 05 - 19

3760079 --> Thursday, 05 - 11

3760080 --> Thursday, 05 - 30

3760081 --> Thursday, 05 - 15

3760082 --> Thursday, 05 - 07

3760083 --> Thursday, 05 - 27

3760084 --> Thursday, 05 - 11

3760085 --> Thursday, 05 - 31

3760086 --> Thursday, 05 - 23

3760087 --> Thursday, 05 - 08

3760088 --> Thursday, 05 - 27

3760089 --> Thursday, 05 - 19

3760090 --> Thursday, 05 - 04

3760091 --> Thursday, 05 - 24

3760092 --> Thursday, 05 - 15

3760093 --> Thursday, 05 - 07

3760094 --> Thursday, 05 - 20

3760095 --> Thursday, 05 - 12

3760096 --> Thursday, 05 - 31

3760097 --> Thursday, 05 - 23

3760098 --> Thursday, 05 - 08

3760099 --> Thursday, 05 - 28

3760100 --> Thursday, 05 - 20

3760101 --> Thursday, 05 - 05

3760102 --> Thursday, 05 - 25

3760103 --> Thursday, 05 - 17

3760104 --> Thursday, 05 - 01

3760105 --> Thursday, 05 - 21

3760106 --> Thursday, 05 - 13

3760107 --> Thursday, 06 - 02

3760108 --> Thursday, 05 - 17

3760109 --> Thursday, 05 - 09

3760110 --> Thursday, 05 - 29

3760111 --> Thursday, 05 - 14

3760112 --> Thursday, 05 - 05

