Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1720000 through 1729999



1720000 --> Thursday, 05 - 25

1720001 --> Thursday, 05 - 17

1720002 --> Thursday, 05 - 09

1720003 --> Thursday, 05 - 22

1720004 --> Thursday, 05 - 13

1720005 --> Thursday, 05 - 05

1720006 --> Thursday, 05 - 25

1720007 --> Thursday, 05 - 10

1720008 --> Thursday, 05 - 29

1720009 --> Thursday, 05 - 21

1720010 --> Thursday, 05 - 06

1720011 --> Thursday, 05 - 26

1720012 --> Thursday, 05 - 17

1720013 --> Thursday, 05 - 02

1720014 --> Thursday, 05 - 22

1720015 --> Thursday, 05 - 14

1720016 --> Thursday, 06 - 02

1720017 --> Thursday, 05 - 18

1720018 --> Thursday, 05 - 10

1720019 --> Thursday, 05 - 30

1720020 --> Thursday, 05 - 14

1720021 --> Thursday, 05 - 06

1720022 --> Thursday, 05 - 26

1720023 --> Thursday, 05 - 11

1720024 --> Thursday, 05 - 02

1720025 --> Thursday, 05 - 22

1720026 --> Thursday, 05 - 14

1720027 --> Thursday, 05 - 27

1720028 --> Thursday, 05 - 18

1720029 --> Thursday, 05 - 10

1720030 --> Thursday, 05 - 30

1720031 --> Thursday, 05 - 15

1720032 --> Thursday, 05 - 06

1720033 --> Thursday, 05 - 26

1720034 --> Thursday, 05 - 11

1720035 --> Thursday, 05 - 31

1720036 --> Thursday, 05 - 22

1720037 --> Thursday, 05 - 07

1720038 --> Thursday, 05 - 27

1720039 --> Thursday, 05 - 19

1720040 --> Thursday, 05 - 03

1720041 --> Thursday, 05 - 23

1720042 --> Thursday, 05 - 15

1720043 --> Thursday, 04 - 30

1720044 --> Thursday, 05 - 19

1720045 --> Thursday, 05 - 11

1720046 --> Thursday, 05 - 31

1720047 --> Thursday, 05 - 16

1720048 --> Thursday, 05 - 07

1720049 --> Thursday, 05 - 27

1720050 --> Thursday, 05 - 19

1720051 --> Thursday, 05 - 04

1720052 --> Thursday, 05 - 23

1720053 --> Thursday, 05 - 15

1720054 --> Thursday, 05 - 28

1720055 --> Thursday, 05 - 20

1720056 --> Thursday, 05 - 11

1720057 --> Thursday, 05 - 31

1720058 --> Thursday, 05 - 16

1720059 --> Thursday, 05 - 08

1720060 --> Thursday, 05 - 27

1720061 --> Thursday, 05 - 12

1720062 --> Thursday, 05 - 04

1720063 --> Thursday, 05 - 24

1720064 --> Thursday, 05 - 08

1720065 --> Thursday, 05 - 28

1720066 --> Thursday, 05 - 20

1720067 --> Thursday, 05 - 05

1720068 --> Thursday, 05 - 24

1720069 --> Thursday, 05 - 16

1720070 --> Thursday, 05 - 01

1720071 --> Thursday, 05 - 21

1720072 --> Thursday, 05 - 12

1720073 --> Thursday, 06 - 01

1720074 --> Thursday, 05 - 17

1720075 --> Thursday, 05 - 09

1720076 --> Thursday, 05 - 28

1720077 --> Thursday, 05 - 20

1720078 --> Thursday, 05 - 05

1720079 --> Thursday, 05 - 25

1720080 --> Thursday, 05 - 16

1720081 --> Thursday, 05 - 01

1720082 --> Thursday, 05 - 21

1720083 --> Thursday, 05 - 13

1720084 --> Thursday, 06 - 01

1720085 --> Thursday, 05 - 17

1720086 --> Thursday, 05 - 09

1720087 --> Thursday, 05 - 29

1720088 --> Thursday, 05 - 13

1720089 --> Thursday, 05 - 05

1720090 --> Thursday, 05 - 25

1720091 --> Thursday, 05 - 10

1720092 --> Thursday, 05 - 29

1720093 --> Thursday, 05 - 21

1720094 --> Thursday, 05 - 06

1720095 --> Thursday, 05 - 26

1720096 --> Thursday, 05 - 17

1720097 --> Thursday, 05 - 09

1720098 --> Thursday, 05 - 22

1720099 --> Thursday, 05 - 14

1720100 --> Thursday, 05 - 06

1720101 --> Thursday, 05 - 26

1720102 --> Thursday, 05 - 11

1720103 --> Thursday, 05 - 31

1720104 --> Thursday, 05 - 22

1720105 --> Thursday, 05 - 07

1720106 --> Thursday, 05 - 27

1720107 --> Thursday, 05 - 19

1720108 --> Thursday, 05 - 03

1720109 --> Thursday, 05 - 23

1720110 --> Thursday, 05 - 15

1720111 --> Thursday, 05 - 28

1720112 --> Thursday, 05 - 19

1720113 --> Thursday, 05 - 11

1720114 --> Thursday, 05 - 31

1720115 --> Thursday, 05 - 16

1720116 --> Thursday, 05 - 07

