Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1390000 through 1399999



1390000 --> Thursday, 05 - 18

1390001 --> Thursday, 05 - 10

1390002 --> Thursday, 05 - 23

1390003 --> Thursday, 05 - 15

1390004 --> Thursday, 05 - 06

1390005 --> Thursday, 05 - 19

1390006 --> Thursday, 05 - 11

1390007 --> Thursday, 05 - 31

1390008 --> Thursday, 05 - 22

1390009 --> Thursday, 05 - 07

1390010 --> Thursday, 05 - 27

1390011 --> Thursday, 05 - 19

1390012 --> Thursday, 05 - 03

1390013 --> Thursday, 05 - 23

1390014 --> Thursday, 05 - 15

1390015 --> Thursday, 05 - 28

1390016 --> Thursday, 05 - 19

1390017 --> Thursday, 05 - 11

1390018 --> Thursday, 05 - 31

1390019 --> Thursday, 05 - 16

1390020 --> Thursday, 05 - 07

1390021 --> Thursday, 05 - 27

1390022 --> Thursday, 05 - 12

1390023 --> Thursday, 05 - 04

1390024 --> Thursday, 05 - 23

1390025 --> Thursday, 05 - 08

1390026 --> Thursday, 05 - 28

1390027 --> Thursday, 05 - 20

1390028 --> Thursday, 05 - 11

1390029 --> Thursday, 05 - 24

1390030 --> Thursday, 05 - 16

1390031 --> Thursday, 05 - 08

1390032 --> Thursday, 05 - 27

1390033 --> Thursday, 05 - 12

1390034 --> Thursday, 06 - 01

1390035 --> Thursday, 05 - 24

1390036 --> Thursday, 05 - 08

1390037 --> Thursday, 05 - 28

1390038 --> Thursday, 05 - 20

1390039 --> Thursday, 05 - 05

1390040 --> Thursday, 05 - 24

1390041 --> Thursday, 05 - 16

1390042 --> Thursday, 05 - 01

1390043 --> Thursday, 05 - 21

1390044 --> Thursday, 05 - 12

1390045 --> Thursday, 06 - 01

1390046 --> Thursday, 05 - 17

1390047 --> Thursday, 05 - 09

1390048 --> Thursday, 05 - 28

1390049 --> Thursday, 05 - 13

1390050 --> Thursday, 05 - 05

1390051 --> Thursday, 05 - 25

1390052 --> Thursday, 05 - 16

1390053 --> Thursday, 05 - 29

1390054 --> Thursday, 05 - 21

1390055 --> Thursday, 05 - 13

1390056 --> Thursday, 06 - 01

1390057 --> Thursday, 05 - 17

1390058 --> Thursday, 05 - 09

1390059 --> Thursday, 05 - 22

1390060 --> Thursday, 05 - 13

1390061 --> Thursday, 05 - 05

1390062 --> Thursday, 05 - 25

1390063 --> Thursday, 05 - 10

1390064 --> Thursday, 05 - 29

1390065 --> Thursday, 05 - 21

1390066 --> Thursday, 05 - 06

1390067 --> Thursday, 05 - 26

1390068 --> Thursday, 05 - 17

1390069 --> Thursday, 05 - 02

1390070 --> Thursday, 05 - 22

1390071 --> Thursday, 05 - 14

1390072 --> Thursday, 06 - 02

1390073 --> Thursday, 05 - 18

1390074 --> Thursday, 05 - 10

1390075 --> Thursday, 05 - 30

1390076 --> Thursday, 05 - 21

1390077 --> Thursday, 05 - 06

1390078 --> Thursday, 05 - 26

1390079 --> Thursday, 05 - 11

1390080 --> Thursday, 05 - 02

1390081 --> Thursday, 05 - 22

1390082 --> Thursday, 05 - 14

1390083 --> Thursday, 05 - 27

1390084 --> Thursday, 05 - 18

1390085 --> Thursday, 05 - 10

1390086 --> Thursday, 05 - 30

1390087 --> Thursday, 05 - 15

1390088 --> Thursday, 05 - 06

1390089 --> Thursday, 05 - 26

1390090 --> Thursday, 05 - 11

1390091 --> Thursday, 05 - 31

1390092 --> Thursday, 05 - 22

1390093 --> Thursday, 05 - 07

1390094 --> Thursday, 05 - 27

1390095 --> Thursday, 05 - 19

1390096 --> Thursday, 05 - 10

1390097 --> Thursday, 05 - 23

1390098 --> Thursday, 05 - 15

1390099 --> Thursday, 04 - 30

1390100 --> Thursday, 05 - 20

1390101 --> Thursday, 05 - 12

1390102 --> Thursday, 06 - 01

1390103 --> Thursday, 05 - 17

1390104 --> Thursday, 05 - 08

1390105 --> Thursday, 05 - 28

1390106 --> Thursday, 05 - 20

1390107 --> Thursday, 05 - 05

1390108 --> Thursday, 05 - 24

1390109 --> Thursday, 05 - 16

1390110 --> Thursday, 05 - 01

1390111 --> Thursday, 05 - 21

1390112 --> Thursday, 05 - 12

1390113 --> Thursday, 06 - 01

1390114 --> Thursday, 05 - 17

1390115 --> Thursday, 05 - 09

1390116 --> Thursday, 05 - 28

1390117 --> Thursday, 05 - 13

1390118 --> Thursday, 05 - 05

1390119 --> Thursday, 05 - 25

1390120 --> Thursday, 05 - 09

1390121 --> Thursday, 05 - 29

1390122 --> Thursday, 05 - 21

1390123 --> Thursday, 05 - 06

1390124 --> Thursday, 05 - 25

1390125 --> Thursday, 05 - 17

1390126 --> Thursday, 05 - 09

1390127 --> Thursday, 05 - 22

1390128 --> Thursday, 05 - 13

1390129 --> Thursday, 05 - 05

1390130 --> Thursday, 05 - 25

1390131 --> Thursday, 05 - 10

1390132 --> Thursday, 05 - 29

1390133 --> Thursday, 05 - 21

1390134 --> Thursday, 05 - 06

1390135 --> Thursday, 05 - 26

1390136 --> Thursday, 05 - 17

1390137 --> Thursday, 05 - 02

1390138 --> Thursday, 05 - 22

1390139 --> Thursday, 05 - 14

1390140 --> Thursday, 06 - 02

1390141 --> Thursday, 05 - 18

1390142 --> Thursday, 05 - 10

1390143 --> Thursday, 05 - 30

1390144 --> Thursday, 05 - 14

1390145 --> Thursday, 05 - 06

1390146 --> Thursday, 05 - 26

1390147 --> Thursday, 05 - 11

1390148 --> Thursday, 05 - 02

1390149 --> Thursday, 05 - 22

1390150 --> Thursday, 05 - 14

1390151 --> Thursday, 05 - 27

1390152 --> Thursday, 05 - 18

1390153 --> Thursday, 05 - 10

1390154 --> Thursday, 05 - 23

1390155 --> Thursday, 05 - 15

1390156 --> Thursday, 05 - 06

1390157 --> Thursday, 05 - 26

1390158 --> Thursday, 05 - 11

1390159 --> Thursday, 05 - 31

1390160 --> Thursday, 05 - 22

1390161 --> Thursday, 05 - 07

1390162 --> Thursday, 05 - 27

1390163 --> Thursday, 05 - 19

1390164 --> Thursday, 05 - 03

1390165 --> Thursday, 05 - 23

1390166 --> Thursday, 05 - 15

1390167 --> Thursday, 04 - 30

1390168 --> Thursday, 05 - 19

1390169 --> Thursday, 05 - 11

1390170 --> Thursday, 05 - 31

1390171 --> Thursday, 05 - 16

1390172 --> Thursday, 05 - 07

1390173 --> Thursday, 05 - 27

1390174 --> Thursday, 05 - 12

1390175 --> Thursday, 05 - 04

1390176 --> Thursday, 05 - 23

1390177 --> Thursday, 05 - 15

1390178 --> Thursday, 05 - 28

1390179 --> Thursday, 05 - 20

1390180 --> Thursday, 05 - 11

1390181 --> Thursday, 05 - 31

1390182 --> Thursday, 05 - 16

1390183 --> Thursday, 05 - 08

1390184 --> Thursday, 05 - 27

1390185 --> Thursday, 05 - 12

1390186 --> Thursday, 05 - 04

1390187 --> Thursday, 05 - 24

1390188 --> Thursday, 05 - 08

1390189 --> Thursday, 05 - 28

1390190 --> Thursday, 05 - 20

1390191 --> Thursday, 05 - 05

1390192 --> Thursday, 05 - 24

1390193 --> Thursday, 05 - 16

1390194 --> Thursday, 05 - 01

1390195 --> Thursday, 05 - 21

1390196 --> Thursday, 05 - 12

1390197 --> Thursday, 06 - 01

1390198 --> Thursday, 05 - 17

1390199 --> Thursday, 05 - 09

1390200 --> Thursday, 05 - 29

1390201 --> Thursday, 05 - 14

1390202 --> Thursday, 05 - 06

1390203 --> Thursday, 05 - 26

1390204 --> Thursday, 05 - 17

1390205 --> Thursday, 05 - 02

1390206 --> Thursday, 05 - 22

1390207 --> Thursday, 05 - 14

1390208 --> Thursday, 06 - 02

1390209 --> Thursday, 05 - 18

1390210 --> Thursday, 05 - 10

1390211 --> Thursday, 05 - 23

1390212 --> Thursday, 05 - 14

1390213 --> Thursday, 05 - 06

1390214 --> Thursday, 05 - 26

1390215 --> Thursday, 05 - 11

