Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4760000 through 4769999



4760000 --> Thursday, 05 - 18

4760001 --> Thursday, 05 - 10

4760002 --> Thursday, 05 - 30

4760003 --> Thursday, 05 - 15

4760004 --> Thursday, 05 - 06

4760005 --> Thursday, 05 - 26

4760006 --> Thursday, 05 - 11

4760007 --> Thursday, 05 - 03

4760008 --> Thursday, 05 - 22

4760009 --> Thursday, 05 - 14

4760010 --> Thursday, 05 - 27

4760011 --> Thursday, 05 - 19

4760012 --> Thursday, 05 - 10

4760013 --> Thursday, 05 - 23

4760014 --> Thursday, 05 - 15

4760015 --> Thursday, 05 - 07

4760016 --> Thursday, 05 - 26

4760017 --> Thursday, 05 - 11

4760018 --> Thursday, 05 - 31

4760019 --> Thursday, 05 - 23

4760020 --> Thursday, 05 - 07

4760021 --> Thursday, 05 - 27

4760022 --> Thursday, 05 - 19

4760023 --> Thursday, 05 - 04

4760024 --> Thursday, 05 - 23

4760025 --> Thursday, 05 - 15

4760026 --> Thursday, 04 - 30

4760027 --> Thursday, 05 - 20

4760028 --> Thursday, 05 - 11

4760029 --> Thursday, 05 - 31

4760030 --> Thursday, 05 - 16

4760031 --> Thursday, 05 - 08

4760032 --> Thursday, 05 - 27

4760033 --> Thursday, 05 - 12

4760034 --> Thursday, 05 - 04

4760035 --> Thursday, 05 - 24

4760036 --> Thursday, 05 - 15

4760037 --> Thursday, 05 - 28

4760038 --> Thursday, 05 - 20

4760039 --> Thursday, 05 - 12

4760040 --> Thursday, 05 - 31

4760041 --> Thursday, 05 - 16

4760042 --> Thursday, 05 - 08

4760043 --> Thursday, 05 - 28

4760044 --> Thursday, 05 - 12

4760045 --> Thursday, 05 - 04

4760046 --> Thursday, 05 - 24

4760047 --> Thursday, 05 - 09

4760048 --> Thursday, 05 - 28

4760049 --> Thursday, 05 - 20

4760050 --> Thursday, 05 - 05

4760051 --> Thursday, 05 - 25

4760052 --> Thursday, 05 - 16

4760053 --> Thursday, 05 - 01

4760054 --> Thursday, 05 - 21

4760055 --> Thursday, 05 - 13

4760056 --> Thursday, 06 - 01

4760057 --> Thursday, 05 - 17

4760058 --> Thursday, 05 - 09

4760059 --> Thursday, 05 - 29

4760060 --> Thursday, 05 - 20

4760061 --> Thursday, 05 - 05

4760062 --> Thursday, 05 - 25

4760063 --> Thursday, 05 - 17

4760064 --> Thursday, 05 - 01

4760065 --> Thursday, 05 - 21

4760066 --> Thursday, 05 - 13

4760067 --> Thursday, 06 - 02

4760068 --> Thursday, 05 - 17

4760069 --> Thursday, 05 - 09

4760070 --> Thursday, 05 - 29

4760071 --> Thursday, 05 - 14

4760072 --> Thursday, 05 - 05

4760073 --> Thursday, 05 - 25

4760074 --> Thursday, 05 - 10

4760075 --> Thursday, 05 - 30

4760076 --> Thursday, 05 - 21

4760077 --> Thursday, 05 - 06

4760078 --> Thursday, 05 - 26

4760079 --> Thursday, 05 - 18

4760080 --> Thursday, 05 - 09

4760081 --> Thursday, 05 - 22

4760082 --> Thursday, 05 - 14

4760083 --> Thursday, 05 - 06

4760084 --> Thursday, 05 - 25

4760085 --> Thursday, 05 - 10

4760086 --> Thursday, 05 - 30

4760087 --> Thursday, 05 - 22

4760088 --> Thursday, 05 - 06

4760089 --> Thursday, 05 - 26

4760090 --> Thursday, 05 - 18

4760091 --> Thursday, 05 - 03

4760092 --> Thursday, 05 - 22

4760093 --> Thursday, 05 - 14

4760094 --> Thursday, 06 - 03

4760095 --> Thursday, 05 - 19

4760096 --> Thursday, 05 - 10

4760097 --> Thursday, 05 - 30

4760098 --> Thursday, 05 - 15

4760099 --> Thursday, 05 - 07

4760100 --> Thursday, 05 - 27

4760101 --> Thursday, 05 - 12

4760102 --> Thursday, 05 - 04

4760103 --> Thursday, 05 - 24

4760104 --> Thursday, 05 - 15

4760105 --> Thursday, 05 - 28

4760106 --> Thursday, 05 - 20

4760107 --> Thursday, 05 - 12

4760108 --> Thursday, 05 - 24

4760109 --> Thursday, 05 - 16

4760110 --> Thursday, 05 - 08

4760111 --> Thursday, 05 - 21

4760112 --> Thursday, 05 - 12

4760113 --> Thursday, 06 - 01

4760114 --> Thursday, 05 - 24

4760115 --> Thursday, 05 - 09

4760116 --> Thursday, 05 - 28

4760117 --> Thursday, 05 - 20

4760118 --> Thursday, 05 - 05

4760119 --> Thursday, 05 - 25

4760120 --> Thursday, 05 - 16

4760121 --> Thursday, 05 - 01

4760122 --> Thursday, 05 - 21

4760123 --> Thursday, 05 - 13

4760124 --> Thursday, 06 - 01

4760125 --> Thursday, 05 - 17

4760126 --> Thursday, 05 - 09

4760127 --> Thursday, 05 - 29

4760128 --> Thursday, 05 - 13

4760129 --> Thursday, 05 - 05

4760130 --> Thursday, 05 - 25

4760131 --> Thursday, 05 - 10

4760132 --> Thursday, 05 - 29

4760133 --> Thursday, 05 - 21

4760134 --> Thursday, 05 - 13

4760135 --> Thursday, 05 - 26

4760136 --> Thursday, 05 - 17

4760137 --> Thursday, 05 - 09

4760138 --> Thursday, 05 - 29

4760139 --> Thursday, 05 - 14

4760140 --> Thursday, 05 - 05

4760141 --> Thursday, 05 - 25

4760142 --> Thursday, 05 - 10

4760143 --> Thursday, 05 - 30

4760144 --> Thursday, 05 - 21

4760145 --> Thursday, 05 - 06

4760146 --> Thursday, 05 - 26

4760147 --> Thursday, 05 - 18

4760148 --> Thursday, 05 - 02

4760149 --> Thursday, 05 - 22

4760150 --> Thursday, 05 - 14

4760151 --> Thursday, 06 - 03

4760152 --> Thursday, 05 - 18

4760153 --> Thursday, 05 - 10

4760154 --> Thursday, 05 - 30

4760155 --> Thursday, 05 - 15

4760156 --> Thursday, 05 - 06

4760157 --> Thursday, 05 - 26

4760158 --> Thursday, 05 - 18

4760159 --> Thursday, 05 - 03

4760160 --> Thursday, 05 - 22

4760161 --> Thursday, 05 - 14

4760162 --> Thursday, 05 - 27

4760163 --> Thursday, 05 - 19

4760164 --> Thursday, 05 - 10

4760165 --> Thursday, 05 - 30

4760166 --> Thursday, 05 - 15

4760167 --> Thursday, 05 - 07

4760168 --> Thursday, 05 - 26

4760169 --> Thursday, 05 - 11

4760170 --> Thursday, 05 - 31

4760171 --> Thursday, 05 - 23

4760172 --> Thursday, 05 - 07

4760173 --> Thursday, 05 - 27

4760174 --> Thursday, 05 - 19

4760175 --> Thursday, 05 - 04

4760176 --> Thursday, 05 - 23

4760177 --> Thursday, 05 - 15

4760178 --> Thursday, 05 - 07

4760179 --> Thursday, 05 - 20

4760180 --> Thursday, 05 - 11

4760181 --> Thursday, 05 - 31

4760182 --> Thursday, 05 - 23

4760183 --> Thursday, 05 - 08

4760184 --> Thursday, 05 - 27

4760185 --> Thursday, 05 - 19

4760186 --> Thursday, 05 - 04

4760187 --> Thursday, 05 - 24

4760188 --> Thursday, 05 - 15

4760189 --> Thursday, 05 - 28

4760190 --> Thursday, 05 - 20

4760191 --> Thursday, 05 - 12

4760192 --> Thursday, 05 - 31

4760193 --> Thursday, 05 - 16

4760194 --> Thursday, 05 - 08

4760195 --> Thursday, 05 - 28

4760196 --> Thursday, 05 - 12

4760197 --> Thursday, 05 - 04

4760198 --> Thursday, 05 - 24

4760199 --> Thursday, 05 - 09

4760200 --> Thursday, 05 - 29

4760201 --> Thursday, 05 - 21

4760202 --> Thursday, 05 - 06

4760203 --> Thursday, 05 - 26

4760204 --> Thursday, 05 - 17

4760205 --> Thursday, 05 - 02

4760206 --> Thursday, 05 - 22

4760207 --> Thursday, 05 - 14

4760208 --> Thursday, 06 - 02

4760209 --> Thursday, 05 - 18

4760210 --> Thursday, 05 - 10

4760211 --> Thursday, 05 - 30

4760212 --> Thursday, 05 - 21

4760213 --> Thursday, 05 - 06

4760214 --> Thursday, 05 - 26

4760215 --> Thursday, 05 - 18

4760216 --> Thursday, 05 - 02

4760217 --> Thursday, 05 - 22

4760218 --> Thursday, 05 - 14

4760219 --> Thursday, 05 - 27

4760220 --> Thursday, 05 - 18

4760221 --> Thursday, 05 - 10

4760222 --> Thursday, 05 - 30

4760223 --> Thursday, 05 - 15

4760224 --> Thursday, 05 - 06

4760225 --> Thursday, 05 - 26

4760226 --> Thursday, 05 - 11

4760227 --> Thursday, 05 - 31

4760228 --> Thursday, 05 - 22

4760229 --> Thursday, 05 - 07

4760230 --> Thursday, 05 - 27

4760231 --> Thursday, 05 - 19

4760232 --> Thursday, 05 - 10

4760233 --> Thursday, 05 - 23

4760234 --> Thursday, 05 - 15

4760235 --> Thursday, 05 - 07

4760236 --> Thursday, 05 - 26

4760237 --> Thursday, 05 - 11

4760238 --> Thursday, 05 - 31

4760239 --> Thursday, 05 - 23

4760240 --> Thursday, 05 - 07

4760241 --> Thursday, 05 - 27

4760242 --> Thursday, 05 - 19

4760243 --> Thursday, 05 - 04

4760244 --> Thursday, 05 - 23

4760245 --> Thursday, 05 - 15

4760246 --> Thursday, 05 - 28

4760247 --> Thursday, 05 - 20

4760248 --> Thursday, 05 - 11

4760249 --> Thursday, 05 - 31

4760250 --> Thursday, 05 - 16

4760251 --> Thursday, 05 - 08

4760252 --> Thursday, 05 - 27

4760253 --> Thursday, 05 - 12

4760254 --> Thursday, 05 - 04

4760255 --> Thursday, 05 - 24

4760256 --> Thursday, 05 - 15

4760257 --> Thursday, 05 - 28

4760258 --> Thursday, 05 - 20

4760259 --> Thursday, 05 - 12

4760260 --> Thursday, 05 - 24

4760261 --> Thursday, 05 - 16

4760262 --> Thursday, 05 - 08

4760263 --> Thursday, 05 - 21

4760264 --> Thursday, 05 - 12

4760265 --> Thursday, 06 - 01

4760266 --> Thursday, 05 - 24

4760267 --> Thursday, 05 - 09

4760268 --> Thursday, 05 - 28

4760269 --> Thursday, 05 - 20

4760270 --> Thursday, 05 - 05

4760271 --> Thursday, 05 - 25

4760272 --> Thursday, 05 - 16

4760273 --> Thursday, 05 - 01

4760274 --> Thursday, 05 - 21

4760275 --> Thursday, 05 - 13

4760276 --> Thursday, 06 - 01

4760277 --> Thursday, 05 - 17

