Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5250000 through 5259999



5250000 --> Thursday, 05 - 18

5250001 --> Thursday, 05 - 10

5250002 --> Thursday, 05 - 23

5250003 --> Thursday, 05 - 15

5250004 --> Thursday, 05 - 06

5250005 --> Thursday, 05 - 19

5250006 --> Thursday, 05 - 11

5250007 --> Thursday, 05 - 31

5250008 --> Thursday, 05 - 22

5250009 --> Thursday, 05 - 07

5250010 --> Thursday, 05 - 27

5250011 --> Thursday, 05 - 19

5250012 --> Thursday, 05 - 03

5250013 --> Thursday, 05 - 23

5250014 --> Thursday, 05 - 15

5250015 --> Thursday, 05 - 28

5250016 --> Thursday, 05 - 19

5250017 --> Thursday, 05 - 11

5250018 --> Thursday, 05 - 31

5250019 --> Thursday, 05 - 16

5250020 --> Thursday, 05 - 07

5250021 --> Thursday, 05 - 27

5250022 --> Thursday, 05 - 12

5250023 --> Thursday, 05 - 04

5250024 --> Thursday, 05 - 23

5250025 --> Thursday, 05 - 08

5250026 --> Thursday, 05 - 28

5250027 --> Thursday, 05 - 20

5250028 --> Thursday, 05 - 11

5250029 --> Thursday, 05 - 24

5250030 --> Thursday, 05 - 16

5250031 --> Thursday, 05 - 08

5250032 --> Thursday, 05 - 27

5250033 --> Thursday, 05 - 12

5250034 --> Thursday, 06 - 01

5250035 --> Thursday, 05 - 24

5250036 --> Thursday, 05 - 08

5250037 --> Thursday, 05 - 28

5250038 --> Thursday, 05 - 20

5250039 --> Thursday, 05 - 05

5250040 --> Thursday, 05 - 24

5250041 --> Thursday, 05 - 16

5250042 --> Thursday, 05 - 01

5250043 --> Thursday, 05 - 21

5250044 --> Thursday, 05 - 12

5250045 --> Thursday, 06 - 01

5250046 --> Thursday, 05 - 17

5250047 --> Thursday, 05 - 09

5250048 --> Thursday, 05 - 28

5250049 --> Thursday, 05 - 13

5250050 --> Thursday, 05 - 05

5250051 --> Thursday, 05 - 25

5250052 --> Thursday, 05 - 16

5250053 --> Thursday, 05 - 29

5250054 --> Thursday, 05 - 21

5250055 --> Thursday, 05 - 13

5250056 --> Thursday, 06 - 01

5250057 --> Thursday, 05 - 17

5250058 --> Thursday, 05 - 09

5250059 --> Thursday, 05 - 29

5250060 --> Thursday, 05 - 13

5250061 --> Thursday, 05 - 05

5250062 --> Thursday, 05 - 25

5250063 --> Thursday, 05 - 10

5250064 --> Thursday, 05 - 29

5250065 --> Thursday, 05 - 21

5250066 --> Thursday, 05 - 06

5250067 --> Thursday, 05 - 26

5250068 --> Thursday, 05 - 17

5250069 --> Thursday, 05 - 02

5250070 --> Thursday, 05 - 22

5250071 --> Thursday, 05 - 14

5250072 --> Thursday, 06 - 02

5250073 --> Thursday, 05 - 18

5250074 --> Thursday, 05 - 10

5250075 --> Thursday, 05 - 30

5250076 --> Thursday, 05 - 21

5250077 --> Thursday, 05 - 06

5250078 --> Thursday, 05 - 26

5250079 --> Thursday, 05 - 18

5250080 --> Thursday, 05 - 02

5250081 --> Thursday, 05 - 22

5250082 --> Thursday, 05 - 14

5250083 --> Thursday, 05 - 27

5250084 --> Thursday, 05 - 18

5250085 --> Thursday, 05 - 10

5250086 --> Thursday, 05 - 30

5250087 --> Thursday, 05 - 15

5250088 --> Thursday, 05 - 06

5250089 --> Thursday, 05 - 26

5250090 --> Thursday, 05 - 11

5250091 --> Thursday, 05 - 31

5250092 --> Thursday, 05 - 22

5250093 --> Thursday, 05 - 07

5250094 --> Thursday, 05 - 27

5250095 --> Thursday, 05 - 19

5250096 --> Thursday, 05 - 10

5250097 --> Thursday, 05 - 23

5250098 --> Thursday, 05 - 15

5250099 --> Thursday, 04 - 30

5250100 --> Thursday, 05 - 20

5250101 --> Thursday, 05 - 12

5250102 --> Thursday, 06 - 01

5250103 --> Thursday, 05 - 17

5250104 --> Thursday, 05 - 08

5250105 --> Thursday, 05 - 28

5250106 --> Thursday, 05 - 20

5250107 --> Thursday, 05 - 05

5250108 --> Thursday, 05 - 24

5250109 --> Thursday, 05 - 16

5250110 --> Thursday, 05 - 01

5250111 --> Thursday, 05 - 21

5250112 --> Thursday, 05 - 12

5250113 --> Thursday, 06 - 01

5250114 --> Thursday, 05 - 17

5250115 --> Thursday, 05 - 09

5250116 --> Thursday, 05 - 28

5250117 --> Thursday, 05 - 13

5250118 --> Thursday, 05 - 05

5250119 --> Thursday, 05 - 25

5250120 --> Thursday, 05 - 09

5250121 --> Thursday, 05 - 29

5250122 --> Thursday, 05 - 21

5250123 --> Thursday, 05 - 06

5250124 --> Thursday, 05 - 25

5250125 --> Thursday, 05 - 17

5250126 --> Thursday, 05 - 09

5250127 --> Thursday, 05 - 22

5250128 --> Thursday, 05 - 13

5250129 --> Thursday, 05 - 05

5250130 --> Thursday, 05 - 25

5250131 --> Thursday, 05 - 10

5250132 --> Thursday, 05 - 29

5250133 --> Thursday, 05 - 21

5250134 --> Thursday, 05 - 06

5250135 --> Thursday, 05 - 26

5250136 --> Thursday, 05 - 17

5250137 --> Thursday, 05 - 02

5250138 --> Thursday, 05 - 22

5250139 --> Thursday, 05 - 14

5250140 --> Thursday, 06 - 02

5250141 --> Thursday, 05 - 18

5250142 --> Thursday, 05 - 10

5250143 --> Thursday, 05 - 30

5250144 --> Thursday, 05 - 14

5250145 --> Thursday, 05 - 06

5250146 --> Thursday, 05 - 26

5250147 --> Thursday, 05 - 11

5250148 --> Thursday, 05 - 02

5250149 --> Thursday, 05 - 22

5250150 --> Thursday, 05 - 14

5250151 --> Thursday, 05 - 27

5250152 --> Thursday, 05 - 18

5250153 --> Thursday, 05 - 10

5250154 --> Thursday, 05 - 30

5250155 --> Thursday, 05 - 15

5250156 --> Thursday, 05 - 06

5250157 --> Thursday, 05 - 26

5250158 --> Thursday, 05 - 11

5250159 --> Thursday, 05 - 31

5250160 --> Thursday, 05 - 22

5250161 --> Thursday, 05 - 07

5250162 --> Thursday, 05 - 27

5250163 --> Thursday, 05 - 19

5250164 --> Thursday, 05 - 03

5250165 --> Thursday, 05 - 23

5250166 --> Thursday, 05 - 15

5250167 --> Thursday, 04 - 30

5250168 --> Thursday, 05 - 19

5250169 --> Thursday, 05 - 11

5250170 --> Thursday, 05 - 31

5250171 --> Thursday, 05 - 16

5250172 --> Thursday, 05 - 07

5250173 --> Thursday, 05 - 27

5250174 --> Thursday, 05 - 19

