Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1660000 through 1669999



1660000 --> Thursday, 05 - 18

1660001 --> Thursday, 05 - 10

1660002 --> Thursday, 05 - 23

1660003 --> Thursday, 05 - 15

1660004 --> Thursday, 05 - 06

1660005 --> Thursday, 05 - 26

1660006 --> Thursday, 05 - 11

1660007 --> Thursday, 05 - 31

1660008 --> Thursday, 05 - 22

1660009 --> Thursday, 05 - 07

1660010 --> Thursday, 05 - 27

1660011 --> Thursday, 05 - 19

1660012 --> Thursday, 05 - 03

1660013 --> Thursday, 05 - 23

1660014 --> Thursday, 05 - 15

1660015 --> Thursday, 05 - 28

1660016 --> Thursday, 05 - 19

1660017 --> Thursday, 05 - 11

1660018 --> Thursday, 05 - 31

1660019 --> Thursday, 05 - 16

1660020 --> Thursday, 05 - 07

1660021 --> Thursday, 05 - 27

1660022 --> Thursday, 05 - 12

1660023 --> Thursday, 05 - 04

1660024 --> Thursday, 05 - 23

1660025 --> Thursday, 05 - 15

1660026 --> Thursday, 05 - 28

1660027 --> Thursday, 05 - 20

1660028 --> Thursday, 05 - 11

1660029 --> Thursday, 05 - 31

1660030 --> Thursday, 05 - 16

1660031 --> Thursday, 05 - 08

1660032 --> Thursday, 05 - 27

1660033 --> Thursday, 05 - 12

1660034 --> Thursday, 06 - 01

1660035 --> Thursday, 05 - 24

1660036 --> Thursday, 05 - 08

1660037 --> Thursday, 05 - 28

1660038 --> Thursday, 05 - 20

1660039 --> Thursday, 05 - 05

1660040 --> Thursday, 05 - 24

1660041 --> Thursday, 05 - 16

1660042 --> Thursday, 05 - 01

1660043 --> Thursday, 05 - 21

1660044 --> Thursday, 05 - 12

1660045 --> Thursday, 06 - 01

1660046 --> Thursday, 05 - 17

1660047 --> Thursday, 05 - 09

1660048 --> Thursday, 05 - 28

1660049 --> Thursday, 05 - 13

1660050 --> Thursday, 05 - 05

1660051 --> Thursday, 05 - 25

1660052 --> Thursday, 05 - 16

1660053 --> Thursday, 05 - 29

1660054 --> Thursday, 05 - 21

1660055 --> Thursday, 05 - 13

1660056 --> Thursday, 06 - 01

1660057 --> Thursday, 05 - 17

1660058 --> Thursday, 05 - 09

1660059 --> Thursday, 05 - 29

1660060 --> Thursday, 05 - 13

1660061 --> Thursday, 05 - 05

1660062 --> Thursday, 05 - 25

1660063 --> Thursday, 05 - 10

1660064 --> Thursday, 05 - 29

1660065 --> Thursday, 05 - 21

1660066 --> Thursday, 05 - 06

1660067 --> Thursday, 05 - 26

1660068 --> Thursday, 05 - 17

1660069 --> Thursday, 05 - 02

