Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0570000 through 0579999



0570000 --> Thursday, 05 - 11

0570001 --> Thursday, 05 - 31

0570002 --> Thursday, 05 - 16

0570003 --> Thursday, 05 - 08

0570004 --> Thursday, 05 - 27

0570005 --> Thursday, 05 - 12

0570006 --> Thursday, 05 - 04

0570007 --> Thursday, 05 - 24

0570008 --> Thursday, 05 - 08

0570009 --> Thursday, 05 - 28

0570010 --> Thursday, 05 - 20

0570011 --> Thursday, 05 - 05

0570012 --> Thursday, 05 - 24

0570013 --> Thursday, 05 - 16

0570014 --> Thursday, 05 - 08

0570015 --> Thursday, 05 - 21

0570016 --> Thursday, 05 - 12

0570017 --> Thursday, 06 - 01

0570018 --> Thursday, 05 - 24

0570019 --> Thursday, 05 - 09

0570020 --> Thursday, 05 - 28

0570021 --> Thursday, 05 - 20

0570022 --> Thursday, 05 - 05

0570023 --> Thursday, 05 - 25

0570024 --> Thursday, 05 - 16

0570025 --> Thursday, 05 - 01

0570026 --> Thursday, 05 - 21

0570027 --> Thursday, 05 - 13

0570028 --> Thursday, 06 - 01

0570029 --> Thursday, 05 - 17

0570030 --> Thursday, 05 - 09

0570031 --> Thursday, 05 - 29

0570032 --> Thursday, 05 - 13

0570033 --> Thursday, 05 - 05

0570034 --> Thursday, 05 - 25

0570035 --> Thursday, 05 - 10

0570036 --> Thursday, 05 - 29

0570037 --> Thursday, 05 - 21

0570038 --> Thursday, 05 - 06

0570039 --> Thursday, 05 - 26

0570040 --> Thursday, 05 - 17

0570041 --> Thursday, 05 - 09

0570042 --> Thursday, 05 - 22

0570043 --> Thursday, 05 - 14

0570044 --> Thursday, 05 - 05

0570045 --> Thursday, 05 - 25

0570046 --> Thursday, 05 - 10

0570047 --> Thursday, 05 - 30

0570048 --> Thursday, 05 - 21

0570049 --> Thursday, 05 - 06

0570050 --> Thursday, 05 - 26

0570051 --> Thursday, 05 - 18

0570052 --> Thursday, 05 - 02

0570053 --> Thursday, 05 - 22

0570054 --> Thursday, 05 - 14

0570055 --> Thursday, 06 - 03

0570056 --> Thursday, 05 - 18

0570057 --> Thursday, 05 - 10

0570058 --> Thursday, 05 - 30

0570059 --> Thursday, 05 - 15

0570060 --> Thursday, 05 - 06

0570061 --> Thursday, 05 - 26

0570062 --> Thursday, 05 - 11

0570063 --> Thursday, 05 - 03

0570064 --> Thursday, 05 - 22

0570065 --> Thursday, 05 - 14

0570066 --> Thursday, 05 - 27

0570067 --> Thursday, 05 - 19

0570068 --> Thursday, 05 - 10

0570069 --> Thursday, 05 - 30

0570070 --> Thursday, 05 - 15

0570071 --> Thursday, 05 - 07

0570072 --> Thursday, 05 - 26

0570073 --> Thursday, 05 - 11

0570074 --> Thursday, 05 - 31

0570075 --> Thursday, 05 - 23

0570076 --> Thursday, 05 - 07

0570077 --> Thursday, 05 - 27

0570078 --> Thursday, 05 - 19

0570079 --> Thursday, 05 - 04

0570080 --> Thursday, 05 - 23

0570081 --> Thursday, 05 - 15

0570082 --> Thursday, 04 - 30

0570083 --> Thursday, 05 - 20

0570084 --> Thursday, 05 - 11

0570085 --> Thursday, 05 - 31

0570086 --> Thursday, 05 - 16

0570087 --> Thursday, 05 - 08

0570088 --> Thursday, 05 - 27

0570089 --> Thursday, 05 - 19

0570090 --> Thursday, 05 - 04

0570091 --> Thursday, 05 - 24

0570092 --> Thursday, 05 - 15

0570093 --> Thursday, 05 - 28

0570094 --> Thursday, 05 - 20

0570095 --> Thursday, 05 - 12

0570096 --> Thursday, 05 - 31

0570097 --> Thursday, 05 - 16

0570098 --> Thursday, 05 - 08

0570099 --> Thursday, 05 - 28

0570100 --> Thursday, 05 - 13

0570101 --> Thursday, 05 - 05

0570102 --> Thursday, 05 - 25

0570103 --> Thursday, 05 - 10

0570104 --> Thursday, 05 - 29

0570105 --> Thursday, 05 - 21

0570106 --> Thursday, 05 - 06

0570107 --> Thursday, 05 - 26

0570108 --> Thursday, 05 - 17

0570109 --> Thursday, 05 - 09

0570110 --> Thursday, 05 - 22

0570111 --> Thursday, 05 - 14

0570112 --> Thursday, 05 - 05

0570113 --> Thursday, 05 - 25

0570114 --> Thursday, 05 - 10

0570115 --> Thursday, 05 - 30

0570116 --> Thursday, 05 - 21

0570117 --> Thursday, 05 - 06

0570118 --> Thursday, 05 - 26

0570119 --> Thursday, 05 - 18

0570120 --> Thursday, 05 - 02

0570121 --> Thursday, 05 - 22

0570122 --> Thursday, 05 - 14

0570123 --> Thursday, 06 - 03

0570124 --> Thursday, 05 - 18

0570125 --> Thursday, 05 - 10

0570126 --> Thursday, 05 - 30

0570127 --> Thursday, 05 - 15

0570128 --> Thursday, 05 - 06

0570129 --> Thursday, 05 - 26

0570130 --> Thursday, 05 - 11

0570131 --> Thursday, 05 - 03

0570132 --> Thursday, 05 - 22

0570133 --> Thursday, 05 - 07

0570134 --> Thursday, 05 - 27

0570135 --> Thursday, 05 - 19

0570136 --> Thursday, 05 - 10

0570137 --> Thursday, 05 - 23

0570138 --> Thursday, 05 - 15

0570139 --> Thursday, 05 - 07

0570140 --> Thursday, 05 - 26

0570141 --> Thursday, 05 - 11

0570142 --> Thursday, 05 - 31

0570143 --> Thursday, 05 - 23

0570144 --> Thursday, 05 - 07

0570145 --> Thursday, 05 - 27

0570146 --> Thursday, 05 - 19

0570147 --> Thursday, 05 - 04

0570148 --> Thursday, 05 - 23

0570149 --> Thursday, 05 - 15

0570150 --> Thursday, 04 - 30

0570151 --> Thursday, 05 - 20

0570152 --> Thursday, 05 - 11

0570153 --> Thursday, 05 - 31

0570154 --> Thursday, 05 - 16

0570155 --> Thursday, 05 - 08

0570156 --> Thursday, 05 - 27

0570157 --> Thursday, 05 - 12

0570158 --> Thursday, 05 - 04

0570159 --> Thursday, 05 - 24

0570160 --> Thursday, 05 - 15

0570161 --> Thursday, 05 - 28

0570162 --> Thursday, 05 - 20

0570163 --> Thursday, 05 - 12

0570164 --> Thursday, 05 - 31

0570165 --> Thursday, 05 - 16

0570166 --> Thursday, 05 - 08

0570167 --> Thursday, 05 - 28

0570168 --> Thursday, 05 - 12

0570169 --> Thursday, 05 - 04

0570170 --> Thursday, 05 - 24

0570171 --> Thursday, 05 - 09

0570172 --> Thursday, 05 - 28

0570173 --> Thursday, 05 - 20

0570174 --> Thursday, 05 - 05

0570175 --> Thursday, 05 - 25

0570176 --> Thursday, 05 - 16

0570177 --> Thursday, 05 - 01

0570178 --> Thursday, 05 - 21

0570179 --> Thursday, 05 - 13

0570180 --> Thursday, 06 - 01

0570181 --> Thursday, 05 - 17

0570182 --> Thursday, 05 - 09

0570183 --> Thursday, 05 - 29

0570184 --> Thursday, 05 - 20

0570185 --> Thursday, 05 - 05

