Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0910000 through 0919999



0910000 --> Thursday, 05 - 25

0910001 --> Thursday, 05 - 17

0910002 --> Thursday, 05 - 02

0910003 --> Thursday, 05 - 22

0910004 --> Thursday, 05 - 13

0910005 --> Thursday, 06 - 02

0910006 --> Thursday, 05 - 18

0910007 --> Thursday, 05 - 10

0910008 --> Thursday, 05 - 29

0910009 --> Thursday, 05 - 14

0910010 --> Thursday, 05 - 06

0910011 --> Thursday, 05 - 26

0910012 --> Thursday, 05 - 17

0910013 --> Thursday, 05 - 02

0910014 --> Thursday, 05 - 22

0910015 --> Thursday, 05 - 14

0910016 --> Thursday, 06 - 02

0910017 --> Thursday, 05 - 18

0910018 --> Thursday, 05 - 10

0910019 --> Thursday, 05 - 30

0910020 --> Thursday, 05 - 14

0910021 --> Thursday, 05 - 06

0910022 --> Thursday, 05 - 26

0910023 --> Thursday, 05 - 11

0910024 --> Thursday, 05 - 30

0910025 --> Thursday, 05 - 22

0910026 --> Thursday, 05 - 07

0910027 --> Thursday, 05 - 27

0910028 --> Thursday, 05 - 18

0910029 --> Thursday, 05 - 03

0910030 --> Thursday, 05 - 23

0910031 --> Thursday, 05 - 15

0910032 --> Thursday, 05 - 06

0910033 --> Thursday, 05 - 19

0910034 --> Thursday, 05 - 11

0910035 --> Thursday, 05 - 31

0910036 --> Thursday, 05 - 22

0910037 --> Thursday, 05 - 07

0910038 --> Thursday, 05 - 27

0910039 --> Thursday, 05 - 19

0910040 --> Thursday, 05 - 03

0910041 --> Thursday, 05 - 23

0910042 --> Thursday, 05 - 15

0910043 --> Thursday, 05 - 28

0910044 --> Thursday, 05 - 19

0910045 --> Thursday, 05 - 11

0910046 --> Thursday, 05 - 31

0910047 --> Thursday, 05 - 16

0910048 --> Thursday, 05 - 07

0910049 --> Thursday, 05 - 27

0910050 --> Thursday, 05 - 12

0910051 --> Thursday, 05 - 04

0910052 --> Thursday, 05 - 23

0910053 --> Thursday, 05 - 08

0910054 --> Thursday, 05 - 28

0910055 --> Thursday, 05 - 20

0910056 --> Thursday, 05 - 11

0910057 --> Thursday, 05 - 24

0910058 --> Thursday, 05 - 16

0910059 --> Thursday, 05 - 08

0910060 --> Thursday, 05 - 27

0910061 --> Thursday, 05 - 12

0910062 --> Thursday, 06 - 01

0910063 --> Thursday, 05 - 17

0910064 --> Thursday, 05 - 08

0910065 --> Thursday, 05 - 28

0910066 --> Thursday, 05 - 20

0910067 --> Thursday, 05 - 05

0910068 --> Thursday, 05 - 24

0910069 --> Thursday, 05 - 16

0910070 --> Thursday, 05 - 01

0910071 --> Thursday, 05 - 21

