Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5490000 through 5499999



5490000 --> Thursday, 05 - 25

5490001 --> Thursday, 05 - 17

5490002 --> Thursday, 05 - 09

5490003 --> Thursday, 05 - 22

5490004 --> Thursday, 05 - 13

5490005 --> Thursday, 05 - 05

5490006 --> Thursday, 05 - 25

5490007 --> Thursday, 05 - 10

5490008 --> Thursday, 05 - 29

5490009 --> Thursday, 05 - 21

5490010 --> Thursday, 05 - 06

5490011 --> Thursday, 05 - 26

5490012 --> Thursday, 05 - 17

5490013 --> Thursday, 05 - 02

5490014 --> Thursday, 05 - 22

5490015 --> Thursday, 05 - 14

5490016 --> Thursday, 06 - 02

5490017 --> Thursday, 05 - 18

5490018 --> Thursday, 05 - 10

5490019 --> Thursday, 05 - 30

5490020 --> Thursday, 05 - 14

5490021 --> Thursday, 05 - 06

5490022 --> Thursday, 05 - 26

5490023 --> Thursday, 05 - 11

5490024 --> Thursday, 05 - 02

5490025 --> Thursday, 05 - 22

5490026 --> Thursday, 05 - 14

5490027 --> Thursday, 05 - 27

5490028 --> Thursday, 05 - 18

5490029 --> Thursday, 05 - 10

5490030 --> Thursday, 05 - 30

5490031 --> Thursday, 05 - 15

5490032 --> Thursday, 05 - 06

5490033 --> Thursday, 05 - 26

5490034 --> Thursday, 05 - 11

5490035 --> Thursday, 05 - 31

5490036 --> Thursday, 05 - 22

5490037 --> Thursday, 05 - 07

5490038 --> Thursday, 05 - 27

5490039 --> Thursday, 05 - 19

5490040 --> Thursday, 05 - 03

5490041 --> Thursday, 05 - 23

5490042 --> Thursday, 05 - 15

5490043 --> Thursday, 04 - 30

5490044 --> Thursday, 05 - 19

5490045 --> Thursday, 05 - 11

5490046 --> Thursday, 05 - 31

5490047 --> Thursday, 05 - 16

5490048 --> Thursday, 05 - 07

5490049 --> Thursday, 05 - 27

5490050 --> Thursday, 05 - 12

5490051 --> Thursday, 05 - 04

5490052 --> Thursday, 05 - 23

5490053 --> Thursday, 05 - 15

5490054 --> Thursday, 05 - 28

5490055 --> Thursday, 05 - 20

5490056 --> Thursday, 05 - 11

5490057 --> Thursday, 05 - 31

5490058 --> Thursday, 05 - 16

5490059 --> Thursday, 05 - 08

5490060 --> Thursday, 05 - 27

5490061 --> Thursday, 05 - 12

5490062 --> Thursday, 05 - 04

5490063 --> Thursday, 05 - 24

5490064 --> Thursday, 05 - 08

5490065 --> Thursday, 05 - 28

5490066 --> Thursday, 05 - 20

5490067 --> Thursday, 05 - 05

5490068 --> Thursday, 05 - 24

5490069 --> Thursday, 05 - 16

5490070 --> Thursday, 05 - 01

5490071 --> Thursday, 05 - 21

5490072 --> Thursday, 05 - 12

5490073 --> Thursday, 06 - 01

5490074 --> Thursday, 05 - 17

5490075 --> Thursday, 05 - 09

5490076 --> Thursday, 05 - 28

5490077 --> Thursday, 05 - 20

5490078 --> Thursday, 05 - 05

5490079 --> Thursday, 05 - 25

5490080 --> Thursday, 05 - 16

5490081 --> Thursday, 05 - 01

5490082 --> Thursday, 05 - 21

5490083 --> Thursday, 05 - 13

5490084 --> Thursday, 06 - 01

5490085 --> Thursday, 05 - 17

5490086 --> Thursday, 05 - 09

5490087 --> Thursday, 05 - 29

5490088 --> Thursday, 05 - 13

5490089 --> Thursday, 05 - 05

5490090 --> Thursday, 05 - 25

5490091 --> Thursday, 05 - 10

5490092 --> Thursday, 05 - 29

5490093 --> Thursday, 05 - 21

5490094 --> Thursday, 05 - 06

5490095 --> Thursday, 05 - 26

5490096 --> Thursday, 05 - 17

5490097 --> Thursday, 05 - 09

5490098 --> Thursday, 05 - 22

5490099 --> Thursday, 05 - 14

5490100 --> Thursday, 05 - 06

5490101 --> Thursday, 05 - 26

5490102 --> Thursday, 05 - 11

5490103 --> Thursday, 05 - 31

5490104 --> Thursday, 05 - 22

5490105 --> Thursday, 05 - 07

5490106 --> Thursday, 05 - 27

5490107 --> Thursday, 05 - 19

5490108 --> Thursday, 05 - 03

5490109 --> Thursday, 05 - 23

5490110 --> Thursday, 05 - 15

5490111 --> Thursday, 05 - 28

5490112 --> Thursday, 05 - 19

5490113 --> Thursday, 05 - 11

5490114 --> Thursday, 05 - 31

5490115 --> Thursday, 05 - 16

5490116 --> Thursday, 05 - 07

5490117 --> Thursday, 05 - 27

5490118 --> Thursday, 05 - 12

5490119 --> Thursday, 05 - 04

5490120 --> Thursday, 05 - 23

5490121 --> Thursday, 05 - 15

5490122 --> Thursday, 05 - 28

5490123 --> Thursday, 05 - 20

5490124 --> Thursday, 05 - 11

5490125 --> Thursday, 05 - 31

5490126 --> Thursday, 05 - 16

5490127 --> Thursday, 05 - 08

5490128 --> Thursday, 05 - 27

5490129 --> Thursday, 05 - 12

5490130 --> Thursday, 06 - 01

5490131 --> Thursday, 05 - 24

5490132 --> Thursday, 05 - 08

5490133 --> Thursday, 05 - 28

5490134 --> Thursday, 05 - 20

5490135 --> Thursday, 05 - 05

5490136 --> Thursday, 05 - 24

5490137 --> Thursday, 05 - 16

5490138 --> Thursday, 05 - 01

5490139 --> Thursday, 05 - 21

5490140 --> Thursday, 05 - 12

5490141 --> Thursday, 06 - 01

5490142 --> Thursday, 05 - 17

5490143 --> Thursday, 05 - 09

5490144 --> Thursday, 05 - 28

5490145 --> Thursday, 05 - 13

5490146 --> Thursday, 05 - 05

5490147 --> Thursday, 05 - 25

5490148 --> Thursday, 05 - 16

5490149 --> Thursday, 05 - 29

5490150 --> Thursday, 05 - 21

5490151 --> Thursday, 05 - 13

5490152 --> Thursday, 06 - 01

5490153 --> Thursday, 05 - 17

5490154 --> Thursday, 05 - 09

5490155 --> Thursday, 05 - 29

5490156 --> Thursday, 05 - 13

5490157 --> Thursday, 05 - 05

5490158 --> Thursday, 05 - 25

5490159 --> Thursday, 05 - 10

5490160 --> Thursday, 05 - 29

5490161 --> Thursday, 05 - 21

5490162 --> Thursday, 05 - 06

5490163 --> Thursday, 05 - 26

5490164 --> Thursday, 05 - 17

5490165 --> Thursday, 05 - 02

5490166 --> Thursday, 05 - 22

5490167 --> Thursday, 05 - 14

5490168 --> Thursday, 06 - 02

5490169 --> Thursday, 05 - 18

5490170 --> Thursday, 05 - 10

5490171 --> Thursday, 05 - 30

5490172 --> Thursday, 05 - 21

5490173 --> Thursday, 05 - 06

5490174 --> Thursday, 05 - 26

5490175 --> Thursday, 05 - 18

5490176 --> Thursday, 05 - 02

5490177 --> Thursday, 05 - 22

5490178 --> Thursday, 05 - 14

5490179 --> Thursday, 05 - 27

5490180 --> Thursday, 05 - 18

