Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4700000 through 4709999



4700000 --> Thursday, 05 - 11

4700001 --> Thursday, 05 - 31

4700002 --> Thursday, 05 - 16

4700003 --> Thursday, 05 - 08

4700004 --> Thursday, 05 - 27

4700005 --> Thursday, 05 - 12

4700006 --> Thursday, 05 - 04

4700007 --> Thursday, 05 - 24

4700008 --> Thursday, 05 - 15

4700009 --> Thursday, 05 - 28

4700010 --> Thursday, 05 - 20

4700011 --> Thursday, 05 - 05

4700012 --> Thursday, 05 - 24

4700013 --> Thursday, 05 - 16

4700014 --> Thursday, 05 - 08

4700015 --> Thursday, 05 - 21

4700016 --> Thursday, 05 - 12

4700017 --> Thursday, 06 - 01

4700018 --> Thursday, 05 - 24

4700019 --> Thursday, 05 - 09

4700020 --> Thursday, 05 - 28

4700021 --> Thursday, 05 - 20

4700022 --> Thursday, 05 - 05

4700023 --> Thursday, 05 - 25

4700024 --> Thursday, 05 - 16

4700025 --> Thursday, 05 - 01

4700026 --> Thursday, 05 - 21

4700027 --> Thursday, 05 - 13

4700028 --> Thursday, 06 - 01

4700029 --> Thursday, 05 - 17

4700030 --> Thursday, 05 - 09

4700031 --> Thursday, 05 - 29

4700032 --> Thursday, 05 - 13

4700033 --> Thursday, 05 - 05

4700034 --> Thursday, 05 - 25

4700035 --> Thursday, 05 - 10

4700036 --> Thursday, 05 - 29

4700037 --> Thursday, 05 - 21

4700038 --> Thursday, 05 - 13

4700039 --> Thursday, 05 - 26

4700040 --> Thursday, 05 - 17

4700041 --> Thursday, 05 - 09

4700042 --> Thursday, 05 - 29

4700043 --> Thursday, 05 - 14

4700044 --> Thursday, 05 - 05

4700045 --> Thursday, 05 - 25

4700046 --> Thursday, 05 - 10

4700047 --> Thursday, 05 - 30

4700048 --> Thursday, 05 - 21

4700049 --> Thursday, 05 - 06

4700050 --> Thursday, 05 - 26

4700051 --> Thursday, 05 - 18

4700052 --> Thursday, 05 - 02

4700053 --> Thursday, 05 - 22

4700054 --> Thursday, 05 - 14

4700055 --> Thursday, 06 - 03

4700056 --> Thursday, 05 - 18

4700057 --> Thursday, 05 - 10

4700058 --> Thursday, 05 - 30

4700059 --> Thursday, 05 - 15

4700060 --> Thursday, 05 - 06

4700061 --> Thursday, 05 - 26

4700062 --> Thursday, 05 - 18

4700063 --> Thursday, 05 - 03

4700064 --> Thursday, 05 - 22

4700065 --> Thursday, 05 - 14

4700066 --> Thursday, 05 - 27

4700067 --> Thursday, 05 - 19

4700068 --> Thursday, 05 - 10

4700069 --> Thursday, 05 - 30

4700070 --> Thursday, 05 - 15

4700071 --> Thursday, 05 - 07

4700072 --> Thursday, 05 - 26

4700073 --> Thursday, 05 - 11

4700074 --> Thursday, 05 - 31

4700075 --> Thursday, 05 - 23

4700076 --> Thursday, 05 - 07

4700077 --> Thursday, 05 - 27

4700078 --> Thursday, 05 - 19

4700079 --> Thursday, 05 - 04

4700080 --> Thursday, 05 - 23

4700081 --> Thursday, 05 - 15

4700082 --> Thursday, 05 - 07

4700083 --> Thursday, 05 - 20

4700084 --> Thursday, 05 - 11

4700085 --> Thursday, 05 - 31

4700086 --> Thursday, 05 - 23

4700087 --> Thursday, 05 - 08

4700088 --> Thursday, 05 - 27

4700089 --> Thursday, 05 - 19

4700090 --> Thursday, 05 - 04

4700091 --> Thursday, 05 - 24

4700092 --> Thursday, 05 - 15

4700093 --> Thursday, 05 - 28

4700094 --> Thursday, 05 - 20

4700095 --> Thursday, 05 - 12

4700096 --> Thursday, 05 - 31

4700097 --> Thursday, 05 - 16

4700098 --> Thursday, 05 - 08

4700099 --> Thursday, 05 - 28

4700100 --> Thursday, 05 - 13

4700101 --> Thursday, 05 - 05

4700102 --> Thursday, 05 - 25

4700103 --> Thursday, 05 - 10

4700104 --> Thursday, 05 - 29

4700105 --> Thursday, 05 - 21

4700106 --> Thursday, 05 - 06

4700107 --> Thursday, 05 - 26

4700108 --> Thursday, 05 - 17

4700109 --> Thursday, 05 - 09

4700110 --> Thursday, 05 - 22

4700111 --> Thursday, 05 - 14

4700112 --> Thursday, 05 - 05

4700113 --> Thursday, 05 - 25

4700114 --> Thursday, 05 - 10

4700115 --> Thursday, 05 - 30

4700116 --> Thursday, 05 - 21

4700117 --> Thursday, 05 - 06

4700118 --> Thursday, 05 - 26

4700119 --> Thursday, 05 - 18

4700120 --> Thursday, 05 - 02

4700121 --> Thursday, 05 - 22

4700122 --> Thursday, 05 - 14

4700123 --> Thursday, 06 - 03

4700124 --> Thursday, 05 - 18

4700125 --> Thursday, 05 - 10

4700126 --> Thursday, 05 - 30

4700127 --> Thursday, 05 - 15

4700128 --> Thursday, 05 - 06

4700129 --> Thursday, 05 - 26

4700130 --> Thursday, 05 - 11

4700131 --> Thursday, 05 - 03

4700132 --> Thursday, 05 - 22

4700133 --> Thursday, 05 - 14

4700134 --> Thursday, 05 - 27

4700135 --> Thursday, 05 - 19

4700136 --> Thursday, 05 - 10

4700137 --> Thursday, 05 - 30

4700138 --> Thursday, 05 - 15

4700139 --> Thursday, 05 - 07

4700140 --> Thursday, 05 - 26

4700141 --> Thursday, 05 - 11

4700142 --> Thursday, 05 - 31

4700143 --> Thursday, 05 - 23

4700144 --> Thursday, 05 - 07

4700145 --> Thursday, 05 - 27

4700146 --> Thursday, 05 - 19

4700147 --> Thursday, 05 - 04

4700148 --> Thursday, 05 - 23

4700149 --> Thursday, 05 - 15

4700150 --> Thursday, 04 - 30

4700151 --> Thursday, 05 - 20

4700152 --> Thursday, 05 - 11

4700153 --> Thursday, 05 - 31

4700154 --> Thursday, 05 - 16

4700155 --> Thursday, 05 - 08

4700156 --> Thursday, 05 - 27

4700157 --> Thursday, 05 - 19

4700158 --> Thursday, 05 - 04

4700159 --> Thursday, 05 - 24

4700160 --> Thursday, 05 - 15

4700161 --> Thursday, 05 - 28

4700162 --> Thursday, 05 - 20

4700163 --> Thursday, 05 - 12

4700164 --> Thursday, 05 - 31

4700165 --> Thursday, 05 - 16

4700166 --> Thursday, 05 - 08

