Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2730000 through 2739999



2730000 --> Thursday, 05 - 11

2730001 --> Thursday, 05 - 31

2730002 --> Thursday, 05 - 23

2730003 --> Thursday, 05 - 08

2730004 --> Thursday, 05 - 27

2730005 --> Thursday, 05 - 19

2730006 --> Thursday, 05 - 04

2730007 --> Thursday, 05 - 24

2730008 --> Thursday, 05 - 15

2730009 --> Thursday, 05 - 07

2730010 --> Thursday, 05 - 20

2730011 --> Thursday, 05 - 12

2730012 --> Thursday, 05 - 31

2730013 --> Thursday, 05 - 23

2730014 --> Thursday, 05 - 08

2730015 --> Thursday, 05 - 28

2730016 --> Thursday, 05 - 19

2730017 --> Thursday, 05 - 04

2730018 --> Thursday, 05 - 24

2730019 --> Thursday, 05 - 16

2730020 --> Thursday, 05 - 28

2730021 --> Thursday, 05 - 20

2730022 --> Thursday, 05 - 12

2730023 --> Thursday, 06 - 01

2730024 --> Thursday, 05 - 16

2730025 --> Thursday, 05 - 08

2730026 --> Thursday, 05 - 28

2730027 --> Thursday, 05 - 13

2730028 --> Thursday, 05 - 04

2730029 --> Thursday, 05 - 24

2730030 --> Thursday, 05 - 09

2730031 --> Thursday, 05 - 29

2730032 --> Thursday, 05 - 20

2730033 --> Thursday, 05 - 12

2730034 --> Thursday, 05 - 25

2730035 --> Thursday, 05 - 17

2730036 --> Thursday, 05 - 08

2730037 --> Thursday, 05 - 21

2730038 --> Thursday, 05 - 13

2730039 --> Thursday, 06 - 02

2730040 --> Thursday, 05 - 24

2730041 --> Thursday, 05 - 09

2730042 --> Thursday, 05 - 29

2730043 --> Thursday, 05 - 21

2730044 --> Thursday, 05 - 05

2730045 --> Thursday, 05 - 25

2730046 --> Thursday, 05 - 17

2730047 --> Thursday, 05 - 02

2730048 --> Thursday, 05 - 21

2730049 --> Thursday, 05 - 13

2730050 --> Thursday, 06 - 02

2730051 --> Thursday, 05 - 18

2730052 --> Thursday, 05 - 09

2730053 --> Thursday, 05 - 29

2730054 --> Thursday, 05 - 14

2730055 --> Thursday, 05 - 06

2730056 --> Thursday, 05 - 25

2730057 --> Thursday, 05 - 10

2730058 --> Thursday, 05 - 30

2730059 --> Thursday, 05 - 22

2730060 --> Thursday, 05 - 13

2730061 --> Thursday, 05 - 26

2730062 --> Thursday, 05 - 18

2730063 --> Thursday, 05 - 10

2730064 --> Thursday, 05 - 29

2730065 --> Thursday, 05 - 14

2730066 --> Thursday, 05 - 06

2730067 --> Thursday, 05 - 26

2730068 --> Thursday, 05 - 10

2730069 --> Thursday, 05 - 30

2730070 --> Thursday, 05 - 22

2730071 --> Thursday, 05 - 07

2730072 --> Thursday, 05 - 26

2730073 --> Thursday, 05 - 18

2730074 --> Thursday, 05 - 03

2730075 --> Thursday, 05 - 23

2730076 --> Thursday, 05 - 14

2730077 --> Thursday, 06 - 03

2730078 --> Thursday, 05 - 19

2730079 --> Thursday, 05 - 11

2730080 --> Thursday, 05 - 30

2730081 --> Thursday, 05 - 15

2730082 --> Thursday, 05 - 07

2730083 --> Thursday, 05 - 27

2730084 --> Thursday, 05 - 18

2730085 --> Thursday, 05 - 03

2730086 --> Thursday, 05 - 23

2730087 --> Thursday, 05 - 15

2730088 --> Thursday, 05 - 27

2730089 --> Thursday, 05 - 19

2730090 --> Thursday, 05 - 11

2730091 --> Thursday, 05 - 24

2730092 --> Thursday, 05 - 15

2730093 --> Thursday, 05 - 07

2730094 --> Thursday, 05 - 27

2730095 --> Thursday, 05 - 12

2730096 --> Thursday, 05 - 31

2730097 --> Thursday, 05 - 23

2730098 --> Thursday, 05 - 08

2730099 --> Thursday, 05 - 28

2730100 --> Thursday, 05 - 20

2730101 --> Thursday, 05 - 05

2730102 --> Thursday, 05 - 25

2730103 --> Thursday, 05 - 17

2730104 --> Thursday, 05 - 08

2730105 --> Thursday, 05 - 21

2730106 --> Thursday, 05 - 13

2730107 --> Thursday, 06 - 02

2730108 --> Thursday, 05 - 24

2730109 --> Thursday, 05 - 09

2730110 --> Thursday, 05 - 29

2730111 --> Thursday, 05 - 14

2730112 --> Thursday, 05 - 05

2730113 --> Thursday, 05 - 25

2730114 --> Thursday, 05 - 17

2730115 --> Thursday, 05 - 02

2730116 --> Thursday, 05 - 21

2730117 --> Thursday, 05 - 13

2730118 --> Thursday, 06 - 02

2730119 --> Thursday, 05 - 18

2730120 --> Thursday, 05 - 09

2730121 --> Thursday, 05 - 29

2730122 --> Thursday, 05 - 14

2730123 --> Thursday, 05 - 06

2730124 --> Thursday, 05 - 25

2730125 --> Thursday, 05 - 10

2730126 --> Thursday, 05 - 30

2730127 --> Thursday, 05 - 22

2730128 --> Thursday, 05 - 13

2730129 --> Thursday, 05 - 26

2730130 --> Thursday, 05 - 18

2730131 --> Thursday, 05 - 03

2730132 --> Thursday, 05 - 22

2730133 --> Thursday, 05 - 14

2730134 --> Thursday, 05 - 06

2730135 --> Thursday, 05 - 19

2730136 --> Thursday, 05 - 10

2730137 --> Thursday, 05 - 30

2730138 --> Thursday, 05 - 22

2730139 --> Thursday, 05 - 07

2730140 --> Thursday, 05 - 26

2730141 --> Thursday, 05 - 18

2730142 --> Thursday, 05 - 03

2730143 --> Thursday, 05 - 23

2730144 --> Thursday, 05 - 14

2730145 --> Thursday, 06 - 03

2730146 --> Thursday, 05 - 19

2730147 --> Thursday, 05 - 11

2730148 --> Thursday, 05 - 30

2730149 --> Thursday, 05 - 15

2730150 --> Thursday, 05 - 07

2730151 --> Thursday, 05 - 27

2730152 --> Thursday, 05 - 11

2730153 --> Thursday, 05 - 03

2730154 --> Thursday, 05 - 23

2730155 --> Thursday, 05 - 08

2730156 --> Thursday, 05 - 27

2730157 --> Thursday, 05 - 19

2730158 --> Thursday, 05 - 11

2730159 --> Thursday, 05 - 24

2730160 --> Thursday, 05 - 15

2730161 --> Thursday, 05 - 07

2730162 --> Thursday, 05 - 27

2730163 --> Thursday, 05 - 12

2730164 --> Thursday, 05 - 31

2730165 --> Thursday, 05 - 23

2730166 --> Thursday, 05 - 08

2730167 --> Thursday, 05 - 28

2730168 --> Thursday, 05 - 19

2730169 --> Thursday, 05 - 04

2730170 --> Thursday, 05 - 24

2730171 --> Thursday, 05 - 16

2730172 --> Thursday, 04 - 30

2730173 --> Thursday, 05 - 20

2730174 --> Thursday, 05 - 12

2730175 --> Thursday, 06 - 01

2730176 --> Thursday, 05 - 16

2730177 --> Thursday, 05 - 08

2730178 --> Thursday, 05 - 28

2730179 --> Thursday, 05 - 13

2730180 --> Thursday, 05 - 04

2730181 --> Thursday, 05 - 24

2730182 --> Thursday, 05 - 16

2730183 --> Thursday, 05 - 29

2730184 --> Thursday, 05 - 20

2730185 --> Thursday, 05 - 12

2730186 --> Thursday, 05 - 25

2730187 --> Thursday, 05 - 17

2730188 --> Thursday, 05 - 08

2730189 --> Thursday, 05 - 28

2730190 --> Thursday, 05 - 13

2730191 --> Thursday, 05 - 05

2730192 --> Thursday, 05 - 24

2730193 --> Thursday, 05 - 09

2730194 --> Thursday, 05 - 29

2730195 --> Thursday, 05 - 21

2730196 --> Thursday, 05 - 05

2730197 --> Thursday, 05 - 25

2730198 --> Thursday, 05 - 17

2730199 --> Thursday, 05 - 02

2730200 --> Thursday, 05 - 22

2730201 --> Thursday, 05 - 14

2730202 --> Thursday, 06 - 03

2730203 --> Thursday, 05 - 19

2730204 --> Thursday, 05 - 10

2730205 --> Thursday, 05 - 30

2730206 --> Thursday, 05 - 15

2730207 --> Thursday, 05 - 07

2730208 --> Thursday, 05 - 26

2730209 --> Thursday, 05 - 11

2730210 --> Thursday, 05 - 03

2730211 --> Thursday, 05 - 23

2730212 --> Thursday, 05 - 14

2730213 --> Thursday, 05 - 27

2730214 --> Thursday, 05 - 19

2730215 --> Thursday, 05 - 11

2730216 --> Thursday, 05 - 30

2730217 --> Thursday, 05 - 15

2730218 --> Thursday, 05 - 07

2730219 --> Thursday, 05 - 27

2730220 --> Thursday, 05 - 11

2730221 --> Thursday, 05 - 31

2730222 --> Thursday, 05 - 23

2730223 --> Thursday, 05 - 08

2730224 --> Thursday, 05 - 27

2730225 --> Thursday, 05 - 19

2730226 --> Thursday, 05 - 04

2730227 --> Thursday, 05 - 24

2730228 --> Thursday, 05 - 15

2730229 --> Thursday, 04 - 30

2730230 --> Thursday, 05 - 20

2730231 --> Thursday, 05 - 12

2730232 --> Thursday, 05 - 31

2730233 --> Thursday, 05 - 16

2730234 --> Thursday, 05 - 08

2730235 --> Thursday, 05 - 28

2730236 --> Thursday, 05 - 19

2730237 --> Thursday, 05 - 04

2730238 --> Thursday, 05 - 24

2730239 --> Thursday, 05 - 16

2730240 --> Thursday, 05 - 28

2730241 --> Thursday, 05 - 20

2730242 --> Thursday, 05 - 12

2730243 --> Thursday, 05 - 25

2730244 --> Thursday, 05 - 16

2730245 --> Thursday, 05 - 08

2730246 --> Thursday, 05 - 28

2730247 --> Thursday, 05 - 13

2730248 --> Thursday, 05 - 04

2730249 --> Thursday, 05 - 24

2730250 --> Thursday, 05 - 09

2730251 --> Thursday, 05 - 29

