Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1410000 through 1419999



1410000 --> Thursday, 06 - 01

1410001 --> Thursday, 05 - 17

1410002 --> Thursday, 05 - 09

1410003 --> Thursday, 05 - 29

1410004 --> Thursday, 05 - 20

1410005 --> Thursday, 05 - 05

1410006 --> Thursday, 05 - 25

1410007 --> Thursday, 05 - 17

1410008 --> Thursday, 05 - 01

1410009 --> Thursday, 05 - 21

1410010 --> Thursday, 05 - 13

1410011 --> Thursday, 05 - 26

1410012 --> Thursday, 05 - 17

1410013 --> Thursday, 05 - 09

1410014 --> Thursday, 05 - 29

1410015 --> Thursday, 05 - 14

1410016 --> Thursday, 05 - 05

1410017 --> Thursday, 05 - 25

1410018 --> Thursday, 05 - 10

1410019 --> Thursday, 05 - 30

1410020 --> Thursday, 05 - 21

1410021 --> Thursday, 05 - 06

1410022 --> Thursday, 05 - 26

1410023 --> Thursday, 05 - 18

1410024 --> Thursday, 05 - 09

1410025 --> Thursday, 05 - 22

1410026 --> Thursday, 05 - 14

1410027 --> Thursday, 05 - 06

1410028 --> Thursday, 05 - 18

1410029 --> Thursday, 05 - 10

1410030 --> Thursday, 05 - 30

1410031 --> Thursday, 05 - 15

1410032 --> Thursday, 05 - 06

1410033 --> Thursday, 05 - 26

1410034 --> Thursday, 05 - 18

1410035 --> Thursday, 05 - 03

1410036 --> Thursday, 05 - 22

1410037 --> Thursday, 05 - 14

1410038 --> Thursday, 06 - 03

1410039 --> Thursday, 05 - 19

1410040 --> Thursday, 05 - 10

1410041 --> Thursday, 05 - 30

1410042 --> Thursday, 05 - 15

1410043 --> Thursday, 05 - 07

1410044 --> Thursday, 05 - 26

1410045 --> Thursday, 05 - 11

1410046 --> Thursday, 05 - 03

1410047 --> Thursday, 05 - 23

1410048 --> Thursday, 05 - 07

1410049 --> Thursday, 05 - 27

1410050 --> Thursday, 05 - 19

1410051 --> Thursday, 05 - 04

1410052 --> Thursday, 05 - 23

1410053 --> Thursday, 05 - 15

1410054 --> Thursday, 05 - 07

1410055 --> Thursday, 05 - 20

1410056 --> Thursday, 05 - 11

1410057 --> Thursday, 05 - 31

1410058 --> Thursday, 05 - 23

1410059 --> Thursday, 05 - 08

1410060 --> Thursday, 05 - 27

1410061 --> Thursday, 05 - 19

1410062 --> Thursday, 05 - 04

1410063 --> Thursday, 05 - 24

1410064 --> Thursday, 05 - 15

1410065 --> Thursday, 04 - 30

1410066 --> Thursday, 05 - 20

1410067 --> Thursday, 05 - 12

1410068 --> Thursday, 05 - 31

1410069 --> Thursday, 05 - 16

1410070 --> Thursday, 05 - 08

1410071 --> Thursday, 05 - 28

1410072 --> Thursday, 05 - 12

1410073 --> Thursday, 05 - 04

1410074 --> Thursday, 05 - 24

1410075 --> Thursday, 05 - 09

1410076 --> Thursday, 05 - 28

1410077 --> Thursday, 05 - 20

1410078 --> Thursday, 05 - 12

1410079 --> Thursday, 05 - 25

1410080 --> Thursday, 05 - 16

1410081 --> Thursday, 05 - 08

1410082 --> Thursday, 05 - 28

1410083 --> Thursday, 05 - 13

1410084 --> Thursday, 05 - 04

1410085 --> Thursday, 05 - 24

1410086 --> Thursday, 05 - 09

1410087 --> Thursday, 05 - 29

1410088 --> Thursday, 05 - 20

1410089 --> Thursday, 05 - 05

1410090 --> Thursday, 05 - 25

1410091 --> Thursday, 05 - 17

1410092 --> Thursday, 05 - 01

1410093 --> Thursday, 05 - 21

1410094 --> Thursday, 05 - 13

1410095 --> Thursday, 06 - 02

1410096 --> Thursday, 05 - 17

1410097 --> Thursday, 05 - 09

1410098 --> Thursday, 05 - 29

1410099 --> Thursday, 05 - 14

1410100 --> Thursday, 05 - 06

1410101 --> Thursday, 05 - 26

1410102 --> Thursday, 05 - 18

1410103 --> Thursday, 05 - 03

1410104 --> Thursday, 05 - 22

1410105 --> Thursday, 05 - 14

1410106 --> Thursday, 05 - 27

1410107 --> Thursday, 05 - 19

1410108 --> Thursday, 05 - 10

1410109 --> Thursday, 05 - 30

1410110 --> Thursday, 05 - 15

1410111 --> Thursday, 05 - 07

1410112 --> Thursday, 05 - 26

1410113 --> Thursday, 05 - 11

1410114 --> Thursday, 05 - 31

1410115 --> Thursday, 05 - 23

1410116 --> Thursday, 05 - 07

1410117 --> Thursday, 05 - 27

1410118 --> Thursday, 05 - 19

1410119 --> Thursday, 05 - 04

1410120 --> Thursday, 05 - 23

1410121 --> Thursday, 05 - 15

1410122 --> Thursday, 05 - 07

1410123 --> Thursday, 05 - 20

1410124 --> Thursday, 05 - 11

1410125 --> Thursday, 05 - 31

1410126 --> Thursday, 05 - 16

1410127 --> Thursday, 05 - 08

1410128 --> Thursday, 05 - 27

1410129 --> Thursday, 05 - 19

1410130 --> Thursday, 05 - 04

1410131 --> Thursday, 05 - 24

1410132 --> Thursday, 05 - 15

1410133 --> Thursday, 05 - 28

1410134 --> Thursday, 05 - 20

1410135 --> Thursday, 05 - 12

1410136 --> Thursday, 05 - 31

1410137 --> Thursday, 05 - 16

1410138 --> Thursday, 05 - 08

1410139 --> Thursday, 05 - 28

1410140 --> Thursday, 05 - 12

1410141 --> Thursday, 05 - 04

1410142 --> Thursday, 05 - 24

1410143 --> Thursday, 05 - 09

1410144 --> Thursday, 05 - 28

1410145 --> Thursday, 05 - 20

1410146 --> Thursday, 05 - 05

1410147 --> Thursday, 05 - 25

1410148 --> Thursday, 05 - 16

1410149 --> Thursday, 05 - 08

1410150 --> Thursday, 05 - 21

1410151 --> Thursday, 05 - 13

1410152 --> Thursday, 06 - 01

1410153 --> Thursday, 05 - 24

1410154 --> Thursday, 05 - 09

1410155 --> Thursday, 05 - 29

1410156 --> Thursday, 05 - 20

1410157 --> Thursday, 05 - 05

1410158 --> Thursday, 05 - 25

1410159 --> Thursday, 05 - 17

1410160 --> Thursday, 05 - 01

1410161 --> Thursday, 05 - 21

1410162 --> Thursday, 05 - 13

1410163 --> Thursday, 06 - 02

1410164 --> Thursday, 05 - 17

1410165 --> Thursday, 05 - 09

1410166 --> Thursday, 05 - 29

1410167 --> Thursday, 05 - 14

1410168 --> Thursday, 05 - 05

1410169 --> Thursday, 05 - 25

1410170 --> Thursday, 05 - 10

1410171 --> Thursday, 05 - 30

1410172 --> Thursday, 05 - 21

1410173 --> Thursday, 05 - 13

1410174 --> Thursday, 05 - 26

1410175 --> Thursday, 05 - 18

1410176 --> Thursday, 05 - 09

1410177 --> Thursday, 05 - 29

1410178 --> Thursday, 05 - 14

1410179 --> Thursday, 05 - 06

