Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2950000 through 2959999



2950000 --> Thursday, 05 - 11

2950001 --> Thursday, 05 - 31

2950002 --> Thursday, 05 - 16

2950003 --> Thursday, 05 - 08

2950004 --> Thursday, 05 - 27

2950005 --> Thursday, 05 - 12

2950006 --> Thursday, 05 - 04

2950007 --> Thursday, 05 - 24

2950008 --> Thursday, 05 - 15

2950009 --> Thursday, 05 - 28

2950010 --> Thursday, 05 - 20

2950011 --> Thursday, 05 - 12

2950012 --> Thursday, 05 - 31

2950013 --> Thursday, 05 - 16

2950014 --> Thursday, 05 - 08

2950015 --> Thursday, 05 - 28

2950016 --> Thursday, 05 - 12

2950017 --> Thursday, 06 - 01

2950018 --> Thursday, 05 - 24

2950019 --> Thursday, 05 - 09

2950020 --> Thursday, 05 - 28

2950021 --> Thursday, 05 - 20

2950022 --> Thursday, 05 - 05

2950023 --> Thursday, 05 - 25

2950024 --> Thursday, 05 - 16

2950025 --> Thursday, 05 - 01

2950026 --> Thursday, 05 - 21

2950027 --> Thursday, 05 - 13

2950028 --> Thursday, 06 - 01

2950029 --> Thursday, 05 - 17

2950030 --> Thursday, 05 - 09

2950031 --> Thursday, 05 - 29

2950032 --> Thursday, 05 - 20

2950033 --> Thursday, 05 - 05

2950034 --> Thursday, 05 - 25

2950035 --> Thursday, 05 - 10

2950036 --> Thursday, 05 - 29

2950037 --> Thursday, 05 - 21

2950038 --> Thursday, 05 - 13

2950039 --> Thursday, 05 - 26

2950040 --> Thursday, 05 - 17

2950041 --> Thursday, 05 - 09

2950042 --> Thursday, 05 - 29

2950043 --> Thursday, 05 - 14

2950044 --> Thursday, 05 - 05

2950045 --> Thursday, 05 - 25

2950046 --> Thursday, 05 - 10

2950047 --> Thursday, 05 - 30

2950048 --> Thursday, 05 - 21

2950049 --> Thursday, 05 - 06

2950050 --> Thursday, 05 - 26

2950051 --> Thursday, 05 - 18

2950052 --> Thursday, 05 - 09

2950053 --> Thursday, 05 - 22

2950054 --> Thursday, 05 - 14

2950055 --> Thursday, 06 - 03

2950056 --> Thursday, 05 - 18

2950057 --> Thursday, 05 - 10

2950058 --> Thursday, 05 - 30

2950059 --> Thursday, 05 - 15

2950060 --> Thursday, 05 - 06

2950061 --> Thursday, 05 - 26

2950062 --> Thursday, 05 - 18

2950063 --> Thursday, 05 - 03

2950064 --> Thursday, 05 - 22

2950065 --> Thursday, 05 - 14

2950066 --> Thursday, 05 - 27

2950067 --> Thursday, 05 - 19

2950068 --> Thursday, 05 - 10

2950069 --> Thursday, 05 - 30

2950070 --> Thursday, 05 - 15

2950071 --> Thursday, 05 - 07

2950072 --> Thursday, 05 - 26

2950073 --> Thursday, 05 - 11

2950074 --> Thursday, 05 - 31

2950075 --> Thursday, 05 - 23

2950076 --> Thursday, 05 - 07

2950077 --> Thursday, 05 - 27

2950078 --> Thursday, 05 - 19

2950079 --> Thursday, 05 - 04

2950080 --> Thursday, 05 - 23

2950081 --> Thursday, 05 - 15

2950082 --> Thursday, 05 - 07

2950083 --> Thursday, 05 - 20

2950084 --> Thursday, 05 - 11

2950085 --> Thursday, 05 - 31

2950086 --> Thursday, 05 - 23

2950087 --> Thursday, 05 - 08

2950088 --> Thursday, 05 - 27

2950089 --> Thursday, 05 - 19

2950090 --> Thursday, 05 - 04

2950091 --> Thursday, 05 - 24

2950092 --> Thursday, 05 - 15

2950093 --> Thursday, 05 - 28

2950094 --> Thursday, 05 - 20

2950095 --> Thursday, 05 - 12

2950096 --> Thursday, 05 - 31

2950097 --> Thursday, 05 - 16

2950098 --> Thursday, 05 - 08

2950099 --> Thursday, 05 - 28

2950100 --> Thursday, 05 - 13

2950101 --> Thursday, 05 - 05

2950102 --> Thursday, 05 - 25

2950103 --> Thursday, 05 - 10

2950104 --> Thursday, 05 - 29

2950105 --> Thursday, 05 - 21

2950106 --> Thursday, 05 - 13

2950107 --> Thursday, 05 - 26

2950108 --> Thursday, 05 - 17

2950109 --> Thursday, 05 - 09

2950110 --> Thursday, 05 - 29

2950111 --> Thursday, 05 - 14

2950112 --> Thursday, 05 - 05

2950113 --> Thursday, 05 - 25

2950114 --> Thursday, 05 - 10

2950115 --> Thursday, 05 - 30

2950116 --> Thursday, 05 - 21

2950117 --> Thursday, 05 - 06

2950118 --> Thursday, 05 - 26

2950119 --> Thursday, 05 - 18

2950120 --> Thursday, 05 - 02

2950121 --> Thursday, 05 - 22

2950122 --> Thursday, 05 - 14

2950123 --> Thursday, 06 - 03

2950124 --> Thursday, 05 - 18

2950125 --> Thursday, 05 - 10

2950126 --> Thursday, 05 - 30

2950127 --> Thursday, 05 - 15

2950128 --> Thursday, 05 - 06

2950129 --> Thursday, 05 - 26

2950130 --> Thursday, 05 - 11

2950131 --> Thursday, 05 - 03

2950132 --> Thursday, 05 - 22

2950133 --> Thursday, 05 - 14

2950134 --> Thursday, 05 - 27

2950135 --> Thursday, 05 - 19

2950136 --> Thursday, 05 - 10

2950137 --> Thursday, 05 - 30

2950138 --> Thursday, 05 - 15

2950139 --> Thursday, 05 - 07

2950140 --> Thursday, 05 - 26

2950141 --> Thursday, 05 - 11

2950142 --> Thursday, 05 - 31

2950143 --> Thursday, 05 - 23

2950144 --> Thursday, 05 - 07

2950145 --> Thursday, 05 - 27

2950146 --> Thursday, 05 - 19

2950147 --> Thursday, 05 - 04

2950148 --> Thursday, 05 - 23

2950149 --> Thursday, 05 - 15

2950150 --> Thursday, 04 - 30

2950151 --> Thursday, 05 - 20

2950152 --> Thursday, 05 - 11

2950153 --> Thursday, 05 - 31

2950154 --> Thursday, 05 - 16

2950155 --> Thursday, 05 - 08

2950156 --> Thursday, 05 - 27

2950157 --> Thursday, 05 - 19

2950158 --> Thursday, 05 - 04

2950159 --> Thursday, 05 - 24

2950160 --> Thursday, 05 - 15

2950161 --> Thursday, 05 - 28

2950162 --> Thursday, 05 - 20

2950163 --> Thursday, 05 - 12

2950164 --> Thursday, 05 - 31

2950165 --> Thursday, 05 - 16

2950166 --> Thursday, 05 - 08

2950167 --> Thursday, 05 - 28

