Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5460000 through 5469999



5460000 --> Thursday, 05 - 11

5460001 --> Thursday, 05 - 24

5460002 --> Thursday, 05 - 16

5460003 --> Thursday, 05 - 08

5460004 --> Thursday, 05 - 27

5460005 --> Thursday, 05 - 12

5460006 --> Thursday, 06 - 01

5460007 --> Thursday, 05 - 24

5460008 --> Thursday, 05 - 08

5460009 --> Thursday, 05 - 28

5460010 --> Thursday, 05 - 20

5460011 --> Thursday, 05 - 05

5460012 --> Thursday, 05 - 24

5460013 --> Thursday, 05 - 16

5460014 --> Thursday, 05 - 01

5460015 --> Thursday, 05 - 21

5460016 --> Thursday, 05 - 12

5460017 --> Thursday, 06 - 01

5460018 --> Thursday, 05 - 17

5460019 --> Thursday, 05 - 09

5460020 --> Thursday, 05 - 28

5460021 --> Thursday, 05 - 13

5460022 --> Thursday, 05 - 05

5460023 --> Thursday, 05 - 25

5460024 --> Thursday, 05 - 16

5460025 --> Thursday, 05 - 29

5460026 --> Thursday, 05 - 21

5460027 --> Thursday, 05 - 13

5460028 --> Thursday, 06 - 01

5460029 --> Thursday, 05 - 17

5460030 --> Thursday, 05 - 09

5460031 --> Thursday, 05 - 22

5460032 --> Thursday, 05 - 13

5460033 --> Thursday, 05 - 05

5460034 --> Thursday, 05 - 25

5460035 --> Thursday, 05 - 10

5460036 --> Thursday, 05 - 29

5460037 --> Thursday, 05 - 21

5460038 --> Thursday, 05 - 06

5460039 --> Thursday, 05 - 26

5460040 --> Thursday, 05 - 17

5460041 --> Thursday, 05 - 02

5460042 --> Thursday, 05 - 22

5460043 --> Thursday, 05 - 14

5460044 --> Thursday, 06 - 02

5460045 --> Thursday, 05 - 18

5460046 --> Thursday, 05 - 10

5460047 --> Thursday, 05 - 30

5460048 --> Thursday, 05 - 21

5460049 --> Thursday, 05 - 06

5460050 --> Thursday, 05 - 26

5460051 --> Thursday, 05 - 11

5460052 --> Thursday, 05 - 02

5460053 --> Thursday, 05 - 22

5460054 --> Thursday, 05 - 14

5460055 --> Thursday, 05 - 27

5460056 --> Thursday, 05 - 18

5460057 --> Thursday, 05 - 10

5460058 --> Thursday, 05 - 30

5460059 --> Thursday, 05 - 15

5460060 --> Thursday, 05 - 06

5460061 --> Thursday, 05 - 26

5460062 --> Thursday, 05 - 11

5460063 --> Thursday, 05 - 31

5460064 --> Thursday, 05 - 22

5460065 --> Thursday, 05 - 07

5460066 --> Thursday, 05 - 27

5460067 --> Thursday, 05 - 19

5460068 --> Thursday, 05 - 03

5460069 --> Thursday, 05 - 23

5460070 --> Thursday, 05 - 15

5460071 --> Thursday, 04 - 30

5460072 --> Thursday, 05 - 19

5460073 --> Thursday, 05 - 11

5460074 --> Thursday, 05 - 31

5460075 --> Thursday, 05 - 16

5460076 --> Thursday, 05 - 07

5460077 --> Thursday, 05 - 27

5460078 --> Thursday, 05 - 19

5460079 --> Thursday, 05 - 04

5460080 --> Thursday, 05 - 23

5460081 --> Thursday, 05 - 15

5460082 --> Thursday, 05 - 28

5460083 --> Thursday, 05 - 20

5460084 --> Thursday, 05 - 11

5460085 --> Thursday, 05 - 31

5460086 --> Thursday, 05 - 16

5460087 --> Thursday, 05 - 08

5460088 --> Thursday, 05 - 27

5460089 --> Thursday, 05 - 12

5460090 --> Thursday, 05 - 04

5460091 --> Thursday, 05 - 24

5460092 --> Thursday, 05 - 08

5460093 --> Thursday, 05 - 28

5460094 --> Thursday, 05 - 20

5460095 --> Thursday, 05 - 05

5460096 --> Thursday, 05 - 24

5460097 --> Thursday, 05 - 16

5460098 --> Thursday, 05 - 08

5460099 --> Thursday, 05 - 21

5460100 --> Thursday, 05 - 13

5460101 --> Thursday, 05 - 05

5460102 --> Thursday, 05 - 25

5460103 --> Thursday, 05 - 10

5460104 --> Thursday, 05 - 29

5460105 --> Thursday, 05 - 21

5460106 --> Thursday, 05 - 06

5460107 --> Thursday, 05 - 26

5460108 --> Thursday, 05 - 17

5460109 --> Thursday, 05 - 02

5460110 --> Thursday, 05 - 22

5460111 --> Thursday, 05 - 14

5460112 --> Thursday, 06 - 02

5460113 --> Thursday, 05 - 18

5460114 --> Thursday, 05 - 10

5460115 --> Thursday, 05 - 30

5460116 --> Thursday, 05 - 14

5460117 --> Thursday, 05 - 06

5460118 --> Thursday, 05 - 26

5460119 --> Thursday, 05 - 11

5460120 --> Thursday, 05 - 02

5460121 --> Thursday, 05 - 22

5460122 --> Thursday, 05 - 14

5460123 --> Thursday, 05 - 27

5460124 --> Thursday, 05 - 18

5460125 --> Thursday, 05 - 10

5460126 --> Thursday, 05 - 23

5460127 --> Thursday, 05 - 15

5460128 --> Thursday, 05 - 06

5460129 --> Thursday, 05 - 26

5460130 --> Thursday, 05 - 11

5460131 --> Thursday, 05 - 31

5460132 --> Thursday, 05 - 22

5460133 --> Thursday, 05 - 07

5460134 --> Thursday, 05 - 27

5460135 --> Thursday, 05 - 19

5460136 --> Thursday, 05 - 03

5460137 --> Thursday, 05 - 23

5460138 --> Thursday, 05 - 15

5460139 --> Thursday, 04 - 30

5460140 --> Thursday, 05 - 19

5460141 --> Thursday, 05 - 11

5460142 --> Thursday, 05 - 31

5460143 --> Thursday, 05 - 16

5460144 --> Thursday, 05 - 07

