Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2630000 through 2639999



2630000 --> Thursday, 05 - 04

2630001 --> Thursday, 05 - 24

2630002 --> Thursday, 05 - 16

2630003 --> Thursday, 05 - 01

2630004 --> Thursday, 05 - 20

2630005 --> Thursday, 05 - 12

2630006 --> Thursday, 06 - 01

2630007 --> Thursday, 05 - 17

2630008 --> Thursday, 05 - 08

2630009 --> Thursday, 05 - 28

2630010 --> Thursday, 05 - 13

2630011 --> Thursday, 05 - 05

2630012 --> Thursday, 05 - 24

2630013 --> Thursday, 05 - 16

2630014 --> Thursday, 05 - 29

2630015 --> Thursday, 05 - 21

2630016 --> Thursday, 05 - 12

2630017 --> Thursday, 06 - 01

2630018 --> Thursday, 05 - 17

2630019 --> Thursday, 05 - 09

2630020 --> Thursday, 05 - 28

2630021 --> Thursday, 05 - 13

2630022 --> Thursday, 05 - 05

2630023 --> Thursday, 05 - 25

2630024 --> Thursday, 05 - 09

2630025 --> Thursday, 05 - 29

2630026 --> Thursday, 05 - 21

2630027 --> Thursday, 05 - 06

2630028 --> Thursday, 05 - 25

2630029 --> Thursday, 05 - 17

2630030 --> Thursday, 05 - 02

2630031 --> Thursday, 05 - 22

2630032 --> Thursday, 05 - 13

2630033 --> Thursday, 06 - 02

2630034 --> Thursday, 05 - 18

2630035 --> Thursday, 05 - 10

2630036 --> Thursday, 05 - 29

2630037 --> Thursday, 05 - 14

2630038 --> Thursday, 05 - 06

2630039 --> Thursday, 05 - 26

2630040 --> Thursday, 05 - 17

2630041 --> Thursday, 05 - 02

2630042 --> Thursday, 05 - 22

2630043 --> Thursday, 05 - 14

2630044 --> Thursday, 06 - 02

2630045 --> Thursday, 05 - 18

2630046 --> Thursday, 05 - 10

2630047 --> Thursday, 05 - 30

2630048 --> Thursday, 05 - 14

2630049 --> Thursday, 05 - 06

2630050 --> Thursday, 05 - 26

2630051 --> Thursday, 05 - 11

2630052 --> Thursday, 05 - 30

2630053 --> Thursday, 05 - 22

2630054 --> Thursday, 05 - 07

2630055 --> Thursday, 05 - 27

2630056 --> Thursday, 05 - 18

2630057 --> Thursday, 05 - 03

2630058 --> Thursday, 05 - 23

2630059 --> Thursday, 05 - 15

2630060 --> Thursday, 05 - 06

2630061 --> Thursday, 05 - 19

2630062 --> Thursday, 05 - 11

