Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3850000 through 3859999



3850000 --> Thursday, 05 - 11

3850001 --> Thursday, 05 - 31

3850002 --> Thursday, 05 - 23

3850003 --> Thursday, 05 - 08

3850004 --> Thursday, 05 - 27

3850005 --> Thursday, 05 - 19

3850006 --> Thursday, 05 - 04

3850007 --> Thursday, 05 - 24

3850008 --> Thursday, 05 - 15

3850009 --> Thursday, 05 - 28

3850010 --> Thursday, 05 - 20

3850011 --> Thursday, 05 - 12

3850012 --> Thursday, 05 - 31

3850013 --> Thursday, 05 - 16

3850014 --> Thursday, 05 - 08

3850015 --> Thursday, 05 - 28

3850016 --> Thursday, 05 - 12

3850017 --> Thursday, 05 - 04

3850018 --> Thursday, 05 - 24

3850019 --> Thursday, 05 - 09

3850020 --> Thursday, 05 - 28

3850021 --> Thursday, 05 - 20

3850022 --> Thursday, 05 - 12

3850023 --> Thursday, 05 - 25

3850024 --> Thursday, 05 - 16

3850025 --> Thursday, 05 - 08

3850026 --> Thursday, 05 - 28

3850027 --> Thursday, 05 - 13

3850028 --> Thursday, 06 - 01

3850029 --> Thursday, 05 - 24

3850030 --> Thursday, 05 - 09

3850031 --> Thursday, 05 - 29

3850032 --> Thursday, 05 - 20

3850033 --> Thursday, 05 - 05

3850034 --> Thursday, 05 - 25

3850035 --> Thursday, 05 - 17

3850036 --> Thursday, 05 - 01

3850037 --> Thursday, 05 - 21

3850038 --> Thursday, 05 - 13

3850039 --> Thursday, 06 - 02

3850040 --> Thursday, 05 - 17

3850041 --> Thursday, 05 - 09

3850042 --> Thursday, 05 - 29

3850043 --> Thursday, 05 - 14

3850044 --> Thursday, 05 - 05

3850045 --> Thursday, 05 - 25

3850046 --> Thursday, 05 - 10

3850047 --> Thursday, 05 - 30

3850048 --> Thursday, 05 - 21

3850049 --> Thursday, 05 - 13

3850050 --> Thursday, 05 - 26

3850051 --> Thursday, 05 - 18

3850052 --> Thursday, 05 - 09

3850053 --> Thursday, 05 - 29

3850054 --> Thursday, 05 - 14

3850055 --> Thursday, 05 - 06

3850056 --> Thursday, 05 - 25

3850057 --> Thursday, 05 - 10

3850058 --> Thursday, 05 - 30

3850059 --> Thursday, 05 - 22

3850060 --> Thursday, 05 - 06

3850061 --> Thursday, 05 - 26

3850062 --> Thursday, 05 - 18

3850063 --> Thursday, 05 - 03

3850064 --> Thursday, 05 - 22

3850065 --> Thursday, 05 - 14

3850066 --> Thursday, 06 - 03

3850067 --> Thursday, 05 - 19

3850068 --> Thursday, 05 - 10

3850069 --> Thursday, 05 - 30

3850070 --> Thursday, 05 - 15

3850071 --> Thursday, 05 - 07

3850072 --> Thursday, 05 - 26

3850073 --> Thursday, 05 - 18

3850074 --> Thursday, 05 - 03

3850075 --> Thursday, 05 - 23

3850076 --> Thursday, 05 - 14

3850077 --> Thursday, 05 - 27

3850078 --> Thursday, 05 - 19

3850079 --> Thursday, 05 - 11

3850080 --> Thursday, 05 - 30

3850081 --> Thursday, 05 - 15

3850082 --> Thursday, 05 - 07

3850083 --> Thursday, 05 - 27

3850084 --> Thursday, 05 - 11

3850085 --> Thursday, 05 - 31

3850086 --> Thursday, 05 - 23

3850087 --> Thursday, 05 - 08

3850088 --> Thursday, 05 - 27

3850089 --> Thursday, 05 - 19

3850090 --> Thursday, 05 - 04

3850091 --> Thursday, 05 - 24

3850092 --> Thursday, 05 - 15

3850093 --> Thursday, 05 - 07

3850094 --> Thursday, 05 - 20

3850095 --> Thursday, 05 - 12

3850096 --> Thursday, 05 - 31

3850097 --> Thursday, 05 - 23

3850098 --> Thursday, 05 - 08

