Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4530000 through 4539999



4530000 --> Thursday, 05 - 18

4530001 --> Thursday, 05 - 03

4530002 --> Thursday, 05 - 23

4530003 --> Thursday, 05 - 15

4530004 --> Thursday, 06 - 03

4530005 --> Thursday, 05 - 19

4530006 --> Thursday, 05 - 11

4530007 --> Thursday, 05 - 31

4530008 --> Thursday, 05 - 15

4530009 --> Thursday, 05 - 07

4530010 --> Thursday, 05 - 27

4530011 --> Thursday, 05 - 12

4530012 --> Thursday, 05 - 03

4530013 --> Thursday, 05 - 23

4530014 --> Thursday, 05 - 15

4530015 --> Thursday, 05 - 28

4530016 --> Thursday, 05 - 19

4530017 --> Thursday, 05 - 11

4530018 --> Thursday, 05 - 24

4530019 --> Thursday, 05 - 16

4530020 --> Thursday, 05 - 07

4530021 --> Thursday, 05 - 27

4530022 --> Thursday, 05 - 12

4530023 --> Thursday, 06 - 01

4530024 --> Thursday, 05 - 23

4530025 --> Thursday, 05 - 08

4530026 --> Thursday, 05 - 28

4530027 --> Thursday, 05 - 20

4530028 --> Thursday, 05 - 04

4530029 --> Thursday, 05 - 24

4530030 --> Thursday, 05 - 16

4530031 --> Thursday, 05 - 01

4530032 --> Thursday, 05 - 20

4530033 --> Thursday, 05 - 12

4530034 --> Thursday, 06 - 01

4530035 --> Thursday, 05 - 17

4530036 --> Thursday, 05 - 08

4530037 --> Thursday, 05 - 28

4530038 --> Thursday, 05 - 13

4530039 --> Thursday, 05 - 05

4530040 --> Thursday, 05 - 24

4530041 --> Thursday, 05 - 16

4530042 --> Thursday, 05 - 29

4530043 --> Thursday, 05 - 21

4530044 --> Thursday, 05 - 12

4530045 --> Thursday, 06 - 01

4530046 --> Thursday, 05 - 17

4530047 --> Thursday, 05 - 09

4530048 --> Thursday, 05 - 28

4530049 --> Thursday, 05 - 13

4530050 --> Thursday, 05 - 05

4530051 --> Thursday, 05 - 25

4530052 --> Thursday, 05 - 09

4530053 --> Thursday, 05 - 29

4530054 --> Thursday, 05 - 21

4530055 --> Thursday, 05 - 06

4530056 --> Thursday, 05 - 25

4530057 --> Thursday, 05 - 17

4530058 --> Thursday, 05 - 02

4530059 --> Thursday, 05 - 22

4530060 --> Thursday, 05 - 13

4530061 --> Thursday, 06 - 02

4530062 --> Thursday, 05 - 18

4530063 --> Thursday, 05 - 10

4530064 --> Thursday, 05 - 29

4530065 --> Thursday, 05 - 21

4530066 --> Thursday, 05 - 06

4530067 --> Thursday, 05 - 26

4530068 --> Thursday, 05 - 17

4530069 --> Thursday, 05 - 02

4530070 --> Thursday, 05 - 22

4530071 --> Thursday, 05 - 14

4530072 --> Thursday, 06 - 02

4530073 --> Thursday, 05 - 18

4530074 --> Thursday, 05 - 10

4530075 --> Thursday, 05 - 30

4530076 --> Thursday, 05 - 14

4530077 --> Thursday, 05 - 06

4530078 --> Thursday, 05 - 26

4530079 --> Thursday, 05 - 11

4530080 --> Thursday, 05 - 30

4530081 --> Thursday, 05 - 22

4530082 --> Thursday, 05 - 07

4530083 --> Thursday, 05 - 27

4530084 --> Thursday, 05 - 18

4530085 --> Thursday, 05 - 10

4530086 --> Thursday, 05 - 23

4530087 --> Thursday, 05 - 15

4530088 --> Thursday, 05 - 06

4530089 --> Thursday, 05 - 26

4530090 --> Thursday, 05 - 11

4530091 --> Thursday, 05 - 31

4530092 --> Thursday, 05 - 22

4530093 --> Thursday, 05 - 07

4530094 --> Thursday, 05 - 27

4530095 --> Thursday, 05 - 19

4530096 --> Thursday, 05 - 03

4530097 --> Thursday, 05 - 23

4530098 --> Thursday, 05 - 15

4530099 --> Thursday, 05 - 28

4530100 --> Thursday, 05 - 20

4530101 --> Thursday, 05 - 12

4530102 --> Thursday, 06 - 01

4530103 --> Thursday, 05 - 17

4530104 --> Thursday, 05 - 08

4530105 --> Thursday, 05 - 28

4530106 --> Thursday, 05 - 13

4530107 --> Thursday, 05 - 05

4530108 --> Thursday, 05 - 24

4530109 --> Thursday, 05 - 16

4530110 --> Thursday, 05 - 29

4530111 --> Thursday, 05 - 21

4530112 --> Thursday, 05 - 12

4530113 --> Thursday, 05 - 25

4530114 --> Thursday, 05 - 17

4530115 --> Thursday, 05 - 09

4530116 --> Thursday, 05 - 28

4530117 --> Thursday, 05 - 13

4530118 --> Thursday, 05 - 05

4530119 --> Thursday, 05 - 25

4530120 --> Thursday, 05 - 09

4530121 --> Thursday, 05 - 29

4530122 --> Thursday, 05 - 21

4530123 --> Thursday, 05 - 06

4530124 --> Thursday, 05 - 25

4530125 --> Thursday, 05 - 17

4530126 --> Thursday, 05 - 02

4530127 --> Thursday, 05 - 22

4530128 --> Thursday, 05 - 13

4530129 --> Thursday, 06 - 02

4530130 --> Thursday, 05 - 18

4530131 --> Thursday, 05 - 10

4530132 --> Thursday, 05 - 29

4530133 --> Thursday, 05 - 14

4530134 --> Thursday, 05 - 06

4530135 --> Thursday, 05 - 26

4530136 --> Thursday, 05 - 17

4530137 --> Thursday, 05 - 02

4530138 --> Thursday, 05 - 22

4530139 --> Thursday, 05 - 14

4530140 --> Thursday, 06 - 02

4530141 --> Thursday, 05 - 18

4530142 --> Thursday, 05 - 10

4530143 --> Thursday, 05 - 30

4530144 --> Thursday, 05 - 14

4530145 --> Thursday, 05 - 06

4530146 --> Thursday, 05 - 26

4530147 --> Thursday, 05 - 11

4530148 --> Thursday, 05 - 30

4530149 --> Thursday, 05 - 22

4530150 --> Thursday, 05 - 07

4530151 --> Thursday, 05 - 27

4530152 --> Thursday, 05 - 18

4530153 --> Thursday, 05 - 03

4530154 --> Thursday, 05 - 23

4530155 --> Thursday, 05 - 15

4530156 --> Thursday, 05 - 06

4530157 --> Thursday, 05 - 19

4530158 --> Thursday, 05 - 11

4530159 --> Thursday, 05 - 31

4530160 --> Thursday, 05 - 22

4530161 --> Thursday, 05 - 07

4530162 --> Thursday, 05 - 27

4530163 --> Thursday, 05 - 19

4530164 --> Thursday, 05 - 03

