Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3700000 through 3709999



3700000 --> Thursday, 06 - 01

3700001 --> Thursday, 05 - 24

3700002 --> Thursday, 05 - 09

3700003 --> Thursday, 05 - 29

3700004 --> Thursday, 05 - 20

3700005 --> Thursday, 05 - 05

3700006 --> Thursday, 05 - 25

3700007 --> Thursday, 05 - 17

3700008 --> Thursday, 05 - 01

3700009 --> Thursday, 05 - 21

3700010 --> Thursday, 05 - 13

3700011 --> Thursday, 06 - 02

3700012 --> Thursday, 05 - 17

3700013 --> Thursday, 05 - 09

3700014 --> Thursday, 05 - 29

3700015 --> Thursday, 05 - 14

3700016 --> Thursday, 05 - 05

3700017 --> Thursday, 05 - 25

3700018 --> Thursday, 05 - 10

3700019 --> Thursday, 05 - 30

3700020 --> Thursday, 05 - 21

3700021 --> Thursday, 05 - 13

3700022 --> Thursday, 05 - 26

3700023 --> Thursday, 05 - 18

3700024 --> Thursday, 05 - 09

3700025 --> Thursday, 05 - 22

3700026 --> Thursday, 05 - 14

3700027 --> Thursday, 05 - 06

3700028 --> Thursday, 05 - 25

3700029 --> Thursday, 05 - 10

3700030 --> Thursday, 05 - 30

3700031 --> Thursday, 05 - 22

3700032 --> Thursday, 05 - 06

3700033 --> Thursday, 05 - 26

3700034 --> Thursday, 05 - 18

3700035 --> Thursday, 05 - 03

3700036 --> Thursday, 05 - 22

3700037 --> Thursday, 05 - 14

3700038 --> Thursday, 06 - 03

3700039 --> Thursday, 05 - 19

3700040 --> Thursday, 05 - 10

3700041 --> Thursday, 05 - 30

3700042 --> Thursday, 05 - 15

3700043 --> Thursday, 05 - 07

3700044 --> Thursday, 05 - 26

3700045 --> Thursday, 05 - 11

3700046 --> Thursday, 05 - 03

3700047 --> Thursday, 05 - 23

3700048 --> Thursday, 05 - 14

3700049 --> Thursday, 05 - 27

3700050 --> Thursday, 05 - 19

3700051 --> Thursday, 05 - 11

3700052 --> Thursday, 05 - 30

3700053 --> Thursday, 05 - 15

3700054 --> Thursday, 05 - 07

3700055 --> Thursday, 05 - 27

3700056 --> Thursday, 05 - 11

3700057 --> Thursday, 05 - 31

3700058 --> Thursday, 05 - 23

3700059 --> Thursday, 05 - 08

