Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0340000 through 0349999



0340000 --> Thursday, 05 - 04

0340001 --> Thursday, 05 - 24

0340002 --> Thursday, 05 - 16

0340003 --> Thursday, 05 - 01

0340004 --> Thursday, 05 - 20

0340005 --> Thursday, 05 - 12

0340006 --> Thursday, 06 - 01

0340007 --> Thursday, 05 - 17

0340008 --> Thursday, 05 - 08

0340009 --> Thursday, 05 - 28

0340010 --> Thursday, 05 - 13

0340011 --> Thursday, 05 - 05

0340012 --> Thursday, 05 - 24

0340013 --> Thursday, 05 - 09

0340014 --> Thursday, 05 - 29

0340015 --> Thursday, 05 - 21

0340016 --> Thursday, 05 - 12

0340017 --> Thursday, 05 - 25

0340018 --> Thursday, 05 - 17

0340019 --> Thursday, 05 - 09

0340020 --> Thursday, 05 - 28

0340021 --> Thursday, 05 - 13

0340022 --> Thursday, 05 - 05

0340023 --> Thursday, 05 - 25

0340024 --> Thursday, 05 - 09

0340025 --> Thursday, 05 - 29

0340026 --> Thursday, 05 - 21

0340027 --> Thursday, 05 - 06

0340028 --> Thursday, 05 - 25

0340029 --> Thursday, 05 - 17

0340030 --> Thursday, 05 - 02

0340031 --> Thursday, 05 - 22

0340032 --> Thursday, 05 - 13

0340033 --> Thursday, 06 - 02

0340034 --> Thursday, 05 - 18

0340035 --> Thursday, 05 - 10

0340036 --> Thursday, 05 - 29

0340037 --> Thursday, 05 - 14

0340038 --> Thursday, 05 - 06

0340039 --> Thursday, 05 - 26

0340040 --> Thursday, 05 - 17

0340041 --> Thursday, 05 - 02

0340042 --> Thursday, 05 - 22

0340043 --> Thursday, 05 - 07

0340044 --> Thursday, 05 - 26

0340045 --> Thursday, 05 - 18

0340046 --> Thursday, 05 - 10

0340047 --> Thursday, 05 - 23

0340048 --> Thursday, 05 - 14

0340049 --> Thursday, 05 - 06

0340050 --> Thursday, 05 - 26

0340051 --> Thursday, 05 - 11

0340052 --> Thursday, 05 - 30

0340053 --> Thursday, 05 - 22

0340054 --> Thursday, 05 - 07

0340055 --> Thursday, 05 - 27

0340056 --> Thursday, 05 - 18

0340057 --> Thursday, 05 - 03

0340058 --> Thursday, 05 - 23

0340059 --> Thursday, 05 - 15

0340060 --> Thursday, 05 - 06

0340061 --> Thursday, 05 - 19

0340062 --> Thursday, 05 - 11

0340063 --> Thursday, 05 - 31

0340064 --> Thursday, 05 - 15

0340065 --> Thursday, 05 - 07

0340066 --> Thursday, 05 - 27

0340067 --> Thursday, 05 - 12

0340068 --> Thursday, 05 - 03

0340069 --> Thursday, 05 - 23

0340070 --> Thursday, 05 - 15

0340071 --> Thursday, 05 - 28

0340072 --> Thursday, 05 - 19

0340073 --> Thursday, 05 - 11

0340074 --> Thursday, 05 - 31

0340075 --> Thursday, 05 - 16

0340076 --> Thursday, 05 - 07

0340077 --> Thursday, 05 - 27

0340078 --> Thursday, 05 - 12

0340079 --> Thursday, 05 - 04

0340080 --> Thursday, 05 - 23

0340081 --> Thursday, 05 - 08

0340082 --> Thursday, 05 - 28

0340083 --> Thursday, 05 - 20

0340084 --> Thursday, 05 - 04

0340085 --> Thursday, 05 - 24

0340086 --> Thursday, 05 - 16

0340087 --> Thursday, 05 - 01

0340088 --> Thursday, 05 - 20

0340089 --> Thursday, 05 - 12

0340090 --> Thursday, 06 - 01

0340091 --> Thursday, 05 - 17

0340092 --> Thursday, 05 - 08

0340093 --> Thursday, 05 - 28

0340094 --> Thursday, 05 - 20

0340095 --> Thursday, 05 - 05

0340096 --> Thursday, 05 - 24

0340097 --> Thursday, 05 - 16

0340098 --> Thursday, 05 - 01

0340099 --> Thursday, 05 - 21

0340100 --> Thursday, 05 - 13

0340101 --> Thursday, 06 - 02

0340102 --> Thursday, 05 - 18

0340103 --> Thursday, 05 - 10

0340104 --> Thursday, 05 - 29

0340105 --> Thursday, 05 - 14

0340106 --> Thursday, 05 - 06

0340107 --> Thursday, 05 - 26

0340108 --> Thursday, 05 - 10

0340109 --> Thursday, 05 - 30

0340110 --> Thursday, 05 - 22

0340111 --> Thursday, 05 - 07

0340112 --> Thursday, 05 - 26

0340113 --> Thursday, 05 - 18

0340114 --> Thursday, 05 - 10

0340115 --> Thursday, 05 - 23

0340116 --> Thursday, 05 - 14

0340117 --> Thursday, 05 - 06

0340118 --> Thursday, 05 - 26

0340119 --> Thursday, 05 - 11

0340120 --> Thursday, 05 - 30

0340121 --> Thursday, 05 - 22

0340122 --> Thursday, 05 - 07

0340123 --> Thursday, 05 - 27

0340124 --> Thursday, 05 - 18

0340125 --> Thursday, 05 - 03

0340126 --> Thursday, 05 - 23

0340127 --> Thursday, 05 - 15

0340128 --> Thursday, 06 - 03

0340129 --> Thursday, 05 - 19

0340130 --> Thursday, 05 - 11

0340131 --> Thursday, 05 - 31

0340132 --> Thursday, 05 - 15

0340133 --> Thursday, 05 - 07

0340134 --> Thursday, 05 - 27

0340135 --> Thursday, 05 - 12

0340136 --> Thursday, 05 - 03

0340137 --> Thursday, 05 - 23

0340138 --> Thursday, 05 - 08

0340139 --> Thursday, 05 - 28

0340140 --> Thursday, 05 - 19

0340141 --> Thursday, 05 - 11

0340142 --> Thursday, 05 - 24

0340143 --> Thursday, 05 - 16

0340144 --> Thursday, 05 - 07

0340145 --> Thursday, 05 - 27

0340146 --> Thursday, 05 - 12

0340147 --> Thursday, 06 - 01

0340148 --> Thursday, 05 - 23

0340149 --> Thursday, 05 - 08

0340150 --> Thursday, 05 - 28

0340151 --> Thursday, 05 - 20

0340152 --> Thursday, 05 - 04

0340153 --> Thursday, 05 - 24

0340154 --> Thursday, 05 - 16

0340155 --> Thursday, 05 - 01

0340156 --> Thursday, 05 - 20

0340157 --> Thursday, 05 - 12

0340158 --> Thursday, 06 - 01

0340159 --> Thursday, 05 - 17

