Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4550000 through 4559999



4550000 --> Thursday, 06 - 01

4550001 --> Thursday, 05 - 17

4550002 --> Thursday, 05 - 09

4550003 --> Thursday, 05 - 29

4550004 --> Thursday, 05 - 13

4550005 --> Thursday, 05 - 05

4550006 --> Thursday, 05 - 25

4550007 --> Thursday, 05 - 10

4550008 --> Thursday, 05 - 29

4550009 --> Thursday, 05 - 21

4550010 --> Thursday, 05 - 06

4550011 --> Thursday, 05 - 26

4550012 --> Thursday, 05 - 17

4550013 --> Thursday, 05 - 09

4550014 --> Thursday, 05 - 22

4550015 --> Thursday, 05 - 14

4550016 --> Thursday, 05 - 05

4550017 --> Thursday, 05 - 25

4550018 --> Thursday, 05 - 10

4550019 --> Thursday, 05 - 30

4550020 --> Thursday, 05 - 21

4550021 --> Thursday, 05 - 06

4550022 --> Thursday, 05 - 26

4550023 --> Thursday, 05 - 18

4550024 --> Thursday, 05 - 02

4550025 --> Thursday, 05 - 22

4550026 --> Thursday, 05 - 14

4550027 --> Thursday, 06 - 03

4550028 --> Thursday, 05 - 18

4550029 --> Thursday, 05 - 10

4550030 --> Thursday, 05 - 30

4550031 --> Thursday, 05 - 15

4550032 --> Thursday, 05 - 06

4550033 --> Thursday, 05 - 26

4550034 --> Thursday, 05 - 11

4550035 --> Thursday, 05 - 03

4550036 --> Thursday, 05 - 22

4550037 --> Thursday, 05 - 14

4550038 --> Thursday, 05 - 27

4550039 --> Thursday, 05 - 19

4550040 --> Thursday, 05 - 10

4550041 --> Thursday, 05 - 30

4550042 --> Thursday, 05 - 15

4550043 --> Thursday, 05 - 07

4550044 --> Thursday, 05 - 26

4550045 --> Thursday, 05 - 11

4550046 --> Thursday, 05 - 31

4550047 --> Thursday, 05 - 23

4550048 --> Thursday, 05 - 07

4550049 --> Thursday, 05 - 27

4550050 --> Thursday, 05 - 19

4550051 --> Thursday, 05 - 04

4550052 --> Thursday, 05 - 23

4550053 --> Thursday, 05 - 15

4550054 --> Thursday, 04 - 30

4550055 --> Thursday, 05 - 20

4550056 --> Thursday, 05 - 11

4550057 --> Thursday, 05 - 31

4550058 --> Thursday, 05 - 16

4550059 --> Thursday, 05 - 08

4550060 --> Thursday, 05 - 27

4550061 --> Thursday, 05 - 19

4550062 --> Thursday, 05 - 04

4550063 --> Thursday, 05 - 24

4550064 --> Thursday, 05 - 15

4550065 --> Thursday, 05 - 28

4550066 --> Thursday, 05 - 20

4550067 --> Thursday, 05 - 12

4550068 --> Thursday, 05 - 31

4550069 --> Thursday, 05 - 16

4550070 --> Thursday, 05 - 08

4550071 --> Thursday, 05 - 28

4550072 --> Thursday, 05 - 12

4550073 --> Thursday, 05 - 04

4550074 --> Thursday, 05 - 24

4550075 --> Thursday, 05 - 09

4550076 --> Thursday, 05 - 28

4550077 --> Thursday, 05 - 20

4550078 --> Thursday, 05 - 05

4550079 --> Thursday, 05 - 25

4550080 --> Thursday, 05 - 16

4550081 --> Thursday, 05 - 08

4550082 --> Thursday, 05 - 21

4550083 --> Thursday, 05 - 13

4550084 --> Thursday, 06 - 01

4550085 --> Thursday, 05 - 17

4550086 --> Thursday, 05 - 09

4550087 --> Thursday, 05 - 29

4550088 --> Thursday, 05 - 20

4550089 --> Thursday, 05 - 05

4550090 --> Thursday, 05 - 25

4550091 --> Thursday, 05 - 17

4550092 --> Thursday, 05 - 01

4550093 --> Thursday, 05 - 21

4550094 --> Thursday, 05 - 13

4550095 --> Thursday, 06 - 02

