Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3950000 through 3959999



3950000 --> Thursday, 05 - 18

3950001 --> Thursday, 05 - 10

3950002 --> Thursday, 05 - 30

3950003 --> Thursday, 05 - 15

3950004 --> Thursday, 05 - 06

3950005 --> Thursday, 05 - 26

3950006 --> Thursday, 05 - 11

3950007 --> Thursday, 05 - 31

3950008 --> Thursday, 05 - 22

3950009 --> Thursday, 05 - 07

3950010 --> Thursday, 05 - 27

3950011 --> Thursday, 05 - 19

3950012 --> Thursday, 05 - 03

3950013 --> Thursday, 05 - 23

3950014 --> Thursday, 05 - 15

3950015 --> Thursday, 04 - 30

3950016 --> Thursday, 05 - 19

3950017 --> Thursday, 05 - 11

3950018 --> Thursday, 05 - 31

3950019 --> Thursday, 05 - 16

3950020 --> Thursday, 05 - 07

3950021 --> Thursday, 05 - 27

3950022 --> Thursday, 05 - 19

3950023 --> Thursday, 05 - 04

3950024 --> Thursday, 05 - 23

3950025 --> Thursday, 05 - 15

3950026 --> Thursday, 05 - 28

3950027 --> Thursday, 05 - 20

3950028 --> Thursday, 05 - 11

3950029 --> Thursday, 05 - 31

3950030 --> Thursday, 05 - 16

3950031 --> Thursday, 05 - 08

3950032 --> Thursday, 05 - 27

3950033 --> Thursday, 05 - 12

3950034 --> Thursday, 05 - 04

3950035 --> Thursday, 05 - 24

3950036 --> Thursday, 05 - 08

3950037 --> Thursday, 05 - 28

3950038 --> Thursday, 05 - 20

3950039 --> Thursday, 05 - 05

3950040 --> Thursday, 05 - 24

3950041 --> Thursday, 05 - 16

3950042 --> Thursday, 05 - 08

3950043 --> Thursday, 05 - 21

3950044 --> Thursday, 05 - 12

3950045 --> Thursday, 06 - 01

3950046 --> Thursday, 05 - 17

3950047 --> Thursday, 05 - 09

3950048 --> Thursday, 05 - 28

3950049 --> Thursday, 05 - 20

3950050 --> Thursday, 05 - 05

3950051 --> Thursday, 05 - 25

3950052 --> Thursday, 05 - 16

3950053 --> Thursday, 05 - 01

3950054 --> Thursday, 05 - 21

3950055 --> Thursday, 05 - 13

3950056 --> Thursday, 06 - 01

3950057 --> Thursday, 05 - 17

3950058 --> Thursday, 05 - 09

3950059 --> Thursday, 05 - 29

3950060 --> Thursday, 05 - 13

3950061 --> Thursday, 05 - 05

3950062 --> Thursday, 05 - 25

3950063 --> Thursday, 05 - 10

3950064 --> Thursday, 05 - 29

3950065 --> Thursday, 05 - 21

3950066 --> Thursday, 05 - 06

3950067 --> Thursday, 05 - 26

3950068 --> Thursday, 05 - 17

3950069 --> Thursday, 05 - 09

3950070 --> Thursday, 05 - 22

3950071 --> Thursday, 05 - 14

3950072 --> Thursday, 05 - 05

3950073 --> Thursday, 05 - 25

3950074 --> Thursday, 05 - 10

3950075 --> Thursday, 05 - 30

3950076 --> Thursday, 05 - 21

3950077 --> Thursday, 05 - 06

3950078 --> Thursday, 05 - 26

3950079 --> Thursday, 05 - 18

3950080 --> Thursday, 05 - 02

3950081 --> Thursday, 05 - 22

3950082 --> Thursday, 05 - 14

3950083 --> Thursday, 06 - 03

3950084 --> Thursday, 05 - 18

3950085 --> Thursday, 05 - 10

3950086 --> Thursday, 05 - 30

3950087 --> Thursday, 05 - 15

3950088 --> Thursday, 05 - 06

3950089 --> Thursday, 05 - 26

3950090 --> Thursday, 05 - 11

3950091 --> Thursday, 05 - 03

3950092 --> Thursday, 05 - 22

3950093 --> Thursday, 05 - 14

3950094 --> Thursday, 05 - 27

3950095 --> Thursday, 05 - 19

3950096 --> Thursday, 05 - 10

3950097 --> Thursday, 05 - 30

3950098 --> Thursday, 05 - 15

3950099 --> Thursday, 05 - 07

3950100 --> Thursday, 05 - 27

3950101 --> Thursday, 05 - 12

3950102 --> Thursday, 06 - 01

3950103 --> Thursday, 05 - 24

3950104 --> Thursday, 05 - 08

3950105 --> Thursday, 05 - 28

3950106 --> Thursday, 05 - 20

3950107 --> Thursday, 05 - 05

3950108 --> Thursday, 05 - 24

3950109 --> Thursday, 05 - 16

3950110 --> Thursday, 05 - 01

3950111 --> Thursday, 05 - 21

3950112 --> Thursday, 05 - 12

3950113 --> Thursday, 06 - 01

3950114 --> Thursday, 05 - 17

3950115 --> Thursday, 05 - 09

3950116 --> Thursday, 05 - 28

3950117 --> Thursday, 05 - 20

3950118 --> Thursday, 05 - 05

3950119 --> Thursday, 05 - 25

3950120 --> Thursday, 05 - 16

3950121 --> Thursday, 05 - 29

3950122 --> Thursday, 05 - 21

3950123 --> Thursday, 05 - 13

