Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4460000 through 4469999



4460000 --> Thursday, 06 - 01

4460001 --> Thursday, 05 - 17

4460002 --> Thursday, 05 - 09

4460003 --> Thursday, 05 - 29

4460004 --> Thursday, 05 - 13

4460005 --> Thursday, 05 - 05

4460006 --> Thursday, 05 - 25

4460007 --> Thursday, 05 - 10

4460008 --> Thursday, 05 - 29

4460009 --> Thursday, 05 - 21

4460010 --> Thursday, 05 - 06

4460011 --> Thursday, 05 - 26

4460012 --> Thursday, 05 - 17

4460013 --> Thursday, 05 - 09

4460014 --> Thursday, 05 - 22

4460015 --> Thursday, 05 - 14

4460016 --> Thursday, 05 - 05

4460017 --> Thursday, 05 - 25

4460018 --> Thursday, 05 - 10

4460019 --> Thursday, 05 - 30

4460020 --> Thursday, 05 - 21

4460021 --> Thursday, 05 - 06

4460022 --> Thursday, 05 - 26

4460023 --> Thursday, 05 - 18

4460024 --> Thursday, 05 - 02

4460025 --> Thursday, 05 - 22

4460026 --> Thursday, 05 - 14

4460027 --> Thursday, 06 - 03

4460028 --> Thursday, 05 - 18

4460029 --> Thursday, 05 - 10

4460030 --> Thursday, 05 - 30

4460031 --> Thursday, 05 - 15

4460032 --> Thursday, 05 - 06

4460033 --> Thursday, 05 - 26

4460034 --> Thursday, 05 - 11

4460035 --> Thursday, 05 - 03

4460036 --> Thursday, 05 - 22

4460037 --> Thursday, 05 - 14

4460038 --> Thursday, 05 - 27

4460039 --> Thursday, 05 - 19

4460040 --> Thursday, 05 - 10

4460041 --> Thursday, 05 - 23

4460042 --> Thursday, 05 - 15

4460043 --> Thursday, 05 - 07

4460044 --> Thursday, 05 - 26

4460045 --> Thursday, 05 - 11

4460046 --> Thursday, 05 - 31

4460047 --> Thursday, 05 - 23

4460048 --> Thursday, 05 - 07

4460049 --> Thursday, 05 - 27

4460050 --> Thursday, 05 - 19

4460051 --> Thursday, 05 - 04

4460052 --> Thursday, 05 - 23

4460053 --> Thursday, 05 - 15

4460054 --> Thursday, 04 - 30

4460055 --> Thursday, 05 - 20

4460056 --> Thursday, 05 - 11

4460057 --> Thursday, 05 - 31

4460058 --> Thursday, 05 - 16

4460059 --> Thursday, 05 - 08

4460060 --> Thursday, 05 - 27

4460061 --> Thursday, 05 - 12

4460062 --> Thursday, 05 - 04

4460063 --> Thursday, 05 - 24

4460064 --> Thursday, 05 - 15

4460065 --> Thursday, 05 - 28

4460066 --> Thursday, 05 - 20

4460067 --> Thursday, 05 - 12

4460068 --> Thursday, 05 - 31

4460069 --> Thursday, 05 - 16

4460070 --> Thursday, 05 - 08

4460071 --> Thursday, 05 - 28

4460072 --> Thursday, 05 - 12

4460073 --> Thursday, 05 - 04

4460074 --> Thursday, 05 - 24

4460075 --> Thursday, 05 - 09

4460076 --> Thursday, 05 - 28

4460077 --> Thursday, 05 - 20

4460078 --> Thursday, 05 - 05

4460079 --> Thursday, 05 - 25

4460080 --> Thursday, 05 - 16

4460081 --> Thursday, 05 - 01

4460082 --> Thursday, 05 - 21

4460083 --> Thursday, 05 - 13

4460084 --> Thursday, 06 - 01

4460085 --> Thursday, 05 - 17

4460086 --> Thursday, 05 - 09

4460087 --> Thursday, 05 - 29

4460088 --> Thursday, 05 - 20

4460089 --> Thursday, 05 - 05

4460090 --> Thursday, 05 - 25

4460091 --> Thursday, 05 - 17

4460092 --> Thursday, 05 - 01

4460093 --> Thursday, 05 - 21

4460094 --> Thursday, 05 - 13

4460095 --> Thursday, 06 - 02

4460096 --> Thursday, 05 - 17

4460097 --> Thursday, 05 - 09

4460098 --> Thursday, 05 - 29

4460099 --> Thursday, 05 - 14

4460100 --> Thursday, 05 - 06

4460101 --> Thursday, 05 - 26

4460102 --> Thursday, 05 - 11

4460103 --> Thursday, 05 - 31

4460104 --> Thursday, 05 - 22

4460105 --> Thursday, 05 - 07

4460106 --> Thursday, 05 - 27

4460107 --> Thursday, 05 - 19

4460108 --> Thursday, 05 - 10

4460109 --> Thursday, 05 - 23

4460110 --> Thursday, 05 - 15

4460111 --> Thursday, 05 - 07

4460112 --> Thursday, 05 - 26

4460113 --> Thursday, 05 - 11

4460114 --> Thursday, 05 - 31

4460115 --> Thursday, 05 - 23

4460116 --> Thursday, 05 - 07

4460117 --> Thursday, 05 - 27

4460118 --> Thursday, 05 - 19

4460119 --> Thursday, 05 - 04

4460120 --> Thursday, 05 - 23

4460121 --> Thursday, 05 - 15

4460122 --> Thursday, 05 - 28

4460123 --> Thursday, 05 - 20

4460124 --> Thursday, 05 - 11

4460125 --> Thursday, 05 - 31

4460126 --> Thursday, 05 - 16

4460127 --> Thursday, 05 - 08

4460128 --> Thursday, 05 - 27

4460129 --> Thursday, 05 - 12

4460130 --> Thursday, 05 - 04

4460131 --> Thursday, 05 - 24

4460132 --> Thursday, 05 - 15

4460133 --> Thursday, 05 - 28

4460134 --> Thursday, 05 - 20

4460135 --> Thursday, 05 - 12

4460136 --> Thursday, 05 - 24

4460137 --> Thursday, 05 - 16

4460138 --> Thursday, 05 - 08

4460139 --> Thursday, 05 - 21

4460140 --> Thursday, 05 - 12

4460141 --> Thursday, 06 - 01

4460142 --> Thursday, 05 - 24

4460143 --> Thursday, 05 - 09

4460144 --> Thursday, 05 - 28

4460145 --> Thursday, 05 - 20

4460146 --> Thursday, 05 - 05

4460147 --> Thursday, 05 - 25

4460148 --> Thursday, 05 - 16

4460149 --> Thursday, 05 - 01

4460150 --> Thursday, 05 - 21

4460151 --> Thursday, 05 - 13

4460152 --> Thursday, 06 - 01

4460153 --> Thursday, 05 - 17

4460154 --> Thursday, 05 - 09

4460155 --> Thursday, 05 - 29

4460156 --> Thursday, 05 - 13

4460157 --> Thursday, 05 - 05

4460158 --> Thursday, 05 - 25

4460159 --> Thursday, 05 - 10

4460160 --> Thursday, 05 - 29

4460161 --> Thursday, 05 - 21

4460162 --> Thursday, 05 - 13

4460163 --> Thursday, 05 - 26

4460164 --> Thursday, 05 - 17

4460165 --> Thursday, 05 - 09

4460166 --> Thursday, 05 - 29

4460167 --> Thursday, 05 - 14

4460168 --> Thursday, 05 - 05

4460169 --> Thursday, 05 - 25

4460170 --> Thursday, 05 - 10

4460171 --> Thursday, 05 - 30

4460172 --> Thursday, 05 - 21

4460173 --> Thursday, 05 - 06

4460174 --> Thursday, 05 - 26

4460175 --> Thursday, 05 - 18

4460176 --> Thursday, 05 - 02

4460177 --> Thursday, 05 - 22

4460178 --> Thursday, 05 - 14

4460179 --> Thursday, 06 - 03

4460180 --> Thursday, 05 - 18

4460181 --> Thursday, 05 - 10

4460182 --> Thursday, 05 - 30

4460183 --> Thursday, 05 - 15

4460184 --> Thursday, 05 - 06

4460185 --> Thursday, 05 - 26

4460186 --> Thursday, 05 - 18

4460187 --> Thursday, 05 - 03

