Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5510000 through 5519999



5510000 --> Thursday, 05 - 11

5510001 --> Thursday, 05 - 31

5510002 --> Thursday, 05 - 16

5510003 --> Thursday, 05 - 08

5510004 --> Thursday, 05 - 27

5510005 --> Thursday, 05 - 19

5510006 --> Thursday, 05 - 04

5510007 --> Thursday, 05 - 24

5510008 --> Thursday, 05 - 15

5510009 --> Thursday, 05 - 28

5510010 --> Thursday, 05 - 20

5510011 --> Thursday, 05 - 12

5510012 --> Thursday, 05 - 31

5510013 --> Thursday, 05 - 16

5510014 --> Thursday, 05 - 08

5510015 --> Thursday, 05 - 28

5510016 --> Thursday, 05 - 12

5510017 --> Thursday, 05 - 04

5510018 --> Thursday, 05 - 24

5510019 --> Thursday, 05 - 09

5510020 --> Thursday, 05 - 28

5510021 --> Thursday, 05 - 20

5510022 --> Thursday, 05 - 05

5510023 --> Thursday, 05 - 25

5510024 --> Thursday, 05 - 16

5510025 --> Thursday, 05 - 08

5510026 --> Thursday, 05 - 21

5510027 --> Thursday, 05 - 13

5510028 --> Thursday, 06 - 01

5510029 --> Thursday, 05 - 24

5510030 --> Thursday, 05 - 09

5510031 --> Thursday, 05 - 29

5510032 --> Thursday, 05 - 20

5510033 --> Thursday, 05 - 05

5510034 --> Thursday, 05 - 25

5510035 --> Thursday, 05 - 17

5510036 --> Thursday, 05 - 01

5510037 --> Thursday, 05 - 21

5510038 --> Thursday, 05 - 13

5510039 --> Thursday, 06 - 02

5510040 --> Thursday, 05 - 17

5510041 --> Thursday, 05 - 09

5510042 --> Thursday, 05 - 29

5510043 --> Thursday, 05 - 14

5510044 --> Thursday, 05 - 05

5510045 --> Thursday, 05 - 25

5510046 --> Thursday, 05 - 10

5510047 --> Thursday, 05 - 30

5510048 --> Thursday, 05 - 21

5510049 --> Thursday, 05 - 13

5510050 --> Thursday, 05 - 26

5510051 --> Thursday, 05 - 18

5510052 --> Thursday, 05 - 09

5510053 --> Thursday, 05 - 29

5510054 --> Thursday, 05 - 14

5510055 --> Thursday, 05 - 06

5510056 --> Thursday, 05 - 25

5510057 --> Thursday, 05 - 10

5510058 --> Thursday, 05 - 30

5510059 --> Thursday, 05 - 22

5510060 --> Thursday, 05 - 06

5510061 --> Thursday, 05 - 26

5510062 --> Thursday, 05 - 18

5510063 --> Thursday, 05 - 03

5510064 --> Thursday, 05 - 22

5510065 --> Thursday, 05 - 14

5510066 --> Thursday, 06 - 03

5510067 --> Thursday, 05 - 19

5510068 --> Thursday, 05 - 10

5510069 --> Thursday, 05 - 30

5510070 --> Thursday, 05 - 15

5510071 --> Thursday, 05 - 07

5510072 --> Thursday, 05 - 26

5510073 --> Thursday, 05 - 18

5510074 --> Thursday, 05 - 03

5510075 --> Thursday, 05 - 23

5510076 --> Thursday, 05 - 14

5510077 --> Thursday, 05 - 27

5510078 --> Thursday, 05 - 19

5510079 --> Thursday, 05 - 11

5510080 --> Thursday, 05 - 30

5510081 --> Thursday, 05 - 15

5510082 --> Thursday, 05 - 07

5510083 --> Thursday, 05 - 27

5510084 --> Thursday, 05 - 11

5510085 --> Thursday, 05 - 31

5510086 --> Thursday, 05 - 23

5510087 --> Thursday, 05 - 08

5510088 --> Thursday, 05 - 27

5510089 --> Thursday, 05 - 19

5510090 --> Thursday, 05 - 04

5510091 --> Thursday, 05 - 24

5510092 --> Thursday, 05 - 15

5510093 --> Thursday, 05 - 07

5510094 --> Thursday, 05 - 20

5510095 --> Thursday, 05 - 12

5510096 --> Thursday, 05 - 31

5510097 --> Thursday, 05 - 16

5510098 --> Thursday, 05 - 08

5510099 --> Thursday, 05 - 28

5510100 --> Thursday, 05 - 20

5510101 --> Thursday, 05 - 05

5510102 --> Thursday, 05 - 25

5510103 --> Thursday, 05 - 17

5510104 --> Thursday, 05 - 01

5510105 --> Thursday, 05 - 21

5510106 --> Thursday, 05 - 13

5510107 --> Thursday, 06 - 02

5510108 --> Thursday, 05 - 17

5510109 --> Thursday, 05 - 09

5510110 --> Thursday, 05 - 29

5510111 --> Thursday, 05 - 14

5510112 --> Thursday, 05 - 05

5510113 --> Thursday, 05 - 25

