Ascencion Day given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3530000 through 3539999



3530000 --> Thursday, 05 - 11

3530001 --> Thursday, 05 - 24

3530002 --> Thursday, 05 - 16

3530003 --> Thursday, 05 - 08

3530004 --> Thursday, 05 - 27

3530005 --> Thursday, 05 - 12

3530006 --> Thursday, 06 - 01

3530007 --> Thursday, 05 - 24

3530008 --> Thursday, 05 - 08

3530009 --> Thursday, 05 - 28

3530010 --> Thursday, 05 - 20

3530011 --> Thursday, 05 - 05

3530012 --> Thursday, 05 - 24

3530013 --> Thursday, 05 - 16

3530014 --> Thursday, 05 - 01

3530015 --> Thursday, 05 - 21

3530016 --> Thursday, 05 - 12

3530017 --> Thursday, 06 - 01

3530018 --> Thursday, 05 - 17

3530019 --> Thursday, 05 - 09

3530020 --> Thursday, 05 - 28

3530021 --> Thursday, 05 - 13

3530022 --> Thursday, 05 - 05

3530023 --> Thursday, 05 - 25

3530024 --> Thursday, 05 - 16

3530025 --> Thursday, 05 - 29

3530026 --> Thursday, 05 - 21

3530027 --> Thursday, 05 - 13

3530028 --> Thursday, 06 - 01

3530029 --> Thursday, 05 - 17

3530030 --> Thursday, 05 - 09

3530031 --> Thursday, 05 - 22

3530032 --> Thursday, 05 - 13

3530033 --> Thursday, 05 - 05

3530034 --> Thursday, 05 - 25

3530035 --> Thursday, 05 - 10

3530036 --> Thursday, 05 - 29

3530037 --> Thursday, 05 - 21

3530038 --> Thursday, 05 - 06

3530039 --> Thursday, 05 - 26

3530040 --> Thursday, 05 - 17

3530041 --> Thursday, 05 - 02

3530042 --> Thursday, 05 - 22

3530043 --> Thursday, 05 - 14

3530044 --> Thursday, 06 - 02

3530045 --> Thursday, 05 - 18

3530046 --> Thursday, 05 - 10

3530047 --> Thursday, 05 - 30

3530048 --> Thursday, 05 - 14

3530049 --> Thursday, 05 - 06

3530050 --> Thursday, 05 - 26

3530051 --> Thursday, 05 - 11

3530052 --> Thursday, 05 - 02

3530053 --> Thursday, 05 - 22

3530054 --> Thursday, 05 - 14

3530055 --> Thursday, 05 - 27

3530056 --> Thursday, 05 - 18

3530057 --> Thursday, 05 - 10

3530058 --> Thursday, 05 - 30

3530059 --> Thursday, 05 - 15

3530060 --> Thursday, 05 - 06

3530061 --> Thursday, 05 - 26

3530062 --> Thursday, 05 - 11

3530063 --> Thursday, 05 - 31

3530064 --> Thursday, 05 - 22

3530065 --> Thursday, 05 - 07

3530066 --> Thursday, 05 - 27

3530067 --> Thursday, 05 - 19

3530068 --> Thursday, 05 - 03

3530069 --> Thursday, 05 - 23

3530070 --> Thursday, 05 - 15

3530071 --> Thursday, 04 - 30

3530072 --> Thursday, 05 - 19

3530073 --> Thursday, 05 - 11

3530074 --> Thursday, 05 - 31

3530075 --> Thursday, 05 - 16

3530076 --> Thursday, 05 - 07

3530077 --> Thursday, 05 - 27

3530078 --> Thursday, 05 - 19

3530079 --> Thursday, 05 - 04

3530080 --> Thursday, 05 - 23

3530081 --> Thursday, 05 - 15

3530082 --> Thursday, 05 - 28

3530083 --> Thursday, 05 - 20

3530084 --> Thursday, 05 - 11

3530085 --> Thursday, 05 - 31

3530086 --> Thursday, 05 - 16

3530087 --> Thursday, 05 - 08

3530088 --> Thursday, 05 - 27

3530089 --> Thursday, 05 - 12

3530090 --> Thursday, 05 - 04

3530091 --> Thursday, 05 - 24

3530092 --> Thursday, 05 - 08

3530093 --> Thursday, 05 - 28

3530094 --> Thursday, 05 - 20

3530095 --> Thursday, 05 - 05

3530096 --> Thursday, 05 - 24

3530097 --> Thursday, 05 - 16

3530098 --> Thursday, 05 - 08

3530099 --> Thursday, 05 - 21

3530100 --> Thursday, 05 - 13

3530101 --> Thursday, 05 - 05

3530102 --> Thursday, 05 - 25

3530103 --> Thursday, 05 - 10

3530104 --> Thursday, 05 - 29

3530105 --> Thursday, 05 - 21

3530106 --> Thursday, 05 - 06

3530107 --> Thursday, 05 - 26

3530108 --> Thursday, 05 - 17

3530109 --> Thursday, 05 - 02

3530110 --> Thursday, 05 - 22

3530111 --> Thursday, 05 - 14

3530112 --> Thursday, 06 - 02

3530113 --> Thursday, 05 - 18

3530114 --> Thursday, 05 - 10

3530115 --> Thursday, 05 - 30

